raw,identity,number,category,type,filled_words,honest_categories,re,dmc,asm,pa,asf,svp,ddp,rci,an,is,or,ps,pr,ddf,qas,om,cds,count
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' et lavter skeltilbud der alle kan kjenne', ' kyskhetsløse sexslaver. De ble', ' en støtte. - Vi har en mentorord', ' helten i dramaet i stedet for hovedpersonen.', ' så forskjellige som det går an. I starten av']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å tilpasse seg forholdene. De er mye sterkere i', ' å skjule følelser og er vant til å håndtere dem', ' å gjøre alt det andre gode; det du må', ' ski.', ' å holde tett. Vi scorer tre mål uten']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg på en date. datingtips for', ' kle seg riktig om vinteren, er at de ikke', ' passe sine egne saker og ikke være uvillig', ' vaske håret for å forhindre at håret blir tørt og', ' kle seg.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' høre at det de gjør er riktig. – Barna her', ' bruke den til – og jeg må kjøpe en annen', ' være der de aller beste dagene.\nmed. Vi', ' komme hit og så går vi på kafe etterpå.', ' være ute under oppholdet. – Vi har laget en']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' leve sammen i fred. Da kan de også gjøre', ' ta vare på babyen sin\nMødre forstår ikke', ' forholde seg i trafikken.', ' ta vare på klesvasken\nFor mødrene', ' bære barnet sitt til tiden? - Fødsel -']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' der for å ta imot barna sine, og at hun', ' en støtte, og jeg mener at de som jobber', ' en ressurs i dette arbeidet. Ved å samarbeide med disse', ' mødre og fami lieforsørgere slik', ' en viktig brikke for at vi skal lykkes med']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å stelle hjemme.', ' å stelle i stand det som trengs å gjøres', ' å ta vare på ungene, de er veldig glad', ' å lage de koseligste stemning i huset og er', ' å finne hverandre.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' snakke med den gravide. - De burde kunne ha', ' handle dem – Keeping your mother happy\nm', ' behandle sin baby når de legger seg for å sov', ' beskytte barnet sitt mot dem. Han understreker at det er', ' håndtere dem, og det var her de så for seg']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' henge rundt. - Vi kommer hit siden min mann alltid', ' leke og klatre på dem. Og man ser ofte at', ' se på TV.\n- Jeg må se «Twin Pe', ' ha dem rundt seg, og vi ser at de har', ' spille, og en gang iblant har vi']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' opp føre seg i trafikken og har ikke hatt noen', ' lage vafler på den gamle måten, har det', ' oppføre seg mot en mann.\nMonica og', ' klare seg, og hva de må gjøre for å holde', ' oppføre seg i en familie med en psykisk syk']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på tur né. Kritikerne hyller sty', ' den beste matchen for hverandre. Foto:', ' en trygg havn for lillebror. Moren har', ' et slags minne for foreldrene, og de må derfor', ' et korrektiv til det å bli voksen. Hun']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' å gi gode råd, men det er ofte godt å', ' mange måter, og da er det veldig viktig å', ' å hjelpe, og vi er veldig takknemlige for', ' å ha med seg skøyter på skolen, så', ' å gjøre husarbeid og passe den eldre broren']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg.\n– Jeg er enig med dem i', ' oppføre seg eller hvilke regler som gjelder. Men', ' oppføre seg på sosiale medier. Den ene datteren tok', ' ta vare på familien sin.', ' oppføre seg og te seg, var ikke tilfelle med']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' tro er en gave fra Gud. Hun er blitt en', ' gjøre ting sammen utenfor huset. - Det er veldig koselig', ' gå på ski og bruker mye tid på ski.', ' pynte hverandre, og de forteller at de trives veldig', ' holde seg i form om sommeren også, ved å dra']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' glede seg over livet og hverandre. Men så blir plutselig', ' skjemme bort jenter med god mat i stil', ' handle når barnet er redd for noe. Når babyen din', ' arbeide, de kan faget sitt ut og inn og', ' håndtere den uutholdelige smerten som følger']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et alternativ med et annet tilbud enn hva biblioteket byr', ' i tråd med de nasjonale retningslinjene for prioriterte grupper', ' sammen med mormoren sin, som bor i Sverige.', ' et supplement til et godt barnehageprogram.\nde fleste', ' de store heltene. Men de må nå gjøre alt']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' å gjøre hverandre gode. Når du ser at du lykkes', ' å følge opp, og alle får den hjelpen de', ' å gi hverandre selvtillit på jobb.\n– Det er gøy', ' å finne på litt tull og tøys i', ' mange ting, spesielt det å jobbe hardt. De har']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta vare på seg selv. De har sine egne private', ' håndtere det å bli eldre.\n– Vi har veldig forskjellige', ' takle en situasjon som den ne, sier Kari Mette', ' oppføre seg. Selv om de er barn føler de', ' handtere dem.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' være omgjcngelige, utadvente og', ' kalle oss, så de andre er egentlig mer opptatt av', ' frem stille en situasjon som om det kun er de', ' komme ut av sitt elfenbenstårn, opp', ' kunne reise i inn- og utland med en']","{'re': 0, 'dmc': 0, 'asm': 1, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive en butikk. Det er viktig med fagutdanning', ' håndtere den, og med riktig fremgangsmetode kan man', ' be tjene en skrivemaskin. Det vil man kunne', ' opptre i et departement. Det at man vet', ' møte en som prøver å få tak i dem eller']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der de kan komme med synspunkter på hvordan', ' en av de viktigste faktorene for å fremme et', ' et effektivt middel for å gjennomføre en nasjonal og sosial', ' politiske talspersoner for regjeringen, og ikke å', ' midlertidige ordninger som skal ta for seg den voldsomme']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si fra når de ikke finner seg i ting.', ' å lage mat og bake, så det er veldig', ' budsjettarbeid og ser helheten i en sak, da', ' dette. De sørger for at vi ikke har noe å', ' å prate for seg, sier hun.\n- Jeg opplever']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle andres skattepenger.', ' opp føre seg. Man skal aldri gi uttrykk for tvil', ' behandle en slik sak, etter som vi behandlet den forrige', ' forholde seg til offentligheten.', ' behandle sine velgere. Ved å nekte å ut']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' dra på konsert. Dette er en arena hvor de', ' ha det trivelig og fint rundt seg. Dette går', ' være sosiale og at de er flinke til å over', ' flytte til storbyen, der det skjer ting. Men det', ' dra inn til byen for å se på fotball,']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' ha det gøy og å være aktiv.', ' oppføre seg om man møter en ensom venn.\nDet', ' handle, sier hun.\nForeløpig er det ingenting', ' bygge og bo for fremtiden. Det er vi som er', ' oppføre seg, og så kan vi voksne prøve å']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en del av løsningen. Derfor må det tilbys attraktive', ' framtidens voksne, og det er på høy tid at', ' fremtidens voksne. Vi skal være deres forbilder, deres', ' en katalysator for å få de voksne', ' opptatt av.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å si i fra, sier han.', ' å finne hverandre på nett på en uformell måte,', ' å vise at de har det hyggelig på skolen, men', ' å ta vare på hverandre og inkludere hverandre i fellesskap', ' å kombinere mange fritidsaktiviteter, men det er ikke']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg.\n- De er i alderen 20-25', ' bruke den, og i en alder av 22 er det', ' oppføre seg. - Jeg forstår ikke unge men nes', ' være på nett og hva de ikke bør legge ut.', ' kle seg og oppføre seg. – Har du ikke']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' tilbringe fritiden på stranden. Men selv om det', ' se på mennene sine mens de onanerer, sier', ' se når mennene deres jobber. - Det er morsomt', ' se ham onanere på live-kameraer,', ' spise kake, og de elsker å få folk til']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' strikke, for vi har vært gift i 40 år.', ' tilfredsstille en mann. For å få enda mer tilfredsst', ' kle seg ut for å matche ektemennene', ' håndtere et tilfelle av utroskap eller bedrag ved', ' ta vare på disse mennene som har forlatt hjemm']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et fristed, og en trygg havn for unge jenter', ' der for ham, for det meste for at han ikke', ' gift med en annen enn den de seiv er gift', ' i ekteskapet.', ' omsorgspersoner. Det å jobbe i dette området betyr']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, de er også veldig opptatt av interiør.', ' det med klesstil, sier hun. I løpet', ' å lage mat og bake, sier hun.', ' det de driver på med der oppe. Dette er', ' å gi tips. De er vant til å reise']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ha det bra. Man har fått en helt annen respekt', ' holde et hjem og en mann på en sunn måte', ' ta imot. At man må legge merke til signaler', ' stelle håret - notmywar.com\nHvordan vet', ' oppføre seg.']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 1, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre for å krydre opp hverdagen litt. Det har', ' bli seksuelt under tte om det er bra', ' bli tatt bakfra. Det er noe med ner', ' bli overrasket\net smil og et vennlig blikk gjør', ' bli seksuelt tilfredsstille av å se på bilder']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' være i denne tilstanden, så vel som hvordan man', ' kle seg bedre og mer komfortabel, så velger', ' ha det gøy, så det ble en kveld på', ' ha tid til å spise middag hver dag. I tillegg', ' nyte livet med luksuriøse produkter i høyk']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en oppmuntring i seg selv. Et vennlig hei', ' et bindeledd mellom de andre lagene. Der', ' lettlurte, lettant endige og dumme.', ' et kontaktpunkt og en informasjonskilde for ungdom,', ' litt selvironiske etter et år med bryst']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å skravle og kose seg. Vi har med', ' å snakke, det er veldig vanskelig å få dem', ' det. Vi er opptatt av å gi dem trygghet,', ' å stille opp som publikum. Dette er noe de prioriter', ' å ta vare på hverandre, og de snakker ofte med']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' oppføre seg, både i og utenfor ringen. De', ' behandle en mann, og de har nok ikke overdrevet', ' kle og sminke. - Da jeg var på', ' stelle og passe en mane sjemann.', ' ta vare på en mann. De burde ikke bli forb']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli pyntet av oss, sier hun. I tillegg til', ' høre. Og så har det seg slik at dette', ' ha med seg egen fotograf inn i brudesal', ' pynte seg i kjoler, som ikke er', ' pynte seg som det passer dem, og gjerne i']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' kysse brudgommen; er det en', ' håndtere en fotograf, de vet hvordan man skal pos', ' se vakker ut i bryllupet . De kan lage', ' få mannen til å ta hendene ned slik at ben', ' velge den mest hensiktsmessige frisyren for dem. Men']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' en støtte for sine ektemenn i denne kritiske perioden', ' det vakreste brudekjole i verden, men å', ' vakre og sjarmerende. Men det vi ser er en', ' de viktigste. Nå er det vel brudene man', ' brudekjole modeller for en dag. Det er']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å arrangere sosiale sammenkomster med «wow', ' å hjelpe, og de ønsker å bidra til at', ' å pynte seg til dagen!', ' det, sier Else.\n- For oss som driver bru', ' å ta bilder med mobiltelefonene sine, sier daglig leder']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg.', ' flørte med dem slik at man kan være den', ' opptre under bryllu pet. Hun burde være', ' skinne bruden en av de mest viktige delene', ' behandle sine egne bruder. Noen av disse tipsene']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være sammen med andre som er eldre. For kjæresten', ' ha muligheten til å ha sex som single. Noen', ' gjøre sammen, men også til en romantisk middag med ste', ' se på porno, men du foretrekker å onan', ' reise og har blant annet vært på tur til New']","{'re': 0, 'dmc': 0, 'asm': 0, 'pa': 0, 'asf': 0, 'svp': 0, 'ddp': 0, 'rci': 0, 'an': 0, 'is': 0, 'or': 0, 'ps': 0, 'pr': 0, 'ddf': 0, 'qas': 0, 'om': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
