raw,identity,number,category,type,filled_words,honest_categories,pa,dmc,pr,re,ps,asf,ddp,qas,rci,or,ddf,cds,is,svp,asm,om,an,count
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når brudgommen holdt henne i', ' opptre under en vielse, hvordan man skal gå opp', ' pynte seg.\nHanna var ikke i humør til', ' gå frem og hva man skal gjøre hvis uhellet', ' forholde seg i en sådan stund, for å fremstå']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' bli klemt sånn, sånn som jeg gjør det.', ' gå på restaurant. Derfor foreslår vi at du finner', ' være i sentrum.\nkatt som koser seg i', ' gå på kino og se film sammen. Det er viktig', ' høre!\nNår de fleste gutter som er sammen med']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' bruke dem. Og det er nettopp det som er meningen', ' gjøre det. Da han og kameraten kom til den', ' gjøre seg til for menn - man kan for eksempel,', ' takle dette.\nSÅ DET VAR DET JEG T', ' flørte, er det noe rart at flere av']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare venner, men i en situasjon hvor', ' gode elskere for den som onanerer og', ' et forum for utveksling av erfaring, tanker og meninger', ' en slags kompis. Ingen er så snill som meg', ' det også:\ntviler på om det er']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' en måte som gjør at jeg får en følelse av', ' å kommunisere og ha det gøy sammen. Det er viktig', ' et eller annet vis, men de har problemer med', ' å gå ut og spise middag innimellom. Det', ' å finne de riktige stedene og de fine tidene.']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne, men i mangel av noe bedre', ' behandle en kjæreste. Hun smilte mot ham med', ' behandle kjæreste, vil ikke si at det var en', ' behandle en slik type, for alt de sa var', ' oppføre seg.\nJeg hadde i hvert fall aldri trodd']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha det varmt rundt seg. Han ville ikke like å', ' tenke at hun får ham til å virke mindre på', ' få en slik overraskelse. Han er jo ikke noe', ' bruke sin tid på å forløse og fored']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng,» sa hun', ' behandle et piano så det låter, det er', ' slå folk til marken. Det har jeg gjort mange', ' oppføre seg som en mann. Det er ikke mange', ' utnytte dette faktum.\nFor å være ærlig har jeg ikke']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i et ekteskap, mens det å gå ut fra', ' for både menn og kvinner.\n- Jeg mener det er', ' i relasjon til sitt barn, og i neste omgang være', ' et alternativ for menn som må eller kan avt', ' en veileder for den kommunale kultursektoren, men også']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' data så har jeg tenkt litt på å kjøpe meg', ' å snekre og har veldig bra verktøy.', ' å ta, det er en av grunnene til', ' små og vanskelige ting, han har en evne til å']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' utnytte det. Hva du tenker, men ikke sier til', ' forholde seg for å ikke gjøre en tabbe eller', ' oppføre seg ved en begravelse.\n■ r', ' takle en situasjon som den som oppsto i kveld.', ' behandle denslags. — Jeg må si De har']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' lytte.\nhan liker alle typer mennesker.\nog så liker', ' se på når de spiser middag, da snakker de', ' seige sex. Han har solgt sex siden han', ' sove i samme seng som deg, men jeg får ikke', ' arbeide. Det kan bli ganske slitsomt for ham,']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape kontakt med nye mennesker. Han vil ikke snakke med', ' få dem til å gå.\n«Nå er vi', ' behandle en kvinne.\nEn mann er en mann hvis skjeb', ' bruke en maskin.\nhan vet hvordan man bruker en', ' få henne ut av fatning, men på den annen']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' et verktøy som gir råd og veiledning overfor de som', ' en av de mange som skal fylle ut søknadsb', ' i den ene eller i den andre retning.\nk', ' med på et intervju i lokalradioen for å', ' en veileder for studenter som arbeider med hovedfagsprosjektet']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' alt han velger.\nIngenting er vanskelig. Han', ' å ta han på fersken.\n«Du trenger ikke', ' ski, det er ingen som henger seg på h', ' innspeling av vokal.\ntil gjengjeld', ' skolen.\n— Jeg skal bli lærer når jeg blir stor,']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bære sig ad. Og om han på forhånd var', ' bruke en slik oppvaskbørste.\nHan trakk på', ' ta vare på sin kropp, har du hørt noe', ' oppfore seg. Vi har alle våre særegenheter,', ' ta imot en gammel venn. Men hun visste at']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være opptatt av og å være til hjelp for de', ' spille fotball mens de andre er ute og leker,', "" snakke med Dem. ' '\nDå eg kom"", ' skrive og spille. Så sier han at denne historien', ' ha med seg på tur. For å unngå at han']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' bære seg ad med en nyfødt, og det', ' få dem til å falle til ro. Ingen vet', ' være.\ner ikke slik at man skal finne seg', ' opptre med ham.\nDet siste jeg husker var at jeg', ' ta det og hva det innebærer - og ikke minst']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' en avlastning av farens rolle som familie', ' et hjelpemiddel i lærerens arbeid med undervisningen.', ' en slags avmytologi sering av «', ' en ren avspenning etter en slitsom dag.', ' i stand til å avverge disse konsekvensene.\nB']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' sånt, han har gjort noe lignende - han fikk', ' det.\ner på jobben, da er han virkelig', ' bunnen, men det tar tid før det kommer noe', ' å seige meg ut på de gode dagene.', ' dette, da han er glad i å le, og']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. I dette kapittelet ser vi på hva', ' bruke et skytevåpen. Denne kunnskapen mente han at', ' opptre for å skaffe seg et barn som kan erstatte', ' håndtere en slaktekniv og en sabel', ' klare seg i slike situasjoner.\nmedisin, mente']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage ting, mens andre trenger å lære det for å', ' ta det med ro og helst være inne hvis han', ' være i nærheten av faren til denne kvinnen og sønnen', ' reise på tur for å oppleve noe spennende: «', ' stelle med.\nkjekkenet blir en']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få dem til å sprette ut av hendene hans,', ' oppføre seg, og moren forstår. Ingen av dem', ' komme seg ut av det. Hesten hennes heter Z', ' bruke den, og hvor lenge man skal holde på med', ' oppføre seg under en hvilken som helst del av']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende kriteriet (sml. Eisler', ' for den farløse gutten. De mange farene', ' et forsøk på å gi et bilde av det norske', ' farens arving til, og at denne sønnen bare', ' en slags ""åndelig far"" for ham, fordi']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger bra. Vi har ikke funnet ut hvordan', ' dette med å lære på egen hånd, uten å', ' det. Gutten heter Oliver.\nhan hadde en', ' ski og spiller også fotball. Jeg har en lille', ' ski. Og han har mye mer erfaring med sk']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sinne.\nMari var en nydelig liten jente', ' ta vare på dem. De har vært helt fra seg', ' behandle slike dyr, sa han.\n— De er ikke i', ' behandle sin mor. Men han var jo bare en', ' oppføre seg. Et ord som «farlig»']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på puppene til lærerinnen. Det', ' stå i mål og blir regnet som et stort sk', ' spille på trommer. Han liker trommer. Jenta', ' gå opp til det store treet ved enden av', ' holde til her.\nå se på båtene som']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' komme seg løs.\ngutter har god peiling', ' gjøre det og gir ham noen mynter.\nNeste', ' te seg for å bli respektert - han er', ' ta livet av mennesker uten å etterlate seg sp', ' elske ham? Det er ikke nok å være vakker']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både snill og hyggelig, så blir det kanskje et', ' «i slekt med», som vi pleier å si.', ' en avstøpning av hans egen sønn -', ' symbolet på et enkelt menneske: Han har sitt', ' i et forhold. Jeg skal bli glad, på en']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter.\nog hun er en ekte viking!\n', ' det han er best til! Han kan mange tri', ' å finne frem kart og å sette sammen ting han', ' ski.\nHANNE JØRGENSEN S', ' sladder.\nPuslespill er en fin']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bruke kniven. Å ta livet av den første kal', ' gjøre opp ild. — Han hadde lært seg det,', ' forholde seg til et dødt menneske, med tanke', ' oppføre seg. Nå, det var jo ikke alltid', ' behandle en liten jente. Idet hun kom ut']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli tatt bilder av. Foran til høyre er også', ' lage små skisser med blyant. Tegn en', ' erte henne for det. - Men vi har jo', ' lage mat og er glad i å pynte og', ' stable steiner. Det er stener de aldri']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' behandle damer. Hun fortalte meg at hun tok med', ' klare å ta livet av seg. Ikke at det er', ' komme frem! Og så må du ikke finne deg', ' behandle en slik situasjon, hvordan man skal møte sine', ' ta seg av et barn.\nlage en p']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en karakter som gir et bilde av personen Tomas', ' en gave fra hans ""lillebror"" på', ' en som ikke er snill mot henne. Til gjengjeld', ' i samme familie eller gruppe. En brors datter', ' mer eller mindre permanente. Etter hvert som stadig']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' ski.\nGullbjørg og de andre barna i', ' trekkspill? 4:\n4: 3', ' skulen. I denne situasjonen prøver broren å dekke', ' rulleskøyter. — Men det blir jo ikke', ' å lage god mat. Derfor lager hun ofte mat til']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg, og det er ikke for ingenting at', ' oppføre seg mot en kvinne. Han la armene', ' stelle hester. Soldatene begynte å kl', ' behandle sin kvinne.\nav en fremmed. Han sn', ' ta livet av en kalkun: «Shut']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' høre på denne sangen om nisser og troll.', ' fiske. Han bruker sin egen båt og bor like', ' se på gamle bilder fra jeg var liten. Og', ' lage musikk og å lese. Kusinen er', ' kjøre hest og vogn, så gjør vi også det']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' holde på en hemmelighet: det ene er et', ' håndtere det. Hun sier til ham en natt at det', ' hanskes med sluket, og at han', ' få en hund til å sitte pent.\n«Men vi', ' handtere dem. Hun kjenner seg ikke lenger redd for']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' en «dør mellom hans verden og de andres', ' den rette til å lede an i det som skal', ' et bilde- er ikke så lett å huske disse', '? Eller er dette et slags farvel - en avsk', ' til hjelp og støtte i overgangsfasen. Ved']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' ski.\nogså. Han er en kjempegod skil', ' å prate om deg til folk i bygda og', ' den der kremtingen. Han har alltid ei k', ' å holde på hemmeligheter. Han forteller meg om alt', ' pianoet.\nOnkel John er veldig god på']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' behandle folk. De hadde ingen rett til å stille disse', ' stelle et barn.\nSalmeboka er i', ' gå inn i hytta uten å bli utsatt for ubehagelig', ' stelle en gård. Jeg har ikke noe greie', ' gjøre det. Og om hva man da kunne forvente seg']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' gi ordrer; de gjør det for ham. Hun', ' skjemme henne bort, men det har en viss', ' lage mat.\n- Han liker å gjøre det. Han er', ' være alene. Det er vanskelig med to personer på samme', ' få en presang like opp under jul. Hvis han']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' ta seg av slike. Det er hans oppgave å', ' behandle en kvinne, han vet i hvilke omstendigheter', ' elske og beskytte, den rette måten for meg. Dessuten', ' kle seg for å fremheve skjønnheten i hans', ' opptre, hvordan han skal oppføre seg i de']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
