raw,identity,number,category,type,filled_words,honest_categories,pa,svp,qas,dmc,re,an,ddf,ps,is,or,asf,asm,rci,om,pr,ddp,cds,count
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' finne, ikke villet gi ut sin bok «L', ' pynte seg, sier Marit. - Har også en', ' bli pyntet når de er i kirken, sier', ' ha på seg - bryllup - Oktober 2020\n15 enkle', ' sette sitt person lige preg på brudebukett']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge den beste brudekjole i henhold til', ' oppføre seg som en gjest, og vet hva', ' bruke sminke.', ' få bruden til å gråte?\n«B', ' fange oppmerksomheten til en brudgom. Det beste eksempel']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «a splash of colour» i', ' både som et kulturminne og et kulturverksted,', ' likeverdig og inkluderende. Likevel er det et faktum', ' noe helt annet. De er en tradisjon som har fulgt', ' en mot vekt til Valentinerdagen.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne de riktige skoene, så derfor vil de', ' det. Men at dette ikke er noe alle kvinner mest', ' det. - Så det har vært en ganske en k', ' å pynte seg, så er det mye å si', ' å ta vare på seg selv, og flinke til å']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' takle for store forventninger og utål modige slekt', ' opptre under en vielse, hvordan man setter seg og', ' pynte seg uten frisør hjelp?', ' gå opp og ned en liten trapp uten å miste', ' forholde seg i en sådan stund, for å fremstå']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' tro. Det er jeg som får mest oppmerksomhet,', ' pynte seg. De skal gå gjennom «friend', ' være på hytta.\nkatt som koser seg i', ' gå på kino og spise på restaurant og sånt.', ' høre det igjen og igjen. Foto:']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men om de ikke skal kunne få', ' gi og ta imot kjærlighet.\nAlexandra og G', ' si «nei» til deg. Nå var heldigvis', ' takle dette.\nSexolog Siv Gamnes tror man', ' flørte, men bare ønsker å få lettet']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' bare for en natt, men etter en kveld fylt', ' som natt og dag. Jentenes valg skal ikke', ' og så er det noen som tror vi ikke er', ' en slags sjelevenner på jorden. Da de', ' når noen har sex med hverandre på tv for å']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å rose hverandre.\n– Da sier jeg takk, da', ' å kommunisere og ha det gøy sammen. Det er viktig', ' å rydde.\n■ - Men det har også litt', ' å holde kontakten, sier hun.\nAskvik forteller', ' å finne de beste løsningene. Det hender at de']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne», skrev den franske journalisten Ann', ' behandle en kjæreste på en romantisk måte.\nmed at', ' behandle kjæresten. I Norge feirer vi jul på', ' behandle dem riktig. Han mente for eksempel at de ikke', ' ha sex!']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha kontroll, både hjemme på gården og etter hvert', ' gjøre ting som får ham til å føle at ha', ' få bekreftelser på utseendet, både hjemmefra og', ' bruke sin tid på å bygge opp og lage forskjellige']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i trafikken.\nEn annen utfordring er at', ' sette et menneskeliv på spill.\nsom ikke', ' slå folk som er større enn ham selv, sier Sol', ' oppføre seg som en mann. Det er ikke mange', ' utnytte fordeler, sier lagkaptein Matej']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i et par dager mens det blir avholdt vitneav', ' for både menn og kvinner.\n- At et slikt tiltak', ' i ar beid.', ' et opp legg i tiden mellom barnehage/ skolestart', ' en veiviser til kulturminner. Han er']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt sikker på at', ' å lese hvordan folk har det. I tillegg har han', ' å ta vare på de ansatte i kommunen i en', ' å lese, det ser en og hører en i', ' små detaljer. Det han har prestert over tid']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i slike si tuasjoner.\n- Jeg', ' forholde seg for å ikke være en fare i trafikk', ' oppføre seg ved en jernbaneovergang, heter der', ' komme seg gjennom livet. Jeg tror de ville vært enige', ' forholde seg, sier han. Ifølge den fornærmede i saken,']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' holde seg i form? – Ja, han er aktiv', ' se på gamle ting. FOTO:', ' seige et produkt som han vet at kunden vil', ' jobbe med musikkteater og skuespill. Han', ' arbeide. Det kan bli ganske sene kveldet av']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape et godt kollektiv. Jeg synes ikke det er', ' bygge dem? Men vi får vel bare stole på', ' gjøre det. Den nye generasjonen er likegyld', ' bruke en hjertestarter, sier han.', ' få innpass hos punkerne på Blit']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' en av de fire beste i troppen, var', ' en av de mange som skal fylle ut laget,', ' i resten av sin profesjonelle karriere.\n- Vi har en', ' trener på topplan i tysk fotball eller andre steder.', ' en figur som står opp mot det bestående, som']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' å bygge opp de unge og det betyr mye for', ' å ta oss ned igjen når vi flyr for hø', ' ski, sier Tiril Eckhoff', ' å være i forkant, så det blir ofte en', ' det han gjør.\n- Det er stort å ha han']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' behandle fisken. Den er jo nesten på land nå,', ' gjøre det. Det er litt trist. Det var bare', ' ta vare på sin fysiske form, har i det siste', ' oppfore seg. Vi har fått en hel mengde telef', ' ta fatt på oppgaven, mente hun. - Hvordan vil']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være med på tur. (Foto: Privat).\nne vi kommer', ' spille fotball mens de venter ved matgrytene', ' jobbe med barn. Vi vil få en aktiv og sosial', ' skrive og spille fotball. Han har sett meg spille', ' jobbe med bil og de trives begge med å ha']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' få en mann til å adlyde seg. Han', ' få dem til og bli bra. Som kjent kan ikke', ' være far, sier han.\nDa han var 19 år, hadde', ' opptre med og uten ball, og det er tydelig', ' ta det rette bildet av avkommet og legger ekstra']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' hovedfi guren i spillselskapets nye fotball', ' et positivt tiltak. Vi håper at det også skal være', ' en slags avmystifisering og alminneliggjøring av', ' en midlertidig løsning, vil det være en bedre løsning å', ' i stand til å ta seg av barna selv, og']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' å være der når jeg trenger ham, og han setter', ' det å gi folk oppgåver ut frå eigenskap', ' å lage mat, og så liker jeg å lage panne', ' å se de små øyeblikkene. Hun viser at selv', ' sykkel sjølv. – Han starta for tre år sidan']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. I dette tilfelle vet han det, og da', ' forholde seg på sjøen. Gutten mente at det', ' opptre for å komme billigst fra et kjøp,', ' håndtere en situasjon hvor man opplever noe ubehagelig på nett.', ' takle en ung elskovssyk kvinne som prøver']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage mat, mens hun seiv er mer en konsument', ' ta det med ro og ikke stresse for mye', ' være i aktivitet og spille fotball. Men det er', ' spille på pc. Mamma sier vi har internett og', ' komme seg ut.\nkjekken og stue,']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få i stand det rette livsforløp for en', ' oppføre seg, og han forstår mye av situasjonene', ' komme seg dit. For dem vet det, og de', ' bruke den, og hvor den står.', ' oppføre seg under en kamp.\n- Han hadde lyst']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende bevis for at hun snakker sant.', ' for den eldre søsteren når hun kommer hjem fra', ' et forsøk på å rette opp en svært uheldig episode', ' på plass i Brumunddal rundt 10. november', ' en slags forlengelse av farens stemme i offentlige']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger også i flere band. Datteren', ' dette området. Jeg har i flere år nå jobbet hardt', ' det. – Hvordan holder du deg i form? –', ' ski og spiller fotball, sier en av dem. –', ' ski. – Og det er ikke noe feil med']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sinne og sjalusi i nære rel', ' ta vare på dem. De har vært helt fra seg', ' behandle ei jente. Det har han nemlig ikke pe', ' behandle sin mor. Sønnen var en doven', ' oppføre seg. - Det er greit at sønnen min']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på seg skøytene.\n- Det er litt', ' stå i front og vise seg fram. Og han liker', ' spille på torget, men vil ikke slutte i', ' utforske sin egen kropp og onanere.', ' holde på med en annen aktivitet, så hvorfor tvinge']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bygge broer. I denne ukens episode får vi', ' gjøre det og gir en enkel innføring på de fleste', ' te seg for å bli kjendis - han er', ' stå på ski og har skiene i orden,', ' te seg, seiv med en hijab på hodet']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' et symbol på frihet og glede. Men kanskje et', ' «i slekt». – Vi tar utgangspunkt i de', ' en av ti gutter som skal påta seg disse', ' en av de første filmene fra Filmbin som', ' i et hjem som dette, for teller miljøarbeiderne']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter og har fart som sin store styr', ' det tek niske i skytinga.\n- Han har', ' å finne løsninger for å bli mest mulig fornøyd.', ' ski.\nHoppe på ski er fortsatt veldig moro', ' skøyte ski, forteller treneren.\n- Og så']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' te seg for å komme på trykk, hvis det', ' gjøre det hvis han skal leve i en husholdning', ' forholde seg hvis man skal kjøre båt med motor.\nO', ' oppføre seg. Vi har hatt noen til feller', ' behandle en liten skapning som har vært i samme']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli dulla med. FOTO:\nHo er også', ' lage rare lyder. Men det er jo litt kjed', ' erte henne og si at hun er den eneste', ' lage mat og at søsteren er glad i å', ' jobbe litt som skomaker. Det liker de andre']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' kjøre, så det er som å ha en egen', ' oppføre seg mot damer, men han har vært', ' spille på det. Og så må du ha lyst til', ' sette en slik situasjon i sammenheng med samfunnets store', ' ta seg en fest. I kveld har han sin']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en morsom parodi på superhel tfilmene.', ' en gave fra kommunen til folket på Nord-Fogn', ' en som ikke er like flink som han.\nover', ' i 20-årene. Til NTB sa hun først at', ' mer robust, og skal egne seg i barske']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å finne på leikar, og det er alltid under', ' volley ball, men han har ikke spilt så', ' skulen. I denne situasjonen kan broren kjenne seg', ' banen, smiler de begge.\nSondre og S', ' det her. Og vi har jo ein nabo med ver']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg, og det er ikke sånn han har', ' oppføre seg mot damer, var det fordi han', ' håndtere dem.\n- Hvordan skal de gjøre det?\n- Det', ' løse opp i slike situa sjoner.\nI retten', ' ta vare på det mest verdifulle man har. Man må']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' lage mat, og er opptatt av å ha eit godt', ' fiske. Han fisker i en elv eller en innsjø', ' fiske sammen på Sunde ved Sørevågen.', ' lage musikk og å spille. De tre ble tidlig', ' bade, selv om han ikke gjør det så ofte']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' holde seg. Det er jo det det handler om. For', ' håndtere det. Hun sier til seg selv: «Pappa', ' få henne til å danse til han ikke klarer mer', ' lage en båt.\nman lager en båt. Hun', ' handtere dem. På sin nye skole har han en']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' en «dugnad» fra slekten, etter', ' den perfekte løsningen, men forholdet til onkelen blir', ' et minne fra de seks årene på barneskolen i', ' til glede for alle ungene i nabolaget.\nmed', ' til in spirasjon for yngre sangere. Konrad']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' ski, mens lillebroren kjører alpint', ' å hjelpe til når det trengs. Her fra går', ' den praktiske og økonomiske bi ten. Nå kan vi', ' å holde på hemmeligheter.', ' å lære vekk kunnskap. Det er også kjekt å']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
