raw,identity,number,category,type,filled_words,honest_categories,cds,om,rci,asf,or,ddf,dmc,an,pr,pa,re,ddp,svp,is,asm,ps,qas,count
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' oppføre seg.\nmorsomste? Eller kanskje', ' ta vare på seg selv og barnet sitt, fordi', ' holde kjeft om sitt yrke, og de vet', ' kle seg for en date. Det er ikke viktig', ' ha det gøy. Og de har tatt imot det']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et alternativ til mor og mor-barn vennlig sykehus', ' en form for omsorgsfunksjon. Det er ikke', ' en viktig faktor i utvikling av barnas språk og k', ' et tillegg til de generelle regler for bruk av slike', ' en hjelp for mødrene. De skal gi dem råd']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle hva og hvordan en selv gjør for å', ' å stille opp når noen er syke. Og at', ' å lage måltider. Selv om de ikke får lønn', ' å lese barnas tegninger. Dessuten er de flinke til', ' å lage god mat som samtidig går raskt og er']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å få en varm bil.\n- Det', ' ha det morsomt og moro med kjæresten. Den', ' beskytte seg og være beskyttet. Derfor har de fått', ' være sammen med et menneske man setter pris på og', ' handle til man en dag kommer til å dø.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' gå ut i gatene i hjembyen, som', ' være kreative.', ' ha det ryddig rundt seg og skape en hyggelig', ' jobbe med dyr og vi har gode kunderelasjoner', ' synge på nynorsk. Men både han og sønnen har']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på en syk far. De vet at', ' ta vare på hverandre. Vi har også hatt en del', ' få til så mye med små midler. Når det', ' opptre mot sine kjære! Det er bare en del', ' forføre en ung mann.\ntilbake i tiden,']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' svært vellykkede, men også til en viss grad u', ' en slags «gjestenes underholdning» og skal', ' en plattform for å støtte unge gründere. – Vi', ' i den tredje og siste fasen. Det skal være', ' en inspirasjon for unge som vil skape en bedre fremtid']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. I tillegg synes jeg det er kjekt å', ' å rydde opp. Som alle ansatte hos Bring Express', ' det meste, smiler Nessjø. De to', ' å lage mat, og når vi får høre om ting', ' matlaging, og de liker at matlaging er en']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på et godt forhold mellom mann og kone', ' håndtere det å se sine foreldre i krise.\nHuset', ' bli gravid. Ikke bare fordi de har mye erfaring', ' ta vare på et dødt avkom, og', ' håndtere livet etter skilsmissen. Det vil nok være']","{'cds': 1, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' gå på skolen, er det ikke for å få så', ' spille fotball, særlig med en liten gutt i barnehag', ' spille sjakk, og ikke så mye mot hverandre. De', ' kalle meg «prinsessa»! Det hender at', ' spille basketball, og det blir en bra trening']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' lytte til hjertet. Denne boken ble jeg så over', ' håndtere en dårlig dag og hvordan man kan unngå slike', ' ta vare på seg selv, spesielt når man har et', ' behandle en mann i en mannlig stilling? De', ' bli en god ektemann? Vi elsker dem og']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' mentalt og fysisk utmattende og det har', ' en videreføring av det tidligere Søsterhjemmet i', ' et uttrykk for alt du elsker med dette livet og', ' i en alder av 13 eller 14 år gammel, hvis', ' et positivt bidrag til en mer aktiv og miljøbevisst']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det beste med denne uken er at', ' å hjelpe med alt mulig :) Det er en egen', ' å lage mat og de som lager det meste fra', ' oppussing av gamle hus, og vi setter de alle', ' å få et til å le. De er flinke']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' spise på grunn av sin høyde og at de kunne', ' stå. og det er at man ikke skulle holde', ' oppføre seg, med mindre de er av den typ', ' se på en slik fyr. Og til alle dere', ' ta vare på huden på en riktig måte. Jeg har']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' spise, er det lett å forstå. På restaurant', ' bruke mer enn én krone av hver hundrelapp', ' kalle det, og som ikke var blitt presentert i det', ' vise fram og for å gi de ansatte den service', ' bli kalt ut i krigen, og de vet det']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre en gruppe av folk og får folk til å', ' få frem barnas stemme.\npå forhånd om de var', ' hand tere sine nye medarbei dere.', ' gjøre for å få tak i de mest sjeldne fisk', ' stelle en saftig høne på en måte']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med i de ulike fag og tema. I tillegg', ' bindeledd mellom de tre departementene og', ' rådgivende representanter for styret og være de reelle beslutninger', ' en oppføl ging av regjeringens avtale med Arbeider', ' en håndbok i et av Norges mektigste']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å formidle kunnskapen på en god måte og de formidler', ' å ta seg av sine kunder og da må kunden', ' å finne gode ordninger for alle de frivillige. -', ' å se det sportslige i det klubben har å', ' alle områ dene! Vi prøver å være like']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' gjøre det på beste måte. Det er mange ting å', ' opptre på TV. Det kan være noe slitsomt', ' gjøre slik at de ikke gjør som de selv vil,', ' klare å gjøre jobben sin i lokalstyret - uansett', ' håndtere et ungt menneske. - De fleste går']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnad.\ndenne innsatsen vil samfunnet', ' skrive bøker, og det kan vi se blant annet på', ' danse?', ' tro at det bare er å hoppe uti. I', ' høre fra deg. - Når man er ung og u']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' ha det hyggelig.', ' takle vanskelige og farlige ting. Vi kan slå fast at', ' takle en ny situasjon, og hva som er viktig', ' skrive nynorsk, sier hun, og tilføyer at det', ' bruke dem, som en viktig del av å styrke deres']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' mer enn bare et supplement til de mer kjente og', ' en utfordring og en styrke for samfunnet. Det er viktig', ' på deres premisser. Det kan høres ut som', ' på banen i den grad det er teknisk mulig. Jeg', ' litt eldre enn sine eldre medborgere. - De']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å finne på nye arrangementer, og de er gode', ' å ta vare på hverandre. De voksne takler det', ' det. Er så heldig å ha noen unger som er', ' å finne fram til det som finnes i kles', ' å holde på med idrett og musikk i lag. men']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har det blitt brukt til å', ' ha en samtale med sine foreldre om den typen ting', ' behandle en hund på en grei måte. Det hender også', ' ta imot mennesker som ikke er som folk flest.', ' oppføre seg. Når det skjer noe kriminelt, har']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' bli sminket til daglig av menn. I tillegg tar', ' kle seg ut og gå på «ball», viser', ' gi hverandre hånd slag i den tiden vi er inne', ' være ute sammen med ungene sine, sier Killingberg.', ' gå ut slik det pleier å være, sier han.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta imot nybak te foreldre og barn.\nde', ' bli gravid, er å finne seg en flott,', ' leke og oppføre seg i en storslått ball', ' få sin mann til å le. Det har de', ' handle ved første øyekast, og også hvordan å']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av familien. og da synes jeg den andre', '.\nmenn og kvinner.', '.\nsom blir gjort oppmerksom på feilen. I så', ' den eneste kontakten de har med sine kjære. -', ' like, må det jo gå ut over likestillinga,']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' dette, og når jeg har vært borte har de fått', ' å lage mat, sier hun.\nMor til tre Hun', ' å strikke klær. De bruker heller penger på å', ' å finne løsninger sammen om det ikke går. Også har', ' å få det til, slik at de kan ta med']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen kvinne. «Det', ' takle en mann med makt. Det er derfor svært', ' gå på skole med barna sine, om man faktisk trenger', ' takle en skilsmisse på en riktig måte.', ' lage kålsuppe for barna sine, har vi']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god samtale med sin ektefelle. -', ' bli dominert av gutta.\nskal vise seg fram,', ' ta litt på hverandre. Den ene av de to, Ann', ' arbeide sammen og støtte hverandre, og da sier det seg', ' gå ture i byen og besøke sine venner og']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' handle. Det å bli møtt med interesse og varme', ' bruke de små grå - i tillegg til at de', ' kle seg. Ihvertfall synes ikke jeg at hun', ' handtere. Han mener å kunne dokumentere at de', ' få til en riktig god stemning, og at det']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en vennetjeneste. Når det går galt,', ' litt annerledes. De er ikke like, men like', ' en arena for inspirasjon og det å bygge nettverk med', ' ganske like, og som sagt handler det nok om', ' en inspirasjon for alle som elsker håndball. Det er']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på hverandre.\nnene, både på', ' å snakke om slike saker, og veldig flinke til', ' å lage mat, sier hun og ler.\nSelve arrangementet', ' å se hverandre. Både i jobben og i sine egne', ' sminke. Hun er utrolig fotogen! Jeg']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' få en mann til å holde ut lengst mulig. Men', ' gå i selskap. Det vet alle som kommer til', ' få seg tak under dekken!\nEn dame jeg', ' kle seg i dette fine været. Selv er han', ' opptre. Det virker ofte som om kvinnene har en']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' feste her.. og å ha mye oppmerksomhet. Derfor', ' pynte seg, sier Marit. - Er det en', ' spise bruden. Og bruden liker best å spise', ' ha pene krøller og noen vil ha håret', ' sette brudepikekjoler med tilbehør i hendene']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' være lykkelig i et ekteskap.» I dag er det', ' oppføre seg når man skal møte bryllupsgjest', ' bruke sminke. De skal utstråle selvtillit', ' lage et festmåltid og de fleste gjør mye', ' bruke hendene sine riktig og ikke ødelegge dem.\nKort']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «en av de vakre ting, ikke mer enn en', ' både festkled te og stilfulle – og mange', ' like ulike som brudeparene selv. Mange forbinder', ' unike og personlige. Men en enkel kjole er ikke', ' en bryllupsforkjemper og ikke en seremon']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne smashing brudekjoler jeg har', ' det. Men at dette skal være den optimale maten for', ' det. Vi er på fornavn, men en del', ' å pynte seg, så er det mye å si', ' å ta vare på klærne, sier butikksjefen.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' forvalte sine hender, at dette for en', ' ha sex? Da burde du lese dette! Les', ' pynte seg uten å ødelegge kjolen og uten', ' gå opp i høye hæler!', ' forholde seg til dem. Man burde forby dem å']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' bli dominert. Kjærligheten var sterkere enn', ' kysse hverandre, og så må du huske på', ' være på sjekkern,\nJeg og kjæresten har et', ' gå på kino og spise middag sammen på kvelden. Er', ' høre hvordan du har det, hvordan det er å leve']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' oppføre seg når man er på sjekkern. 9.', ' behandle sine beste venninner, og denne dagen skal', ' behandle dem, men det er de som selv velger å', ' oppføre seg. Det er nemlig forskjell på en fars', ' flørte,"" sa han til en av lærerne']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare venner, men i en hektisk', ' gode forbilder for den kommende generasjon. Men ikke', ' et symbol på noe evig som skal vare for ev', ' en slags guide og «lærergave». –', ' uerstattelige og å ta seg av']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' seg selv. Jeg skal ta dem med meg og spørre', ' å kommunisere og kan gjerne sette ord på ønsker og', ' sjekking, så det å møte de har aldri vært', ' å gå videre i livet, sier han.\n– I det', ' å finne de riktige brikkene for å løse']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
