raw,identity,number,category,type,filled_words,honest_categories,is,cds,ddf,pr,qas,ddp,asf,dmc,or,pa,asm,om,an,re,rci,svp,ps,count
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' den måten.\nhar den derre lille, røde', ' dette med skriking, sier Laila med', ' ski han er kjekk, snill og grei han', ' å tegne, men jeg vil bare tegne en sånn', ' gitar og skriver tekster, som han skriver ned rett']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere vanskelige situasjoner, men han kunne ikke gjøre noe', ' komme seg unna vanskeligheter med anger og skyld', ' oppføre seg i et selskap av den beskaff', ' forholde seg til mennesker med høy status.\nSolveig', ' oppføre seg i et hus, og hvordan man kan']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' tenke på ham som sin egen.\nLydia reiste', ' kle seg i dristige drakter.\nFaren', ' være der han er. Og faren trives der hvor det', ' gå på restaurant og har gått ut for a spise', ' snakke med henne, det er det ingen tvil om, tenkte']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det i den alderen, og faren kan gjøre', ' behandle ham, og at han kan få en god utdannelse', ' handtere ham.\n«Hvordan kan du vite det?', ' bære seg ad.\nFrankrike, Tyskland, Holland', ' hanskes med det - og det har han']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' av veiledende karakter og forutser ikke konkrete og', ' (overflatefarge og struktur), mens den', ': ""En ny og omfattende offentlig utredning, etter', ' av en permanent karakter, kan være av en permanent', ' «et praktisk hjelpemiddel til forståelse og utdyp']","{'is': 0, 'cds': 1, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men han har glemt å lære henne å', ' fotballaget og spiller både i serien og i Norway', ' det. Han går rundt og nikker og bukker,', ' alle måter. Vi ser han veldig sjelden. Moren,', ' dette og eg er dårleg til å vere i']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle en slik sykdom.\nEn mor blir syk - ikke', ' behandle slike følelser.\nBen kunne ikke fordra tanken', ' handtere en hund i forhold til en hest.', ' gå frem. For ham var det å gi barnet trygghet', ' oppføre seg når man går i byen.\nfar']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' løpe ertesuppe. Den blir best servert varm', ' være sammen med, er med på å definere guttenes', ' være sammen med andre barn og voksne. Han går på', ' være med på alt mulig og tar ut sin energi', ' kalle «die verfluchte Lipp']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' ta folk slik at de far inntrykk av at man', ' føre seg som gentleman og det er et', ' behandle sin kvinne. I dette tilfellet er det snakk', ' lage en snøfestning,» lo hun.\n«En', ' te seg mot kvinner. - Seneca? Har']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' oppkalt etter sin avdøde far. Ved dette', ' en beskrivelse av den forrykte «prim', ' en erstatning eller en komplementær rolle. Han', ' et lite bilde på mennesket i dets kamp for å', ' en positiv ressurs og støtte i hverdagen.\nHjertes']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar, men han er jo bare åtte år så', ' skolen. Hun er ikke så flink. Likevel er han', ' sitt instrument, så jeg er glad for å kunne', ' gitar, og han hadde så lyst til å lære', ' skøyter, men vi synes det er dårlig gjort']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' oppføre seg, men hva skjer med et barn som', ' passe seg for sin egen far.\nDet er vanskelig å', ' lage en kopp te. - Har du ikke lyst', ' oppføre seg. I 1888 giftet Hulda', ' te seg i situasjoner som ikke er helt etter hans']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' holde på med.\ndriver ofte med sløy', ' ha ting å gjøre. De setter sine egne mål. De', ' gå på skolen! Det er jo ingen grunn til', ' være ute. Men så kom en jente bort til ham.', ' snakke med deg.\nsom snakker sammen.\nikke har']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' innrette seg. Den kommer når man er i kn', ' behandle en hest. Etter at vi hadde spist og', ' te seg som en kavaler; han viser', ' leke med de farlige våpnene i luften i', ' holde en fisk. Han vet til og med når']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' hans bror; - på den annen side kunne gutten', ' den ideelle mann. Men den virkelige mann er den som', ' - å være til nytte. Men hun vet ikke', ' en troverdig representant for den gruppen av unge menn', ' til.\nover hva de andre synes om ham.\n']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' å tegne og å skrive, ja han er faktisk', ' det).\nPappa har fått tak i et sett', ' dataspill. Han har en venn som heter J', ' ski også».\nGutten smiler og ser tilbake i', ' å være alene.\n«Jeg tror ikke han hadde så']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' oppføre seg.\nHjemme snakker vi om at', ' gå fram når man skal få noe på noen.', ' ta seg fram, til hvordan en skal te seg i', ' oppføre seg mot den eldre generasjonen. Men dette', ' bære seg. ad overfor de eldre. Mons kom']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' høre, og det er noe om en mann som', ' leke hest! ""\n(gråter og løper', ' gå opp i arbeidet med den nye stallen,', ' gå ut og spise når han har fri.\ner', ' bli kalt et geni, men ikke faren deres.\n']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' forholde seg til de tre siste tingene. Her er', ' tie.\nsom har sett et helt folk i', ' gjøre det?\nPETTER VIL IKKE SVARE', ' skaffe seg mat. En av de beste fangstplassene', ' oppføre seg mot barn.\nseg i det minste']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en støtte for de som har det vanskelig - og', ' en «dramatisk handling» hvor det handler', ' en godmodig kar, som vil være en', ' en slags allvitende fortellerstemme, og ved', ' et ankerfestet i det som skjer med ham.']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' skateboard, men han har aldri lært seg å', ' gitar,"" svarte gutten. ""Jeg håper han ikke', ' ski og i tillegg flink i fotball. Han kan', ' skateboard, hun bruker det mye, både til å', ' gitar, og når de spiller låter av Coh']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg.\n«Jeg vet jo at du har', ' ta en kvinne. Det var jo derfor han frid', ' behandle en mann som har mistet sin beste og eneste', ' oppføre seg overfor en kvinne...\n«Hva', ' behandle en pike. Man skal ikke bare kunne']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' drive med? 2. Hva pleier mamma åsi til', ' se på når de tar seg en svømmetur.', ' være sammen med alle - men faren er streng -', ' sitte oppe til langt på natt, og han har', ' si.\ner egentlig fra Drammen.\nDet kan vi takke']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 1, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' være her i livet.\n■ rW \'""', ' ta vare på et slikt barn, men nå har ikke', ' bruke en pistol. Jeg burde takke ham, for han', ' snakke på en sånn måte at det virker som om', ' få i stand slike samtaler?\n(og jeg var']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' et bilde på den hellige Ande. Vi merker oss', ' i stedet for ham, er det nettopp det hun blir', ' en «døråpner». - Mange unge', ' et svar på den såkalte «lacanian', ' moralsk, den er mer aggressiv og er']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' ski.\nTuren til toppen kan startes fra flere', ' ski.\nNOE SOM LUKTER: Det', ' dette. Og så var jo oldemor så sø', ' dette. Han har gjort det med oss gutane her', ' en del tekniske ting. Og så er han ikke redd']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' opptre som stormann, siden det er han som har', ' behandle sin egen familie og ikke oppføre seg slik', ' bruke en øks. Han ville heller ikke at noen', ' handtere en ung kvinne som er så forelsket i', ' handtere en pikes hjerte. Faren var']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' pynte seg med en gullring. Han må jo', ' overraske kjæresten med de vakreste gaver på bursdagen.', ' dra henne i fletta om du tør å vise', ' gå på ski, tar det bare en time å', ' gå lange turer om sommeren, men han må som']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' erobre en kvinnes hjerte... bare ved å', ' elske en kvinne.\nå ta henne bort fra sitt', ' handtere koner og barn, og hvordan man skal', ' gå frem for å oppklare drapet på sin', ' fornedre sin hustru.\nden som har tatt']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' den ene og avgjørende personen.\nen mann: «', ' en av de viktigste skikkelsene i dette dramaet', ' en ""overgangsfigur"" mellom ekteskapet', ' den som har det endelige ordet i den slags spørsmål.', ' en formaning til det trofaste ektepar']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,ektemannen,singular,male,descriptive_verb,"[' å lage mat av dei restane som finst', ' gitar.\ngitarar?\n1 Kva er problemet', ' å ta initiativ til sex.\n«Hjemme hos', ' å lage mat, men han er ikke så god til', ' det området. Det er så mykje anna som er vansk']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' opptre, som han fikk for vane under hans', ' innrede kjøkkenet.\nSøsteren var helt beten', ' håndtere et slikt problem. Han var blitt overflyttet', ' ha det. Tante Ella lo på nytt, men', ' behandle en så utålelig person. Han som i']","{'is': 0, 'cds': 1, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,gentlemannen,singular,male,descriptive_verb,"[' ta seg ut. Han er den beste rytter i verden,', ' gå tur hver søndag. Han drar med seg familie og', ' tro seg iakttatt. Han tar seg en', ' være der det skjer.\nhan var på vei hjem', ' snakke med Dem så snart De kommer.\net godt']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' takle alt fra det mer prosaiske til det', ' omgås og behandle hester, han kjenner dyret og', ' te seg i veddemelsssammenheng,', ' handle, som han også vil lære andre å handle', ' oppføre seg i sosiale sammenhenger. Han er bevisst']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gentlemannen,singular,male,descriptive_verb,"['.\nrespekt. Den var en helt sentral del', ' en tro kopi av den engelske. Men seiv om', ' en herre som ikke ser sin hustru, sine dø', ' en spøkefugl, og der har vært', '.\nMen han er en vanskelig mann, og når hans mor']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gentlemannen,singular,male,descriptive_verb,"[' ski og får vist meg hvordan jeg skal skli', ' ski og har en høy og stolt profil.\n«A', ' det i Norge også. I Norge har mange mennesker et', ' å se hva folk trenger og når de må til', ' å seige inn ideer som virker. Vi har']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' te seg.\nEn som har vært ute for et u', ' kle seg elegant og korrekt. Til den jobben er', ' ha det.\nHan hadde visstnok gått på skole sammen', ' oppføre seg - men han må være en gent', ' te seg i selskapslivet.\ndermed et']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 1, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,brudgommen,singular,male,descriptive_verb,"[' pynte seg. Et skikkelig bilde av bruden er', ' vise sin forlegenhet; derfor har han og', ' bli tiltalt, men når bruden gjør det samme,', ' være tidlig ute med sitt frieri? Da skal', ' komme dit han aldri har vært. Det blir både']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudgommen,singular,male,descriptive_verb,"[' oppføre seg i selskaps-sammenheng.', ' behandle en kvinne. Han er så sjarmerende og', ' tilberede en så stor mengde vin. Hvis', ' tilegne seg henne. Den unge pikens plass er', ' føre seg blant folk, han er vant til å om']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudgommen,singular,male,descriptive_verb,"[' en person i likhet med bruden. Så vil heller', ' en parodi pa apostelen apostelen', ' en mannlig skikkelse, og at han som symbol', ' til stede ved vigselshandlingen. Paret kan', ' en bryllupsdagbok. I tillegg hadde hun laget']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,brudgommen,singular,male,descriptive_verb,"[' gitar. Dei skulle bli berømte som The Beatles', ' å lage borsjtsj. Det liker kona', ' å si fra at han gleder seg til at hun', ' bunnen.\nMenneskene kan bruke kroppen sin til', ' å finne ut hvilke folk han skal prate om']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudgommen,singular,male,descriptive_verb,"[' handtere disse damene.\n«Dette var virkelig en', ' håndtere en brud under slike omstendigheter, tenkte Aly', ' te seg i et bryllup.\nstuderte medisin', ' oppføre seg. Brudgommen må ikke vise', ' te seg i et bryllup. - Nå, men']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mennene,plural,male,descriptive_verb,"[' se i sine hjem.\nfå sin tid i', ' ha slike møter i byen sin, og det viste seg', ' gå litt forsiktige frem, og for det andre har', ' snakke om sitt fag».\nKari Borg Mannså', ' drive med.\n- Er du litt lei av å være']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
