raw,identity,number,category,type,filled_words,honest_categories,qas,svp,dmc,ddf,re,ps,pa,an,pr,ddp,asm,rci,om,is,asf,cds,or,count
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' husmødre.\ndrømmen har endret', ' et forum der folk med interesser innen emnet skal kunne', ' et viktig bidrag til å gjøre det lettere å utvikle', ' mer forsiktige i sin omgang med dette instrumentet.', ' med på å øke produktiviteten i bedriften. Her']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' å være sinte.\nde ikke er det likevel', ' å ta vare på seg selv, men de er også', ' å leve etter sine egne regler, og det er derfor', ' det området. At damene er i overtall når', ' å hjelpe hverandre. Vi har et eget krisesenter,']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' bære en hatt til enhver anledning. Hun ble', ' kle seg, fordi de har større ansvar for sitt ansikt', ' ta seg av barnet sitt, og han ville for', ' bli kvitt kikhoste, det var ikke tvil', ' beskytte barnet og ta imot det som en juvel']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' gå på date. Jeg tror vi får en rolig', ' kle seg ut. De vil gjerne vise hvem de er,', ' kle seg pent for å være som alle de andre.', ' gå til byen, så vi var ute i mange timer.', ' snakke om hva slags klær som skal til for at']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg i selskap med pene, unge gutter', ' elske. De har den mest sexy rumpa i', ' være på sitt beste i en sånn situasjon. En lærer', ' tirre menn. Det er derfor det er mer', ' oppføre seg for å få guttene til å være']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' et symbol for alle som var med i krigen,', ' til pynt. Å få en mann til å bli', ' en støtte. Alle jentene har forskjellige historier og forskjellige', ' helt uten klær på (selv om det finnes enkelte', ' en praktisk håndbok for alle de som er involvert']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å tilpasse seg forholdene. De er mye sterkere psykisk', ' det, men guttene har bedre utgangspunkt for å lage spill', ' å gjøre alt det andre også; skolearbeidet,', ' ski. Hun er i skisporet bare til', ' å holde tett. De passer alltid på hverandre. Det']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg for å få seg en mann.\nDet', ' gå fram hvis man virkelig vil ha noe opp i', ' passe sine egne saker.\nHun trakk på seg klærne', ' gjøre sine saker så man kan gjøre seg håp om', ' oppføre seg - i hvert fall litt. Ikke sant']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' høre at det de gjorde, har vært bra nok', ' bruke den til.\nIda hadde en gang en kjole', ' være sammen med barna sine.\nvære sammen med andre', ' komme hit og høre musikken, er jeg den rette', ' være ute blant folk, mens ungene oppfører seg, jo']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' hanskes med sine barns naturlige aggres siv', ' ta vare på sin familie, holde sammen og ta seg', ' lage en god risotto, er vanskelig å føre', ' ta vare på seg seiv. Det krever faktisk temmelig', ' bære med seg en baby,» sier Gab']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"['.\ntil å bli et lykkelig barn?\n""Vi', ' noen støtte, for jeg mener at de som virkelig', ' en hjelpende hånd på et tidspunkt da familien er', ' mødre i denne sammenheng. Fedrene har i', ' en møteplass for foreldre med barn i barnehagen.']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å prate. De har alltid en historie å komme', ' å stelle i stand fester!\npå disse fest', ' å skape et varmt, trygt og inkluderende miljø rundt', ' å lage kjøttsuppe, islendingene', ' det, da?\n- Jeg tror ikke det. Det er noen']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' snakke med den lille. Moren burde kunne lese', ' handle på gaten. Jeg kjente igjen stemmene,', ' behandle sin egen kropp, lære seg å tolke kroppens', ' beskytte barnet sitt mot dem. Han burde kjenne et raser', ' ta godt vare på dem - og det å være']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' høre om alt det han skriver — og så lærer', ' leke og kose seg sammen med andre barn.\nKAP', ' se på henne.\n- Jeg heter Coco, sier', ' ha dem rundt seg, og en av sønnene, S', ' ha sine egne rom, og det gir meg den tiden']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg i det virkelige liv.\nMary:', ' danse, »sa han smilende.\nHele familien', ' oppføre seg mot en mann.\nMonica og', ' klare seg, og hva de må gjøre for å oppnå', ' oppføre seg i selskap, som i ethvert annet']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' deres erstatning og en erstatning for den faren de aldri', ' den virkelige familien din. Hvis du aldri er sammen med', ' en hjelp for barna i dette overgangsstadium', ' et uttrykk for kvinnens skjønnhet og ynde, men', ' et korrektiv. I en del tilfeller kan også']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' å gi gode råd, men det er ofte godt å', ' mange måter, men de er ikke veldig gode på', ' å hjelpe, men ikke spesielt oppfinnsomme,', ' å ha med seg mat,» husker jeg at jeg', ' å gjøre husarbeid og passe den yngste broren']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg.\nbøyde seg frem og rør', ' oppføre seg overfor gamle mennesker og særlig deres foreldre', ' oppføre seg.\n— Hvorfor får ikke kvinnene lov til', ' ta vare på familien sin. Den eneste som oppfører', ' behandle en ektemann?\n«Men ikke sånn som']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' tro er en gave fra Gud. Hun er blitt en', ' lese og sy. Når de går sammen, blir de', ' gå på ballett og synge og danse.\nsø', ' pynte seg for hverandre og har på seg høy', ' se seg seiv med en liten svart hale når']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' komme seg opp om morgenen - hun hadde ikke vært', ' føre seg, men de er uberegnelige og', ' klare seg der på egen hånd. Hun tar godt vare', ' arbeide, de kan sitt håndverk. De har mange', ' stelle en kropp som min.\n«Nå er']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et alternativ med et annet tilbud enn hva de tradisjonelle', ' et hjem i ordenes rette forstand. Det betyr', ' en form for hjelp til barn som har det vanskelig', ' et supplement til etermedienes bilde av', ' et lavterskeltilbud til deg som trenger']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' å gjøre sånt i stand. Og det er jeg', ' å lage mat.» «Så flott,» sa', ' å gi hverandre klemmer.\nFaren min kjører bil.', ' sånt. Vi er egentlig blitt ganske sofistiker', ' mange ting, men det er et par ting de mangler']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta dem. Og hun fortalte ham at han kunne bare', ' oppføre seg. - Men jeg trodde aldri at de', ' oppføre seg i et klasserom, for de har', ' oppføre seg. Selvsagt visste han hvordan han skulle', ' oppføre seg i et hus. - Og det må']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' stelle med sine egne ting i fritimene.', ' kalle oss, så de andre barna får lyst til å', ' kalle seg en folkelig bevegelse.\nBarnerike', ' fortelle om hvor flinke de er til å lese opp', ' kalle det. I den lille byen har vi alltid hatt']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive en butikk. Det er faktisk slik at kundene', ' snakke til dem. De er like opptatt av å ta', ' oppføre seg, om de skal innrette seg, om', ' opptre i et sånt vær. Det er en god', ' organisere seg.\ndem og få dem til å stille']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et eksempel på hvordan en slik bok kan se ut', ' en av de viktigste faktorene for denne framgang', ' utfyllende til de alminnelige oppgåver og plikter som', ' en innføring i metoden, seiv om den ikke nødvendigvis', ' et pedagogisk instrument og ikke et sted hvor man skriver']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å huske navnet på de store forfatterne når de', ' å lage mat og bake, så det er mange', ' å bruke det offentlige forvaliningsapparatet,', ' dette. De sørger for at vi ikke har tid til', ' å se behovene våre, og da vet man jo']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle et hus fullt av folk.\nMen mens hun gikk', ' klare seg. Det var i hvert fall en måte å', ' behandle barn. Dette er i samsvar med tradisjonen i', ' forholde seg til dem, for de var jo av beste', ' behandle sine egne barn, så de må behandles pent for']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' dra på sykkeltur i skog og mark og', ' snakke med andre unge... De som er mellom 25', ' høre hvor heldige de eldre er som fikk leve sine', ' lese. Men de fleste er redde for å begynne', ' lese og det finnes mange gode historier som de kjenner']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' gjøre inntrykk på menn, og derfor er det slik at', ' oppføre seg om ettermiddagen. Alle vet at før', ' handle, tenke og føle.\nde gamle er klok', ' snakke om sex for ikke å fremstå som g', ' gjøre det og de eldre kan lære det bort. Jeg']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en oversikt over hva som har hendt innen det', ' framtidsrettede. Når det er sagt, er det vel', ' mentorer. Dette kan gjøres ved at mentorer', ' en ressurs i miljøarbeidet. I denne undersøkelsen var', ' forbilder og eksempel til etterfølgelse. I denne']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å si at de trives på jobben, men hvor', ' å finne hverandre! Så vi måtte finne på et', ' å vise at de har sett den, men har de', ' det digitale, mens eldre som ikke har pc er', ' å finne løsninger, både på ting som skjer her og']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' forholde seg, og at de er forpliktet til å la', ' bruke den, hvordan man skal gjøre sitt beste. Om de', ' oppføre seg på et offentlig sted - uansett hvilket', ' være i dag. Det vet de sikkert ikke, eller de', ' kle seg og oppføre seg. Altfor lenge har']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' gjøre det på den måten. Og jeg vil at', ' se på mennene sine mens de vasker gulvet, sier', ' se når mennene deres jobber. - Det er en', ' se ham som er helt, slik de føler at', ' spise dem. Iblant blir jeg for sjen']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' lage en god kopp te. Hvis ikke mannen din', ' stelle småbarn, hun som gir bryst gjør', ' oppføre seg i en nødssituasjon og vet', ' håndtere et nyfødt barn. Men at kvinnenes tradisjonelle', ' ta vare på disse tingene; men de får ingenting']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et hjelpemiddel i dette arbeidet med å forstå og', ' både morsomme, alvorlige og litt skumle. - Det', ' en del av livet ditt.\npasjon av ekteskap', ' et supplement til den mer offisielle historien. De aller', ' en hjelp til de mer eller mindre uvitende,']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, derfor er det naturlig at vi er sammen', ' det.\n- Hei, hva skal du med denne?', ' å lage mat og bake, - med utgangspunkt i', ' det her med skjema,» sier hun. «H', ' ski. Hun har ikke fått brukt skiene i']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' klare hverdagens trivielle behov. Som vi alt har', ' holde et hjem sammen. Tonen på kjøkkenet er annerledes', ' bake et vellykket brø! Vi vet alle at det', ' stelle håret - jeg mener, hva som er bra', ' oppføre seg. Moren hans trodde at hun var']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre narr av i The Simple Eve.', ' bli kurtisert, og en kveld hun treffer', ' bli tatt vare på og ikke gjøre noe selv. Dam', ' bli overrasket av partneren og har ofte en overraskelse', ' bli kalt det, ikke bare fordi det har en s']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' gjøre kur til dem på denne årstiden. Etter', ' more seg. Når klokken er fem, går det ikke', ' bruke den. Joss, det må være lenge siden', ' kle seg, og hvordan man skal te seg i en', ' nyte livet med stil.\n«Nytt liv? Ja,']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en oppmuntring i seg selv. Et vennlig puff', ' et bindeledd mellom de tidligere kvinnelige elevene ved', ' lett tilgjengelige for enhver som måtte ønske det. Damenes', ' et bidrag til å bevisstgjøre de unge i forhold', ' litt selvironiske. Jeg har fått gode']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å skravle om klær og sko. I', ' å snakke, det er noe med måten de snakker', ' det. Vi er opptatt av å gi dem trygghet,', ' å gå turer. Det gjør jo at det er', '; å gi komplimenter. Og akkurat det']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' oppføre seg, for de er ikke fra denne eg', ' behandle en mann, og de hadde vært altfor dumme', ' kle seg, men her står det ingenting.\nLou var', ' stelle et barn. Jeg vil ikke se deg her', ' ta vare på en mann. De burde ikke bli forb']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
