raw,identity,number,category,type,filled_words,honest_categories,svp,rci,asm,ddp,om,or,asf,an,dmc,cds,qas,pr,pa,is,re,ps,ddf,count
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' høre. I en under søkelse fra 2010 utført', ' få orgasme, og at det ikke er noe', ' danse så er det gjerne for å vise seg fram', ' høre at man savner dem. Selv om «Ca', ' lage, spise og ikke minst gi bort, sier en']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' håndtere et barn født døv. På dette bildet ser', ' stelle pent med. Og det var jo nettopp litt', ' behandle seg selv, og jeg håper at dette kan bidra', ' kle seg – Ett hundre år\nkvinnene vet', '. Den skal bare vaskes, tørkes og ha']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' en midlertidig løsning på grunn av pandemien og kan få', ' et lite skritt for de amerikanske husmødrene,', ' i forhold til deres menn.\n- Det skal være en', ' en motvekt til en mannskultur dominert av', ' sterke. Men den fysiske siden av rollen gjorde også']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' det. De er de beste til å lage mat, og', ' sosiale medier. Vi deler innlegg og bilder fra butikken,', ' det med nettverk og er kanskje bedre på «sm', ' å være til stede i nuet, mens menn er', ' å lage stemning, og ikke minst skape oppmerksomhet rundt']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' oppdra et lite barn og derfor ikke bør kunne', ' unngå å havne i situasjoner hvor en voldtekt kan bli', ' te seg når de sitter i en bil. Det er', ' gjøre det. Nå lærer hun bort sine kun ster til', ' få en vellykket karriere. Men vi må innrømme at']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' bli spurt først, og når du inviterer dem på date', ' synge og danse. Her er det også mulig for', ' høre den om og om igjen.\n- Det blir nok', ' gå på kafe mens vi tar det mer med ro', ' leke, mens du som mann bare tenker på å']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' sette pris på.\ndanskene var det ikke', ' kle seg. Noen liker å kle seg opp litt, med', ' skape et bilde som dette på egen hånd. De har', ' bruke en høvel. Jeg spurte om de barber', ' få det til.\n- De virker som en sammensveis']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' en ressurs for jentene i byen, og en mulighet for', ' en støtte for unge jenter som har det tungt i', '.\nav jentene i filmen i et intervju. Hun', ' i front, og spille på lag med både musikk', ' litt tøffere enn de to første? – Ikke']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å ha mange baller i lufta med tanke', ' å løfte hverandre opp. Vi gjør hverandre gode ute på', ' å holde sammen og backe hverandre og se den', ' å prate om ting. Når de har det vanskelig', ' ski også. De er allsidige, og har vært']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' behandle en liten baby.\ndisse to forste', ' ta vare på dem. - De må vite hvordan de', ' ta dem av og på. Og det som er så', ' beskytte seg.', ' gjøre det riktig og dermed unngå smerter under trening av']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' kle seg ut som hekser til Halloween,', ' tro. Men på de fleste områder er det faktisk', ' strikke, sy eller hekle til de nyfød', ' høre litt om alt som foregår hjemme. Da er det', ' ta seg ut, så vi må være litt ekstra på']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' oppføre seg ved et kongelig hoff –', ' passe på sine egne barn? De har ikke vært', ' holde et godt lag på en kafé. Det blir', ' kle seg for en vintertur i høyfjellet?\n', ' ha det gøy. Og de har det gøy uten']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et samlende og inspirerende punkt for kvinnene som møtes', ' en plass der mødre får et nettverk, en mulighet', ' en viktig brikke i arbeidet med å integrere', ' et samlingspunkt for de gravide uten særlig nettverk,', ' en hjelp for mødrene.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle barna sine at de elsker dem, sier Ann', ' dugnadsånd når det gjelder å gjøre en innsat', ' det, sier hun.\nDet er ofte en sammenheng med at', ' å lage fine bilder når de ammer barna sine', ' å aktivisere ungene, samtidig som de seiv får']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å holde varmen. På den andre', ' ha det morsomt og hygge seg og ikke være så', ' beskytte seg og være mer forsiktige.\n- Ingen vet', ' oppføre seg overfor en liten baby. - Hun', ' handle i en slik situasjon, men vi må få']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' leke med dukker og kle seg ut. Derfor har K', ' være kreative.', ' hjelpe til. Begge har fått oppussingen inn med', ' jobbe med dyr og vi har gode erfaringer med å', ' synge i kor. Men det er bare i start']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' slå av den evige strømmen av spørsmål fra de', ' ta seg ut som fotomodell, en egenskap', ' få til et perfekt julehus. – Vi er veldig', ' opptre mot sine medmennesker.\nDet er bare en del', ' te seg på TV. – Vi har aldri vært']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på utstilling, sier Farid Bouras,', ' en slags oppfølger. - Det første stykket', ' hos henne i helgene, men dette fungerer ikke fordi', ' i den tredje og siste sesongen, selv om serien', ' en inspirasjon for unge mennes ker. Å skape en']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. – Da vi skulle ha dåp var', ' å rydde og hjelpe til. Det kommer godt med på', ' det. Det synes hun bare er hyggelig. – Det', ' å lage mat, og han elsker å høre om rett', ' å lage mat, sier hun.\nEtter flere år på J']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på seg og sine små.', ' håndtere det.\n– Jeg har fortalt mine gutter at de', ' oppføre seg. Ikke bare det; de som ikke', ' ta vare på et menneske, selv om kanskje livet', ' kle seg og te seg. Det er derfor mange mener']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' følge med på det som skjer på den fronten.', ' spille fotball, gå på ski og bade i bassen', ' spille med ulike mennesker. – Det blir ofte nye ans', ' kalle seg.', ' være i ro, og det blir en stund til']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' lage mat fra bunnen av. Der er jeg fersk,', ' håndtere en krise på en elegant måte og samtidig komme', ' ta vare på både kropp og sinn og vet hvor', ' te seg. FOTO:', ' finne en god ektemann? Spør du dem hvor']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"['.\nsom er et annet element ved fortellingen som', ' sammen med ham, kan det bli for mye for ham.', ' et forbilde for alle kvinner, med sitt fokus på', ' i en alder av 13 eller 14 år gammel, hvis', ' et positivt innslag i en by preget av store sosiale']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det ser ut til å bli et', ' å hjelpe medmenneskene rundt seg.\n– De', ' å lese markedet. Vi kan kanskje lære av dem når', ' Instagram med tanke på at de er så unge. Selv', ' det de gjør, forteller hun. – De holder til daglig']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere en slik situasjon. Da kunne de kanskje ha hind', ' stå. De er tross alt avbildet på om', ' oppføre seg, med mindre de er hjemme i sin', ' oppføre seg. Så jeg ble overrasket da han presenterte', ' oppføre seg på fest.\nMoren til Dave']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er jo også slik at enkelte har', ' bruke mer enn én milliard av skattebetalernes', ' kalle det, og som ikke var blitt presentert i inn', ' vise fram litt for mye av seg seiv.\nmed', ' bli kalt «mor». De aller fleste har et']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 1, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre dette landet.', ' få folk til å følge med. De er vant til', ' handtere slike saker. Han mener kommunen ikke skal bli', ' gjøre for å få tak i de unges in', ' stelle pent med et hus. Har de det da?']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og bestemme, og at representan ter som', ' bindeledd mellom lokalkontoret iTrondheim og', ' rådgivende representanter for styret og generalforsamlingen i Stat', ' en slags «døråp nere». Det', ' en politisk styring av et av Norges mektigste']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å framsnakke hverandre. – Alle er opptatt', ' mye og bidrar mye, men på kvinnelag må spillerne', ' å finne gode ordninger for brukerne. Jeg tror ikke', ' å se de små, men viktige detaljene, og det', ' alle typer spill, men da vi begynte med eS']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' gjøre forarbeidet med å etablere et senter av denne', ' opptre i en sal som den norske, der presidenten', ' gjøre det og hva man skal si til folk som', ' opptre i en slik sak. Når hun ser at det', ' komme seg til og fra. - Ja, her ligger den']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnad.\nden måtenfårdes', ' høre den.\nhar ikke vi noen innflytelse på det', ' danse.', ' danse til denne dansen har de lært seg selv.', ' høre evangeliet. - Når man forkynner for']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og sier klart ifra i stedet for', ' takle mobbing og diskriminering, er et viktig verktøy for', ' takle livet som tenåring og voksen.\n– Jeg tenker', ' unngå å bli et offer, men vet at de', ' forsvare seg. Jeg er i tillegg en stor kvinne og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en liten film om ung kjærlighet. Men samtidig blir', ' en del av den store planen for å få bu', ' et korrektiv til det som skjer i det vanlige', ' på linje med den alminnelige lønnsutviklingen. - Jeg', ' et bindeledd mellom studentene og universitetet.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' den digitale biten, men at dette er vanskelig for', ' digitale medier.\n– Vi merker at veldig mange unge bruker', ' det. Selv om det er et stort fokus på å', ' sosiale medier, og er mer tilpasningsdyktige til', ' gjenbruk, sier Hæhre, og viser til']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene som har vært på', ' omgås disse stoffene. De ville da være bedre', ' behandle en bil på en for svarlig og skjønn', ' ta imot en eldre generasjon og ha respekt for dem,', ' oppføre seg.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' bli vartet opp. Ja, det ser i grunnen ut', ' snakke sammen av og til. Han har derfor alltid en', ' vite hvordan de har det - til å vite at', ' høre om disse utfluktene, om de i', ' gå i butikken alene. - Da er de alene, og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 1, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta innersvingen på mennene. Hun forteller', ' bli gravid, er å komme til en lege og', ' forberede og lage deilige paier i ovnen. Noen', ' slåss med sine ektemenn. Disse kvin n', ' handle ved første møte for å tiltrekke seg en']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av det offentlige helsetilbudet. De fleste', '.\nmenn og det er vel ikke meningen med et', ' et godt og velkvalifisert menneske, er', ' den første filmen i en serie av filmer, men', ' like store som det de er. Det har med følelsen']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' dette, og at dei har halde på lenge. Så', ' å lage mat, sier hun.\nMor har fortalt at', ' å strikke.\n- Men i det siste tror jeg de', ' å finne smarte løsninger. Og han tror de fleste har', ' maten, sier han, og legger til at det ikke']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen.\nHVEM', ' bruke de klærne man kjøper så meget bedre. En', ' bruke en barberhøvel. Han kan faktisk ha', ' takle en situasjon på egenhånd.\nkan bli med', ' lage mat når en tar sin manns navn til mellom']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en godlukt på halsen, og det', ' bli dominert av menn.\nskal vise seg fram,', ' ta en tur rundt i byen til fots, for', ' gjøre seg fine i håret, og de som vil', ' bli kost med. Den siste kvelden satt vi og n']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' handle kjoler å bli lagt merke til på Prom', ' bruke de små timene på dagen til å bli', ' kle seg ut. Foran: Kristin Tønnesen', ' ha en bra kveld,» sa Cynthia', ' få til en riktig god fest, noe som det']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' litt frekke, og at det skal være gøy å', ' sexy og sensuelle, de er ikke ment å', ' så veldig sexy for oss mannfolka.\nkan', ' ganske slem. Men de er også svært hyggelig', ' sexy i en helt annen verden. Sexy antrekk']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
