raw,identity,number,category,type,filled_words,honest_categories,an,pa,dmc,rci,asf,cds,svp,ddp,ddf,asm,ps,pr,om,or,re,is,qas,count
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' få mest mulig ut av pengene når budsjettet ikke er', ' være effektive. – Mange tror det er lettere enn', ' handtere et kamera. De er iherdige', ' nyte livet.\nteresse for biler var til stede', ' stelle en kropp som har blitt skambitt.']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et alternativ med et annet tilbud enn hva de tradisjonelle', ' et hjem i ordenes rette forstand. Det betyr', ' en form for hjelp til barn som har det vond', ' et til bud til ungdom, men nå har også', ' et lavterskeltilbud til alle. - Du']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ulike ting, for det er jo en god del som', ' å følge opp, og alle får den hjelpen de', ' å gi hverandre selvtillit på jobb.\nGRETE', ' å finne på litt tull og tøys i', ' mange ting, men det er et par ting de mangler']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta vare på tingene sine. De har til og med', ' oppføre seg. - Men jeg var nødt til å', ' oppføre seg i et klasserom, sier rektor Anne', ' oppføre seg. ', ' handtere en ekte nord mann. -Jeg vil ikke']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' være omgjenge lige og utadvente og', ' kalle oss, så de andre er egentlig også det, sp', ' frem stille enigheten i Oslo rådhus som så', ' komme uti naturen, enten for å bruke den eller', ' kunne si: «Når vi har gjort det, da']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive en butikk. Det er viktig med fagutdanning', ' håndtere den, og med riktig utstyr. Det fikk K', ' be tjene en skrivemaskin. Det vil man kunne', ' opptre i et de battmiljø, og vet', ' håndtere en saksopplysning og vet hva slags saksopplysninger']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der de kan komme på dagtid. Det', ' en vik tig del av det nyetablerte Ar', ' et alternativ til de andre kanalene og skal sende', ' for hele kommunen, ikke bare for Tjøme sentrum.', ' et kor rektiv til den politiske og adminis']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si at dette har ikke kommunene råd til, og', ' å lage blest i forkant av slike møter,', ' å bruke det store forspranget som vi', ' dette. De sørger for at vi ikke har noe fokus', ' å se menneskene bak de vedtakene som blir gjort,']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle et hus som er et av byens mest kjente', ' oppføre seg som folkevalgte.\n– Jeg følte meg', ' behandle en slik sak, etter som vi har fått høre', ' forholde seg til offentligheten. - Jeg har snakket med', ' behandle slike saker, sier Knut Hanstad.\nI fjor']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' jobbe med. – De synes det er litt artig og', ' ha det trivelig og pent. Det er klart', ' høre på. ', ' lese. Men de må skjønne at det må være', ' lese.\n- Dette er det åttende året jeg er']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg og kler seg riktig. Det synes', ' oppføre seg om bord i en båt. Så', ' handle, sier hun.\n«Musical Express»', ' bygge og bo for fremtiden. Det er vi som er', ' sikre seg og at det er gøy å være trygg']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en møte plass for foreldre til bam som ønsker', ' framtidens voksne, og som sådan må det forventes at', ' og en «trygg og god havn i et', ' helt til siste slutt. Men om ikke det går som', ' er et tiltak som har som formål å støtte ungdom']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' akkurat det. Og de tar seg ikke selv så høy', ' å finne hverandre på nett på Facebook, der alle kan', ' å vise at de har det hyggelig på skolen, noe', ' det digitale, mens eldre som ikke har vokst opp', ' å utnytte Facebook både positivt og negativt. Vi hører']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' forholde seg, og at de er i stand til å', ' bruke den, legger han til. Kameraten Sindre', ' kle seg for å se best mulig ut på jule', ' opptre i skog og mark, hvordan man skal fer', ' kle seg og oppføre seg. – Har du ikke']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' tilbringe fritiden her i stedet. Og selv vil jeg', ' se på mennene sine mens de vasker gulvet, sier', ' se når mennene deres jobber. - Det er morsomt', ' se ham som er helt, sier Hickson', ' lage ting sammen.\nstrikking for hånd.\n-']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' lage en vakker bryllupssalat. Alle foto:', ' stelle i en hytte, de steller ute', ' forvalte verdiene i et selskap. Sitt', ' håndtere et lass med fisk. Man har to', ' ta vare på man nens helse, og får det']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et fristed, og en trygg havn for unge forelsk', ' der for ham, for det lille de eide, ikke', ' en del av livet: En daglig påminnelse', ' to av hovedingrediensene i den kommende', ' en hjelp til de hjem hvor det er sykdom. Det']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, de er flinke til å lage mat og', ' det.\n- Det er en helt unik kombina', ' å for svare seg. De er veldig sterke, og', ' det jeg ikke er, ler hun. ', ' å gi tips. De er vant til å reise']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' stelle hjemmet. Dessuten skulle en lære seg til', ' holde et hjem og en stor skare av barn', ' bake et vellykket julebrød.\n— Den største oppgaven til', ' stelle i huset. De er ikke som oss. Når', ' oppføre seg. Moren er i alle fall helt']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre på fritida; ta på seg bunad', ' ha det hyggelig, så i november inviterer hun til', ' bli tatt bilde av og ikke minst lese i Se', ' være i aktivitet. For det må de være. De står', ' bli kalt «søs tra» når de besøker']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' forlyste sine kjære på denne dag - og det', ' kle seg om vinteren. Det er også en annen', ' bruke den. ', ' kle seg, og hvordan man skal te seg i en', ' nyte livet med stil. 20.30 Luksus']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en ut stillingsarena for lokale kunst n', ' et sup plement til de andre utstilling ene som', ' lett, morsom underholdning, med både skjemt', ' et til bud til alle. ', ' litt nedpå og gi det et lite hverdagslig']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å skryte hverandre opp, forteller hun. Erika mener', ' å dele ut klemmar, seier Tiril', ' det. Vi er opptatt av å gi dem trygghet,', ' å stille opp som publikum. Dette er noe de prioriter', ' å ta vare på kvarandre.\nganske stor']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' behandle en mann.\nå gå tur sammen med sin', ' behandle en bok. Forlaget an setter ikke slike', ' kle og sminke. - Da jeg var på', ' stelle og passe en hage. Etter hvert oppdaget', ' ta vare på en mann. De gir ham mat og']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli pyntet på den tid av aret, og', ' høre. ', ' ha med når de flytter inn i brudesu', ' pynte seg i brudestasen når den store,', ' pynte seg som det seg hør Og bør i']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' kysse og klemme og er svært godt', ' te seg og kler seg opp. Det beste i', ' feste en prinsesse.\n- Her er det en prins', ' få mannen til å roe ned med sitt syn', ' bruke den og hvordan man skal opp dra dem. Men']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' en støtte for ektefel ler som kommer i konflikt', ' det første skrittet tilbake til livet for dem som', ' med på å gjøre dette bryllupet til en stor', ' utstil- ter og påkostet at man', ' på cirka 25 millioner kroner over en periode på tre']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' akkurat det, fortsetter hun. Det er tydelig at brude', ' å hjelpe, og de ønsker å bidra til at', ' å be grunne hvorfor de velger å gifte seg med', ' det, sier Else.\n- Forhåpentligvis vil bru', ' å ta tak i sin egen situasjon.\n- Ingen hadde']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Dette gjelder ikke minst på selve dagen.', ' oppføre seg i et selskap og at brud og', ' opptre under bryl lupet. Hun burde være', ' stelle brudebuketten og hvordan få den', ' behandle sine medmen nesker og bli en god']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være hjemme i leiligheten. Da blir vi alltid sittende', ' ha muligheten til å møtes uten at foreldre eller venner', ' henge med hver andre, og kan godt bli med på', ' se på TV. 23.35 The Amazing R', ' reise langt i helgene, eller rett og slett at']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' takle den fryktelige sannhe ten. De oppdager', ' håndtere en motorsag? Det får et ungt', ' flørte og ha sex. Så det er litt', ' ha sex. ', ' gå fram for å opp nå en slik lykke?']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' et romantisk møte med en av verdens mest attraktive ung', ' likestilte parter til tross for at de i utgangspunktet', ' en form for terapi, siden de deler samme «', ' moti vasjonen til at de skal stå imot', ' en romantisk komedie, og det lykkes den i']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' hvert sitt felt, men det kan også bli skikkelig', ' akkurat dette, når det kommer til å snakke om føl', ' hvert sitt område, sier Oliver, og forteller at', ' å flørte, men den ene er veldig god', ' å holde på hemmelighetene sine, noe som gjør at']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle partneren: – Kvinner bør tenke over om hun', ' snakke sammen, sier han. - Jeg vil ikke at noen', ' bruke, for de er like dårlige til å bruke', ' behandle et barn. ', ' oppføre seg i fylla. Men i stedet for']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke pent om andre, men er ufin mot sine', ' holde seg unna for å slappe av. Han sier ikke', ' holde meg våken med en god bok på senge', ' lage mat, som kan bake og servere når hun kommer', ' kalle «en meget engasjert aktør» og «en']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en fisk.\n- Men denne her var stres', ' bruke hammer og sag. Han tar også jobben', ' utnytte den.\nbåde hun og leseren et', ' lage jule ribbe, så blir svaret «Ju', ' takle den. Det er også dette som gjør boka litt']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de norske styrkene i Afghanis', ' en slags nyutgave av den gamle «Med', ' et bidrag til utvikling av norsk litteratur i utlandet. Da', ' et slags bindeledd mellom den øverste ledelsen og', ' det eneste av sitt slag i Norge.\n- Vi kommer']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 1, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' slike ting. Der har han nok en fordel i forhold', ' de områdene som er viktige for oss, så får andre', ' å setje ting inn i system og tenkje', ' denne typen saker. Dette er eit bra grep for å', ' å skape kontakt med folk. Jeg er opptatt av felles']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre som dommer.\nen dommer må opptre etter de', ' håndtere en slik situasjon.\ngynte å slå', ' utøve lederskap, og at det er han seiv', ' stelle med en eiendom. Man har sett hvordan', ' behandle en kvinnes ankler?\nå kjenne']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' si det selv. Det eneste han har igjen i livet', ' bruke på fritiden.\n-Vi er mye på hytta', ' ha kontroll. – Det er viktig at det er', ' fortelle at vi driver med mye god sport i L', ' lage dem så store som mulig.\n– Jeg har aldri']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' be handle en sykkel. Den er jo bygd med', ' vinne, men ikke hvordan man spiller på det rette', ' takle vanskelige utfordringer på veien.\n– Hun har alltid visst', ' behandle ei gammel kjerring. En gang var hun så', ' opptre ovenfor et publikum, forteller Ketil. -']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' like mye den fremste blant likemenn.\npåstanden', ' en av dem, men det er langt mellom ord og', ' den som sørger for å ta ut den vinnerg', ' der.\n- Jeg synes ikke det er veldig overveld', ' «et godt menneske». Som i alle eventyr blir']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"['.\nhan har vist på treninga dei siste dag', ' dette med relasjoner og miljøarbeid, forteller den ene av', ' å få det beste ut av oss alle, sier han', '.\nSørensen har sett på hvordan de to tren', ' å lage, seier han. ']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere vanskelige situasjo ner, sa forsvarsminister', ' komme seg dit, det hadde ikke vært noe problem', ' oppføre seg i et selskap av den beskaff', ' forholde seg på sjøen. Og så var det noe', ' forvalte den tillit velgerfolket har gitt']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
