prompt,generated_text,predicted_token,accepted_predictions,correct_prediction,language
"Idiom:
Ridder av den bedrøvelige","Idiom:
Ridder av den bedrøvelige skikkelse",skikkelse,['skikkelse'],True,nob
"Idiom:
Risikere liv og","Idiom:
Risikere liv og lemmer for å oppnå",lemmer,['lemmer'],True,nob
"Idiom:
Riste støvet av sine","Idiom:
Riste støvet av sine føtter",føtter,['føtter'],True,nob
"Idiom:
Rive noe i stumper og","Idiom:
Rive noe i stumper og stykker.",stykker,['stykker'],True,nob
"Idiom:
Rystes i sine","Idiom:
Rystes i sine grundvolde",grundvolde,['grunnvoller'],False,nob
"Idiom:
Sakte men","Idiom:
Sakte men sikkert",sikkert,['sikkert'],True,nob
"Idiom:
Se noen dypt i","Idiom:
Se noen dypt i øynene og si at du",øynene,['øynene'],True,nob
"Idiom:
Se splinten i sin brors øye, men ikke bjelken i sitt","Idiom:
Se splinten i sin brors øye, men ikke bjelken i sitt eget",eget,['eget'],True,nob
"Idiom:
Ser ikke skogen for bare","Idiom:
Ser ikke skogen for bare trær.",trær,['trær'],True,nob
"Idiom:
Sette glødende kull på noens","Idiom:
Sette glødende kull på noens hode",hode,['hode'],True,nob
"Idiom:
Sette kroken på","Idiom:
Sette kroken på døra",døra,['døra'],True,nob
"Idiom:
Sette kronen på","Idiom:
Sette kronen på verket",verket,['verket'],True,nob
"Idiom:
Sette kryss i","Idiom:
Sette kryss i taket",taket,['margen'],False,nob
"Idiom:
Sette sitt lys under en","Idiom:
Sette sitt lys under en skjeppe
Idiom","skjeppe
Idiom",['skjeppe'],False,nob
"Idiom:
Sette spaden i","Idiom:
Sette spaden i jorda
Idiom:
S","jorda
Idiom:
S",['jorda'],False,nob
"Idiom:
Skille fårene fra","Idiom:
Skille fårene fra bukkene ved å bruke",bukkene,['bukkene'],True,nob
"Idiom:
Skille klinten fra","Idiom:
Skille klinten fra hveten",hveten,['hveten'],True,nob
"Idiom:
Skyte seg en kule for","Idiom:
Skyte seg en kule for pannen",pannen,['pannen'],True,nob
"Idiom:
Skyte spurv med","Idiom:
Skyte spurv med kanon",kanon,['kanoner'],False,nob
"Idiom:
Slikke seg om","Idiom:
Slikke seg om munnen",munnen,['munnen'],True,nob
"Idiom:
Slippe katta ut av","Idiom:
Slippe katta ut av sekken",sekken,['sekken'],True,nob
"Idiom:
Slu som en","Idiom:
Slu som en rev.",rev,['rev'],True,nob
"Idiom:
Slå barnet ut med","Idiom:
Slå barnet ut med badevannet",badevannet,['badevannet'],True,nob
"Idiom:
Slå seg gul og","Idiom:
Slå seg gul og blå",blå,['blå'],True,nob
"Idiom:
Slå to fluer i én","Idiom:
Slå to fluer i én smekk",smekk,['smekk'],True,nob
"Idiom:
Slå ut med","Idiom:
Slå ut med håret",håret,['armene'],False,nob
"Idiom:
Smake sin egen","Idiom:
Smake sin egen medisin
Idiom:
","medisin
Idiom",['medisin'],False,nob
"Idiom:
Smi mens jernet er","Idiom:
Smi mens jernet er varmt",varmt,['varmt'],True,nob
"Idiom:
Smykke seg med lånte","Idiom:
Smykke seg med lånte fjær",fjær,['fjær'],True,nob
"Idiom:
Snakke for sin egen syke","Idiom:
Snakke for sin egen syke mor",mor,['mor'],True,nob
"Idiom:
Snakke om alt mellom himmel og","Idiom:
Snakke om alt mellom himmel og jord.",jord,['jord'],True,nob
"Idiom:
Snuble i egne","Idiom:
Snuble i egne bein",bein,['bein'],True,nob
"Idiom:
Snøen som falt i","Idiom:
Snøen som falt i fjor er borte for leng",fjor,['fjor'],True,nob
"Idiom:
Som et piska","Idiom:
Som et piska skinn, som en katt",skinn,['skinn'],True,nob
"Idiom:
Som ild i tørt","Idiom:
Som ild i tørt gress, som en snø",gress,['gress'],True,nob
"Idiom:
Som lyn fra klar","Idiom:
Som lyn fra klar himmel, som en bom",himmel,['himmel'],True,nob
"Idiom:
Som man reder, så ligger","Idiom:
Som man reder, så ligger man.",man,['man'],True,nob
"Idiom:
Som plommen i","Idiom:
Som plommen i egget",egget,['egget'],True,nob
"Idiom:
Som sagt, så","Idiom:
Som sagt, så gjort.",gjort,['gjort'],True,nob
"Idiom:
Sove som en","Idiom:
Sove som en stein",stein,['stein'],True,nob
"Idiom:
Spille med skjulte","Idiom:
Spille med skjulte kort: Spille med skjulte",kort,['kort'],True,nob
"Idiom:
Spille med åpne","Idiom:
Spille med åpne kort - spille med åpne",kort,['kort'],True,nob
"Idiom:
Spre seg som ild i tørt","Idiom:
Spre seg som ild i tørt gress.",gress,['gress'],True,nob
"Idiom:
Spy edder og","Idiom:
Spy edder og galle.",galle,['galle'],True,nob
"Idiom:
Stable seg på","Idiom:
Stable seg på beina igjen",beina,['beina'],True,nob
"Idiom:
Starte med blanke","Idiom:
Starte med blanke ark og fargestifter",ark,['ark'],True,nob
"Idiom:
Starte på ny","Idiom:
Starte på ny frisk.",frisk,['frisk'],True,nob
"Idiom:
Stikke hodet i","Idiom:
Stikke hodet i sanden",sanden,['sanden'],True,nob
"Idiom:
Stikke hodet inn i løvens","Idiom:
Stikke hodet inn i løvens gap",gap,['gap'],True,nob
"Idiom:
Stikke kjepper i","Idiom:
Stikke kjepper i hjulene for noen",hjulene,['hjulene'],True,nob
"Idiom:
Stille med blanke","Idiom:
Stille med blanke ark og fargestifter",ark,['ark'],True,nob
"Idiom:
Stiv som en","Idiom:
Stiv som en stokk er et norsk",stokk,['pinne'],False,nob
"Idiom:
Stoppe mens leken er","Idiom:
Stoppe mens leken er god",god,['god'],True,nob
"Idiom:
Stritte imot med hender og","Idiom:
Stritte imot med hender og føtter",føtter,['føtter'],True,nob
"Idiom:
Stryke noen med","Idiom:
Stryke noen med hårene",hårene,['hårene'],True,nob
"Idiom:
Stryke noen mot","Idiom:
Stryke noen mot hårene",hårene,['hårene'],True,nob
"Idiom:
Strø salt i","Idiom:
Strø salt i såret",såret,['såret'],True,nob
"Idiom:
Stå med det ene beinet i","Idiom:
Stå med det ene beinet i kryss foran det andre og",kryss,['graven'],False,nob
"Idiom:
Stå med livet i","Idiom:
Stå med livet i hendene og se på at",hendene,['hendene'],True,nob
"Idiom:
Stå med skjegget i","Idiom:
Stå med skjegget i postkassa",postkassa,['postkassa'],True,nob
"Idiom:
Stå og samle","Idiom:
Stå og samle krefter til å gå videre",krefter,['støv'],False,nob
"Idiom:
Svare med samme","Idiom:
Svare med samme mynt",mynt,['mynt'],True,nob
"Idiom:
Sveve mellom himmel og","Idiom:
Sveve mellom himmel og jord",jord,['jord'],True,nob
"Idiom:
Sy puter under","Idiom:
Sy puter under armene på noen",armene,['armene'],True,nob
"Idiom:
Så vind og høste","Idiom:
Så vind og høste storm",storm,['storm'],True,nob
"Idiom:
Ta det onde ved","Idiom:
Ta det onde ved roten
Idiom","roten
Idiom",['roten'],False,nob
"Idiom:
Ta noe med en klype","Idiom:
Ta noe med en klype salt.",salt,['salt'],True,nob
"Idiom:
Ta seg vann over","Idiom:
Ta seg vann over hodet betyr å gjøre noe",hodet,['hodet'],True,nob
"Idiom:
Ta sin hatt og","Idiom:
Ta sin hatt og gå",gå,['gå'],True,nob
"Idiom:
Ta skjeen i den andre","Idiom:
Ta skjeen i den andre hånden og gjør noe med",hånden,['hånden'],True,nob
"Idiom:
Ta skjeen i en annen","Idiom:
Ta skjeen i en annen hånd",hånd,['hånd'],True,nob
"Idiom:
Ta til takke","Idiom:
Ta til takke med noe som er mindre",med,['med'],True,nob
"Idiom:
Ta tyren ved","Idiom:
Ta tyren ved hornene - ta tak",hornene,['hornene'],True,nob
"Idiom:
Takke noen av hele sitt","Idiom:
Takke noen av hele sitt hjerte
Idiom:
","hjerte
Idiom",['hjerte'],False,nob
"Idiom:
Tale Roma midt","Idiom:
Tale Roma midt imot.",imot,['imot'],True,nob
"Idiom:
Tale med to","Idiom:
Tale med to tunger: Å snakke",tunger,['tunger'],True,nob
"Idiom:
Tapt bak en","Idiom:
Tapt bak en vogn?",vogn,['vogn'],True,nob
"Idiom:
Tatt på fersk","Idiom:
Tatt på fersk gjerning
Idiom","gjerning
Idiom",['gjerning'],False,nob
"Idiom:
Tennene løper i","Idiom:
Tennene løper i vann
Idiom:
","vann
Idiom",['vann'],False,nob
"Idiom:
Til syvende og","Idiom:
Til syvende og sist, til slutt",sist,['sist'],True,nob
"Idiom:
To alen av samme","Idiom:
To alen av samme stykke, eller å gjøre",stykke,['stykke'],True,nob
"Idiom:
Tomme tønner ramler","Idiom:
Tomme tønner ramler mest, sa kjerring",mest,['mest'],True,nob
"Idiom:
Treffe spikeren på","Idiom:
Treffe spikeren på hodet",hodet,['hodet'],True,nob
"Idiom:
Trekke en kanin opp av","Idiom:
Trekke en kanin opp av hatten",hatten,['hatten'],True,nob
"Idiom:
Trengt opp i et","Idiom:
Trengt opp i et hjørne?",hjørne,['hjørne'],True,nob
"Idiom:
Tro kan flytte","Idiom:
Tro kan flytte fjell.",fjell,['fjell'],True,nob
"Idiom:
Under lås og","Idiom:
Under lås og slå, under arrest eller",slå,['slå'],True,nob
"Idiom:
Veie sine ord på","Idiom:
Veie sine ord på gullvekt
Idiom","gullvekt
Idiom",['gullvekt'],False,nob
"Idiom:
Veien til helvete er brolagt med gode","Idiom:
Veien til helvete er brolagt med gode intensjoner",intensjoner,['intensjoner'],True,nob
"Idiom:
Velge mellom pest og","Idiom:
Velge mellom pest og kolera",kolera,['kolera'],True,nob
"Idiom:
Vende det annet kinn","Idiom:
Vende det annet kinn til
Idiomatisk","til
Idiomatisk",['til'],False,nob
"Idiom:
Vende det døve øret","Idiom:
Vende det døve øret til
Idiom:
","til
Idiom",['til'],False,nob
"Idiom:
Vende kappen etter","Idiom:
Vende kappen etter vinden
Idiom:
","vinden
Idiom",['vinden'],False,nob
"Idiom:
Verden står ikke til","Idiom:
Verden står ikke til påske.",påske,['påske'],True,nob
"Idiom:
Vippe noen av","Idiom:
Vippe noen av pinnen
Idiom","pinnen
Idiom",['pinnen'],False,nob
"Idiom:
Vise sitt sanne","Idiom:
Vise sitt sanne jeg",jeg,['jeg'],True,nob
"Idiom:
Vite hverken ut eller","Idiom:
Vite hverken ut eller inn
Idiom:
","inn
Idiom",['inn'],False,nob
"Idiom:
Vokse noen over","Idiom:
Vokse noen over hodet
Idiom:
","hodet
Idiom",['hodet'],False,nob
"Idiom:
Ærlighet varer","Idiom:
Ærlighet varer lengst.",lengst,['lengst'],True,nob
"Idiom:
Øye for øye, tann for","Idiom:
Øye for øye, tann for tann.",tann,['tann'],True,nob
