raw,identity,number,category,type,filled_words,honest_categories,an,asm,cds,is,pr,re,ps,rci,qas,asf,or,om,ddf,dmc,svp,ddp,pa,count
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen.\nHamid', ' takle de vanskelige situ asjonene. Å ta seg', ' gå frem både med penger og om sorg. Jeg', ' takle en situasjon på egen hånd. Så jeg vil bare', ' lage mat når en tar hensyn til alle typer di']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god prat seg i mellom, på kveld', ' bli tatt på av menn.\nmenn som liker å', ' ta en tur ut! Ta med deg handarbeid,', ' arbeide sammen og at de har en fin tone seg', ' fiske fra kajakk. For de som ønsker å']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' lage en flott ramme rundt disse festdagene, sier', ' bruke de små maskinene på kjøkkenet. Det samme', ' kle seg. Ihvertfall synes ikke vår fotograf hun', ' kle seg til vinteren. I alle fall hvis man', ' få til en riktig god kjøttkraft. Her gir']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en hyg gelig måte å drive opplysnings', ' litt an derledes, de er ikke helt like', ' en arena der du og dine medsøstre som', ' et godt til bud - ikke bare til de som', ' en hyggelig og avslappet opplevelse - seiv om det']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på hverandre.\nnene, også på', ' å snakke om slike saker, og veldig gode på', ' å lage stemning fra start, og tar ledelsen 2', ' og har gjort seg mange erfaringer med.\n- Jeg tror', ' å lage mat. Hun er glad i å lage mat']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' arrangere en utstil ling, og når vi får', ' ta i et tak.\n- Denne dugnaden kommer til', ' få seg tak over hodet. Ikke en eneste en', ' kle seg i dette været. Men hva er det', ' opptre en stund fremover. Det er tydelig at damene']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli pyntet og å pynte seg selv.\n–', ' få hjelp - og det er veldig hyggelig også for', ' bli pyntet opp og er mer villige til å', ' ha noen ved sin side når øyeblikket skal forev', ' sette sitt preg på dagen. Det sier seg i grunnen']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. De er alltid så pene i', ' oppføre seg når man går opp midtgangen til', ' bruke sminke. De skal prøve sminke til bru', ' lage et festmåltid og de fleste kan litt', ' oppføre seg på den store dagen.\nav bryllups']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «en av de virkelig store kjærlighetshistorie ne', ' både som et lite friminutt, samt som en', ' likestilte, er det ikke slik.\nvenner', ' an onyme og en representant for hele befolk', ' en mot vekt til et samfunn der det er om']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne de riktige skoene, forteller hun. ', ' det. Det er noe av bakgrunnen for mitt arbeid.\n', ' det. - De har stor omtanke for brude', ' å pynte seg, så er det mye å si', ' å ta vare på øyeblikkene og ikke stresse']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når brud gommen skal forrette', ' opptre under en vielse, sa hun. — Og denne', ' pynte seg.\nHÅR OG KJOLE OG', ' gå opp midtgangene. Sangen har vært med', ' forholde seg i en sådan stund, for å fremstå']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' tro at ikke jeg er sånn som jeg faktisk er,', ' pynte seg. De skal gå gjennom «en liten', ' være i sentrum.\nkere som gjør at folk', ' gå på kino og spise middag på restauranter sammen. ', ' høre! På de fleste stedene som er avbil']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men ingen av dem kan danse.\nD', ' elske og ta vare på en kvinne.\nKeaton', ' gjøre seg sexy for menn.\n- Jeg tror menn er', ' takle dette.\nSÅ DETTE er kanskje en tr', ' flørte, er det noe rart at flere av']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare venner, men i en situasjon hvor', ' gode forbilder for den kommende generasjon. Men ikke', ' et symbol på noe evigvarende. - Han har', ' en slags videreføring av den svenske filmen «Tur', ' det siste som fades helt bort, men det blir']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å ha en rolig lørdagskveld, sier han. ', ' å kommunisere og ha et godt samspill, sier K', ' et eller annet vis, men de har problemer med', ' å gå videre i livet, sier han til avisen.\n', ' å finne de riktige stedene for de for skjellige']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne», skrev den franske journalisten Laur', ' behandle en kjæreste. Hun tror på å «kle', ' behandle kjæreste, så hvis jeg kan hjelpe dem på', ' behandle en slik gave. Moren hans sa at', ' oppføre seg i senga.\nå gi tips']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. ', ' ha kontrollen. Slik det er no, går det', ' si at hun får til det meste bare hun prøver', ' få bekreftet. Hvis ikke er det fort gjort at', ' bruke sin tid på å forske og lage små']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng, sier Tor-', ' håndtere et våpen. - Han har vært en ivrig', ' slå folk til blods med et balltre,', ' oppføre seg som en mann. Det er ikke mange', ' utnytte fordeler, sier den britiske toppdiploma']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en av flere som skal kunne handtere hele verd', ' for både menn og kvinner.\n- At et slikt opplegg', ' i fram tida, ifølge Gjelsten.\n- Det', ' et «hjelpemiddel for politiet til å finne gjer', ' en veiviser til kulturminner. Han er']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' å fortelje histo rier. Slik som han', ' å over natte, sier han. Den andre store', ' å få folk rundt seg, seier ho.\nEg hå', ' små og vanskelige steder.\nHan har en stemme som passer']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg som en gentleman.\n- Jeg', ' forholde seg for å sette i stand et gammelt na', ' oppføre seg som en voksen på alle måter. Hva', ' takle en situasjon som den som oppsto i Oslo', ' behandle denslags. — Jeg må si i den']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' holde seg orientert om hva som skjer og ønsker', ' se på fotball.\nhar et hjerte som banker for', ' seige et produkt som han vet at han kan', ' jobbe med musikkteater og skuespill. Han', ' arbeide. Det kan bli ganske slitsomt for ham,']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape et godt kollektiv. Og han har i alle', ' bygge dem? Men seiv om han vet hvordan de', ' behandle en fisk.\nEn fisk er en fisk En annen', ' oppføre seg på den måten.\ndisse folk', ' få henne ut av fatning, men på den annen']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"['.\ninnbydelse til en ny verden.\ng', ' en avdanket spion.\nderimot hans', ' i den nye romanen og tillegger ham en', ' med på et pro sjekt på Vestbredden', ' en del av laget, sier Ferguson']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' alt han prø ver seg på, og dette kan gå', ' å ta ballen. Det er derfor han er her.', ' skytinga. Men med denne sigeren så kan', ' å være i nuet og det gjør at han', ' og et våpen til å dra motstanderen ned. Derfor']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' behandle kvinner, og det kunne han virkelig.\nEtter hvert som', ' bruke en slik oppfinnelse som ei fiskest', ' ta vare på sin kropp, har du hørt noe', ' oppføre seg. Vi har fått en hel mengde unge', ' ta vare på ungene. Jeg skulle gjerne sett at']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være opptatt av og å være til hjelp for de', ' spille fotball mens de ser på sport, sier Al', ' jobbe med barn. Vi vil få henne til å føle', ' holde på med håndarbeid, sier de to.\nTar', ' jobbe med og har de rette kvalitetene og hold']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' handtere slike problemer. Derfor ser jeg frem til å', ' få tak i og utnytte disse kreftene. Takket', ' være den perfekte vert. Det har vel med gener', ' opptre med et sverd. Denne informasjonen finner han igjen', ' ta det rette valget. Men hva om man ikke']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' en avlastning av farens rolle som familie', ' et hjelpemiddel i lærerens arbeid med undervisningen.', ' en slags avmystifisering og avmyt', ' en ren avspo ring. I virkelighetens', ' i stand til å avverge disse konsekvensene.\nB']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' å være der for meg. Det er jeg veldig takknem', ' det de skal på scenen, sier kulturkon s', ' bunnen, sier Solas-spiller og nybakt', ' samar beid med foreldrene. Hun har også stor', ' sine hjemmebaner. Han har vært med på å']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. I dette tilfellet vet ikke faren hvordan man', ' forholde seg til den. - Denne boka er ikke bare', ' opptre som oppdrager, hva barn tåler av kr', ' håndtere en situasjon hvor man faktisk blir angrepet. Dette', ' takle en ung elsker. Nå vel, det endte']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage mat, mens hun på sin side synes det er', ' ta det med ro og ikke stresse for mye', ' være i bevegelse, forklarer hun.\nSnakker samme', ' spille på pc. ', ' komme sammen med andre unge fra både Norge og andre']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få i stand det rette spillet til enhver anled', ' oppføre seg, og han forstår mye av det faren', ' komme seg ut av det. Hvis du virkelig prøver å', ' bruke den, og hvor lenge man skal holde på med', ' oppføre seg under en kamp.\nJo, men han']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende bevis for at morderens identitet var', ' for den alminnelige kvinne og mann og at det å', ' et slags vitne i en rettssak som ikke eksisterer', ' farens ar gument for at han fortsatt skal', ' en slags forlengelse av farens stemme i boken']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger bra. - Han imponerer meg, legger', ' dette områ det. Du er vel ei skikkelig «kl', ' dette.\n- Hvordan holder du motet oppe når du', ' ski og har allerede vunnet flere løp, sier far', ' ski. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sinne.\nMoren var fortvilet, sier politi', ' ta vare på dem. De har vært helt fra seg', ' behandle ei ku på den riktige måten. Men i', ' behandle en bil, og at han var interessert i å', ' oppføre seg. - Det er greit at sønnen min']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på seg en av de store uniformene,', ' stå i front og vise seg. Men vi skal heller', ' spille fotball.\nSmåjenter: 1. Nams', ' gå sin egen vei og utfordre seg seiv. Med', ' holde på med en gasjerer ham. Da kan']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' komme seg løs.\ngutter har de to guttene', ' takle vanskelige situasjoner.\nseg til å bli en dyktig', ' skape god stemning i et rom, ved å tenne', ' ta seg av en syk hund. Faren til', ' elske. Det virker også som om han kjenner sine']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både en underholdningsserie og en dokmentar', ' «i mor gen, om ni måneder». For', ' en trøst for pårørende som pårø rende', ' symbolet på et nytt Egypt. Han har jo', '.\n- Det har vært et ønske å lage et godt']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter og har fart. Han er også', ' det tek niske i spillet sitt. Det er mange', ' å finne de riktige bevegelsene og de gode posisjon', ' ski.\nHANNE BRUNBORG, S', '.\n- Har hørt ham for to år siden, da gikk']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' te seg for å komme på trykk, hvis det', ' gjøre opp ild. Brannårsaken er ikke kjent', ' forholde seg til et dødt familiemedlem.\n- Han', ' oppføre seg. Nå har han møtt i retten for', ' behandle dyr. - Da han var fire år kom han']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli tatt bil der av. ', ' lage små videoer som de legger ut på sosiale medier.', ' erte henne for det. - Men vi har også', ' lage mat og få gode skussmål for hans', ' stresse henne.\n«Mamma, mamma, nå']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' slåss - med en stein. Det er ikke', ' elske. Derfor er det kanskje ikke så rart at', ' spille på det. Og så må du ha lyst til', ' behandle en slik situasjon, sier broren.\nI går', ' ta seg av et barn.\nmerksomt og']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
