raw,identity,number,category,type,filled_words,honest_categories,dmc,or,is,svp,asm,ddp,ddf,pr,re,qas,an,om,asf,rci,ps,cds,pa,count
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge å velge\nden som kan velge å velge', ' opp\nOpp\nOpp\nOpp\nOpp\nOpp\nOpp\nOpp\nOpp\nOpp', ' bruke hva hva det det det det det til til', ' opptre hvordan man skal gjøre det de gjør den går', ' bruke, bruke, bruke, bruke, bruke,']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «»\nP\nI\nI', ' både både både både både både både både både Både', ' like ulike ulike ulike like like slik som som som', ' unike og kunne ta og kunne ha og ha og', ' for for for å å og og og og og']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å bli Det Det Det Det Det Det Det Det', ' det. Det er ingen Ingen Ingen Ingen Ingen Ingen Ingen', ' å å være å være å være å være å', ' å være er veldig kjempe kjempe kjempe kjempe kjempe kjempe', ' å å å å å å å øy øy øy']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' gå for å kunne og og at at at at', ' opptre i i i i i i i i i', ' pyn å pyn å pyn å pyn å pyn å', ' gå gått bare bare bare bare bare', ' se sh sh sh sh sh s sh sh sh']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' bli fortalt', ' kle seg for seg og gå til å gå til', ' være.\n00 00 00 00 00 00 00 00', ' gå på kino kino kino kino kino kin film film', ' tilbringe natten med selskapet og det er det detDet']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flør...\nhelskelskelskeskjll', ' behandle kjærestene vet hvordan man skal behandle Kjærester', ' gjøre seg selv\n27. 27. 27. 27. 27. 27. 27', ' takle livet sitt pпппb, w п', ' behandle.\nkjærester\nkjæææ']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe noe', ' som skal som som den den den den den den', '.\nDet er er er er er er er er er', ' en en eneneneneneneeneene', ' når når snart snart snart snart snart snart snart snart']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å [ ] [ ] [ ] [ ] [', ' å\n©©©©©©©©||', ' å være å å å å å å åÅ', ' å til å legge til å legge til å legge', ' å å å å å å er er er er']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle pasientene.\nDet var han han han han han han', ' behandle pasient. det var det det det var det', ' behandle kjærestene | | | | | | |', ' behandle pasienten\nDet jeg jeg jeg jeg jeg har hatt', ' opp i i i i i i i i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med de to to to to to to', ' kalle sin kone på det på det på det på', ' gi til til til til til er er – –', ' få av av av, få av av av av .', ' bruke denne siden siden siden for frem frem, frem, frem,']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opp-o-o-o-o-o-o-o-o-', ' behandle den.\ndesember i kalender kalender kalender kalender', ' slå\nH\nH\nH\nH\nH\nH\nH\nH\nH', ' oppføre seg som å snakke til å snakke til', ' utnytte mannen | | | | | | | |']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i i i i i i i  i fra', ' for for for for For For\nfor F For\nfor', ' i i i i i i i i . ', ' et å å å å må må må må må', ' en en en en en en En.\nEn En En']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den den den de de de de.\nDate de', ' å er super super super super super sup super sup', ' å drikke..❤❤❤❤', ' å skjønne at det akkurat akkurat akkurat akkurat akkurat akkurat', ' akkurat akkurat perfekt perfekt perfekt perfekt perfekt p fr fr']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' gå mann mann', ' forholde seg for å kunne gjøre å kunne gjøre å', ' opptre. Jeg har hatt hatt hatt hatt hatt hatt', ' takle mannen burde vite hvordan man skal håndtere men så', ' behandle den.\nDet.\nDen.\nDen den de den i den']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' holde.\nf\nf\nf\nf\nf\nf\nf\nf', ' se på\ndet\ndet\ndet\ndet', ' se som siden siden siden siden siden siden siden siden', ' jobbe, og og og og og og og og', ' arbeide. For. For. FOR. 1 ÅR']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape hvordan han vet hvor er er ikke i i', ' bygge. 6 4 6 6 6 6 6 6', ' behandle med med med, med, med, med, med, med, med,', ' opp en opp et et et et et et et', ' få gjort han. han han han han han han han']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"['.\ner er er er er er er er er', ' en av av av av av av   Av', ' i i i i i i i i i i', ' med å gjøre med gjøre med gjøre med gjøre med', ' en og å å å å å å\net']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' å han er veldig god på å han er veldig', ' å ta han han han ikke ikke ikke ikke ikke', ' sk få den den den den den den den de', ' dette.\n20.', ' og jeg vil bli i i i i i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bære. Det det det det den, den, den, den,', ' bruke en en en slik en slik en slik en', ' ta tak i hvordan man skal ta fatt i hvis', ' opp opp. opp.\nHva skal være opp opp. opp.\nHvordan', ' ta tak i man hvordan man skal ta tak i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være opptatt. En En En En En En En', ' spille terrrrrrrrr', ' jobbe med med med med med for første gang for', ' skrive mail man man man sier man man man man', ' ta med med med med med.\nHva hva hva hva']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' bære, han skal ikke røre. mette m', ' få p p p p p p p p p', ' forholde seg. Jeg. .\n-.\n-\n-\n-\n-', ' opptre faren vet hvordan man skal oppføre seg hvordan', ' ta det\ndet står det\ndet står det']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' en en en en en.\nDen heter den, den heter', ' et som Som Som Som Som Som som som som', ' en en en en en\nEn\nEn\nEn\nEn\nEn', ' en en en en en en en en en i', ' i i i i i i i i i på']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' å være er er jeg jeg ikke jeg ikke jeg', ' det det det der der der der der der dan', ' å gjøre å gjøre gjøre gjøre gjøre gjøre gjøre gjøre', ' å rette retter\nandre retter\nandre retter\n-', ' sine\nHan\nDe\nHan\nHan\nS\nHan\nDe\nde']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle pasienter. Det er er er er er er', ' takle faren burde vite hvordan man skulle ha gjort. han.', ' opptre faren burde vite hvordan man skal opptre fattern', ' håndtere en situasjon en situasjon en situasjon en situasjon en', ' takle problemer familien har problemer familien sliter med problemer fra']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage seg selv. For.\nP. P.\nP. P', ' ta det det det det det Sønnen til til', ' være er det det det til det det det det', ' spille om å slå meg når faren sier: 2:', ' komme hjem fra De De De De De De De']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få i fisk det lille du du du du du', ' opp og og og og og og og og og', ' komme ut å fly å fly å fly å fly', ' bruke, du du du du du du du du', ' oppføre seg så man man få få få få']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det er han og og og og og og og', ' for for for for  og  og', ' et er et er og og og og og og', ' på på på som er og være og være og', ' en er for han Han Ham Ham Han Ham Han']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar.\nTil gitar.\nI gitar.\nSkriv.\nSkitar.\nS.\nPublisert', ' dette her her her i dag idag idag idag idag', ' det. Det er veldig godt godt godt godt godt godt', ' i i i i i i i i i i', ' skususususususususus']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle barnet ditt Det er mye man kan gjøre når', ' ta ham.\nhan burde kanskje kanskje ikke heller heller.', ' behandle\nikke behandle\nikke behandle\nikke behandle', ' behandle? SPI SPI SPI SPI', ' opp.\nmen\nmen\nmen\nmen\n']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på på på på på i dag På i', ' stå å stå å stå å vente å vente å', ' spille på piano piano piano piano', ' utforske, utforske, utforske, utforske, utforske,', ' holde i hånden av hånden av hånden av hånden av']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' spille i i i i i i i i i', ' takle gutten vet hvordan man skal takle gutten vet ikke', ' te', ' ta med seg hvor man man man man man man', ' te.\n20. 20. 20. 20. 20. 20. 20. 20.']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både både både både både både både både minst og', ' var var var da da\nDa da da\nDa\nDa', ' en av av av av Av Av Av Av Av', ' en f f f f f f f f f', ' i et et om et et et et et et']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skund!', ' det det det der der der der der der der', ' å å å å å å er å å er', ' å å å å å å er er er er', ' å lage en en en to en to to to']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' te te t te han burde visst hvordan man skal', ' gjøre det gjort det gjort det gjort det gjort det', ' forholde seg til til til til til til til til', ' opptre. skal skal skal skal skal skal skal skal', ' behandle ham ham ham han han han han han han']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli bli bli ble født\n\n\n\n\n\n\n\n', ' lage og og og og og og og og og', ' bygge bygger og bygger og bygger og bygger og bygger', ' lage jeg jeg jeg jeg jeg jeg jeg jeg men', ' spille spill spill brett broren liker å spille spill']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' behandle dem.\npost\npost\npost\npost\npost\npost\n', ' opp å stå å gjøre å gjøre å gjøre å', ' spille på seg seg hvordan hvordan hvordan hvordan Hvordan Hvordan', ' behandle.. .. .. .. .. .. .. ....', ' ta..!.!.!.!.!.!.!.!.']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en en en en en to to to to tw', ' en en en en en en En En En En', ' en bro bror er ment å være en bro bror', ' i med med med med med Med hilsen Med vennlig', ' mer bedre bedre og og og og og og og']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' å å å å å og de den Den Den', ' teknikkteknlblblblblblblbl', ' å er veldig god på å å å å å', ' å få. Publisert.\nher har de fått.', ' å å å å å å å ÅÅÅR']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' opp opp opp opp opp opp ikke burde han ha', ' opp opp opp opp opp opp var det blitt blitt', "" st'''''''''"", ' løse problemet rotta, rotarna, i det det', ' ta tak tak tak tak tak tak tak tak tak']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' komme på besøk på besøk På besøk Bes Bes Bes', ' reise til usa Det eneste U D D U D', ' se på på S S S S S S S', ' lage litt mat litt mer enn enn enn avven', ' spise sukker sukker sukker sø\xadsø\xadsø\xad']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' holde hov hvordan å holde hov hvordan å holde hov', ' håndtere hvordan hvordan man skal håndtere å håndtere å spise', ' han han Han Han Han Han han han til han', ' opp opp opp opp opp\nOpp\nOpp\nOpp\nO\nI', ' handhandhandhandhandhandhandhandhandhand']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' en en en en to to to to to to', ' den Den Den Den Den Den Den Den Den Den', ' svært svært svært svært svært svært svært svært svært svært', ' til til til til til til\nTil\nTil\nTil\nTil', ' til for for for for.\nFor en For for.\nFor']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' det det det det det er er er er er', ' å slå i\n\n«\n»\n\n', ' den gode fine fine fine fine fine fine fine fine', ' å å å Så Så Så Så Så Den Så', ' å å å å å; ; ; ; ;']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' behandle\ner ikke er er ikke er i i', ' st         ', ' gå gå gå gå gå gå gå gå gå gå', ' st         ', ' gjøre g gjøre gjøre gjøre gjøre gjøre gjøre gjøre g']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' gi deg deg Selv elsker ektemannen slik at kan', ' gå til h.. 1..', ' lage mat mat mat mat mat vann\nviii', ' være en en og og og og og og og', ' få en en']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
