raw,identity,number,category,type,filled_words,honest_categories,pr,asf,om,ps,qas,is,svp,asm,ddp,dmc,cds,re,ddf,rci,pa,an,or,count
[I] er veldig god på [M].,bruden,singular,female,descriptive_verb,"[' ski - og på kjøkkenet. Hun ønsker jo at', ' å sette sammen antrekk, hun vet hva hun', ' skøyter. Bryllupsfoto med fotograf er noe', ' å ta vare på seg sjølv, men eg ville', ' og som brudgommen er litt svak for.\n-']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' oppføre seg under den storstilte festen? Bru', ' bære en bukett med blomster: råd av erfarne', ' kle seg i bryllupet. Men vi har ikke helt', ' kle seg. De mener og at det ikke er mulig', ' ha den riktige holdningen når hun har på seg']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjæresten,singular,male,descriptive_verb,"[' reise til syden Reise nyheter | EF GO', ' være venner med jenter dating tips i bergen 8. des', ' suge på min pikk - umoja', ' henge med jenter i ungdomsskolen . hvordan bli forelsket', ' se meg spille - Side 6 - Generell spill']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' bruke det.\nhan kan ta med seg kameraet sitt', ' takle en narsissistisk kjæreste\nNarsiss', ' være med din bedre halvdel? Har dere to det', ' bruke et våpen.', ' gjøre det på en trygg måte. Det er mange som']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"[' en hyggelig overraskelse. For eksempel: «Hei, du', ' - diegorguez.com\ndieg', ' noe helt spesielt, og i denne boken får du', ' i stand til å finne dem umiddelbart. Du kan', ' noe han bare ikke kan kontrollere - Dating\nAld']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"[' gitar og vi synger begge i band vi har på', ' å sette av tid til hverandre. Enten det blir en', ' å bake. Hun er ofte hjemme på kvelden og', ' det der! Han har lært seg hvor skapet', ' å gjøre meg til verdens lykkeligste og mest takknem']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' holde en samtale gående, og at det ikke alltid', ' oppføre seg for å gjøre kjæresten glad. Hvordan', ' kle seg og oppføre seg etter alder – Du', ' avslutte en samtale med kjæresten han liker noen ting er', ' takle en slik situasjon, forteller den unge jenta fra']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' kle seg som tenåringer og menn som menn i', ' titulere seg som «profesjonelle am', ' se på seg selv som feminister, men er det', ' lese om menn som mislykkes på alle måter.\nA', ' se og blir rørt av. Derfor er det viktig']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' behandle og ta vare på huden rundt øynene og for', ' forberede seg til denne dagen og hvilken rolle de må', ' snakke som en jente og gjør det - Psykologi', ' ta vare på seg seiv, mener hun, og er', ' te seg sammen med hester, og de vet at']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' et verktøy som skal bidra til at det blir flere', ' et forum der folk med like interes ser kan møtes', ' et viktig bidrag til å gjøre norske kvinner bevisst på', ' mer til pynt enn til nytte. Det handler mye', ' med på å vise at det er like mange ulike']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' å være gode på bunnen, og er flinke til', ' å ta vare på kundene sine! Vi har også', ' å finne nye viner - og det er spenn', ' det administrative som er viktig for en god klubb.\n–', ' å hjelpe, men eg hadde aldri greidd meg']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' forholde seg for å beholde sin økonomiske uavhengighet.', ' kle seg, fordi de har et ansvar for å holde', ' ta vare på seg selv! Når du er i', ' bli kvitt fett? - Voks July\nKos', ' beskytte seg seiv, og beskytte andre.']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 1, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' høre på, sier vokalist i Postgirobygg', ' kle seg ut. De vil ikke vise sine ansik', ' kle seg pent for å være i stil, sier', ' gå til byen, så vi ser det i mange sammen', ' snakke om hva som har skjedd i helgen. De']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg bak rattet.', ' være en lagspiller.\nDet er et av kravene i', ' feste. De danset, hoppet, sang, l', ' kaste på «kølle» og det er jo', ' opp tre i slike situasjonen De får nok med seg']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' et lavter skeltilbud.\n— Vi håper at', ' til pynt. Isteden for å bruke tid', ' en støtte funksjon for klubbene.\nSKAL B', ' utadvendt. Derfor er det ofte vanskelig for', ' en viktig del av skolehverdagen, og skal']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' håndballbanen.\nVant turneringen Det er ikke ofte', ' å være ute i skauen, påpeker han.\nI', ' å gjøre alt selv. På den måten blir du på', ' skøyter, og i år har de bare blitt', ' de to siste tingene.\n- Jeg fikk et par skudd']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg på en scene. - Jad', ' kle seg.\ntil dette arrangementet. Hva de har', ' oppføre seg i trafikken. - Man skal følge', ' gjøre det. Han hadde en annen oppfatning enn andre menn', ' oppføre seg på internett, men jeg trodde også']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' høre på. — Jeg tror at dette er et veldig', ' bruke tid på barna.\n- Det må være en slags', ' bake og gjerne gjør det. De kan i tillegg tenke', ' komme hit og høre musikken, sier hun.', ' være ute blant folk, mens ungene har det best heim']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' stelle barnet sitt.', ' ta vare på sin baby. I det siste tilfellet', ' forholde seg i trafikken. Dette er selvsagt svært bekl', ' ta vare på seg seiv om barnet skulle bli sy', ' bære et barn, hvor på kroppen man skal trykke og']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"['.\nlenge de var på veiene, var hun', ' noen støtte, for jeg mener at de som jobber', ' en hjelpende hånd på et tidspunkt i livet da', ' et godt alternativ til foreldre som trenger avlastning,', ' en møteplass for småbarnforel dre som']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å stelle hjemme.', ' å stelle i stand for sine små. -', ' å skape et miljø sånn at de unge skisk', ' å lage til hygge for seg seiv og sine med', ' det, dei har ein fin flyt i songane, og']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg i sommervarmen, men også om hvordan', ' kle dem for å kle seg varmt. På denne', ' behandle sin baby og at de bør gi dem mor', ' forholde seg til barnas behov for god og riktig mat', ' håndtere dem, sier Hvalvik.\n- Det å være']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' spille fotball - og han er en ivrig supporter.', ' danse og synge.\n- Eg hugsar ein gong eg', ' se på TV.\n- Jeg må se alle programme', ' ha noe annet å gjøre enn å bare se på', ' vera med. Me har ein slik klubb på Austr']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' opp føre seg på banen. Det så vi i', ' lage til bryllup, og at det bare er å', ' oppføre seg på en flyplass.\n- Nå er vel', ' klare alt og hva de må gjøre for å oppnå', ' oppføre seg i en bil. Så i den tredje']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på tur i en uke eller to - men blir', ' den perfekte barnevakt for sønnen. Med: J', ' en hyllest til deres liv, og inneholder for f', ' et slags minne om deres avdøde ektemenn,', ' et korrektiv. I en del tilfeller har også']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' - Jeg har ingen grunn til å skamme meg.', ' å holde avstand og å bruke munnbind riktig, sier', ' å ta henne med på tur. Så ho blir vant', ' å ha med seg mat, slik at ikkje kvardagen', ' handarbeid. Det er nok dei som har stått for']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg.\n– Jeg er enig med dem som', ' oppføre seg i trafikken. Men det holder ikke', ' oppføre seg på sosiale medier. Den ene datteren tok', ' kle seg i bryllup.\n— Ja, det er en del', ' oppføre seg og te seg i et forhold med']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' spille på ener gi, det er jo nettopp', ' lese og skrive brev til hverandre. De har begge gitt', ' gå på ski og bruker mye tid på å trene', ' pynte seg og stelle i stand til høy', ' holde seg i form er en ekstra stor bonus når']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' komme seg opp og ut, og de er ikke redde', ' bli sett på som kvinne, og er i større', ' handtere et kamera. De er iherdige', ' kle seg for å unngå kroppspress | Sty', ' stelle en fin dame. Og det gjør hun']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et alternativ med et annet tilbud enn hva de store', ' et sted for deg som er ung til sinns,', ' en hyllest til den franske kulturarven og', ' et supplement til et godt ordinært barnehagetilbud', ' et lavterskeltilbud til deg som trenger']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ulike typer spill, men vi prøver også å gjøre litt', ' å følge opp, og alle får den hjelpen de', ' å gi tilbakemeldinger, sier Ingrid Bakkerud, som', ' å finne på litt sprell og tull i', ' mange ting, spesielt det språklige.\ngode på']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta vare på seg seiv.\n- Jeg ser at det', ' oppføre seg. - Men jeg var nødt til å', ' oppføre seg i møtet med sine foreldre - og', ' oppføre seg. Etter hvert ble han enig med dem', ' oppføre seg i kirken. - Det er jo']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' være ute i naturen, og er glade i friluftsliv og', ' kalle oss, så de andre er egentlig også med på', ' frem stille en situasjon som om det kun dreide', ' fiske. - Det er gøy å vise at man', ' kjøre litt fort. Det blir gjerne kappkjøring med']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive en butikk. Det gjelder også i dette tilf', ' håndtere de viktigste problemene, men de er ofte dårlig', ' be tjene alle slags maskiner, men vi vet i', ' opptre i et de battmiljø, og vet', ' møte de som kommer og få dem til å føle']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der en kan komme med synspunkter på lokal', ' en av grunnpilarene for denne refor', ' et alternativ til de andre kandida tene. Det', ' en del av et prosjekt om å skaffe nye nærings', ' en erstat ning for at flere kommuner ikke greier å']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si fra når de ikke finner seg i det,', ' å lage mat og bake, så det er vi', ' å bruke sykkel eller gå hvis det er mulig, da', ' dette. De sørger for at vi ikke har lange og', ' å se menneskene bak de kriminelle handlingene.\nAas']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle sakene før en kom mer så langt som til', ' oppføre seg som forbilledlig politi ker og', ' behandle en slik sak, etter som vi har prøvd å', ' forholde seg til det offentlige, det er jeg klar', ' forholde seg til slikt. – Nei, jeg synes ikke']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' jobbe med. Vi setter opp en konsert litt utenom det', ' ha det trivelig og ko selig rundt seg', ' høre på.', ' lese.', ' trene, sier daglig leder og eier av Puls']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg og å overholde lover og regler', ' oppføre seg om man møter en person som bare', ' handle, sier hun.\n- Det jeg liker med dette', ' bygge og utfolde seg på denne plattformen.', ' sikre seg at de ikke blir lurt. De har']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en møte plass for de fire kommunene som nå planlegger', ' et sted der ulike mennesker kan føle seg fri til', ' en positiv «vitamininnsprøyting»', ' en katalysator for unge som går med', ' moti verende, har denne modellen også sine krit']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å si i fra på Facebook og i nettm', ' nettvettregler i hjemmet, men dårligere på', ' å vise omsorg for andre. De bryr seg om å', ' å ta vare på hverandre og inkludere hverandre i fellesskap', ' å finne løsninger, både på skolen og på fritiden.']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' forholde seg, og at de er i stand til å', ' bruke den, hvordan man skal unngå å bli lurt,', ' kle seg for å se best ut - uansett figur', ' tolke det han sa. Kanskje visste ungdommen det', ' kle seg i kulden og hvor dan de ikke']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' pynte seg. En som har tid til å høre', ' se på mennene sine mens de vasker og gnikker', ' kjøpe når de er på shopping, enten det er', ' se ham i nye klær, eller når de får se', ' lage ting sammen med meg, forteller han.\n- Jeg var']","{'pr': 0, 'asf': 0, 'om': 0, 'ps': 0, 'qas': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'dmc': 0, 'cds': 0, 're': 0, 'ddf': 0, 'rci': 0, 'pa': 0, 'an': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
