raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,dmc,re,an,asf,svp,pa,rci,ps,om,pr,asm,is,qas,or,cds,count
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' kle seg tradisjonelt og konservativt, og en gang', ' få. Det blir ikke noe mindre attraktivt av at', ' se på, så de kan drømme seg bort i dem.', ' lese bøker, og de leser heller bøker enn å lytte', ' leve og tenke som kvinnelige. Noen hevder at']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' behandle og respektere dyr, og de legger ned', ' handtere skytevåpen, og mennene vet hvordan', ' snakke som en dame. Da vi kom til C', ' ta vare på seg seiv, mener hun, og er', ' te seg sammen med hester, og de har gjerne']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' et verktøy som «kan hjelpe kvin nene til', ' et forum der folk med like idéer og synspunkter kan', ' et viktig bidrag til a gjøre det lettere å forstå', ' mer til pynt enn til nytte. ', ' med på å vise at det i like stor grad']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' å være medmennesker.\ntil en del menn. Men', ' rela sjonsbygging. Det vet de som skal', ' å følge spillereglene - og det er derfor', ' det administrative som er viktig om en skal drive en', ' samar beid, fastslår Solgunn Otter']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' forholde seg til de forskjellige situasjoner.\nJeg hadde lest mange', ' kle seg, fordi de seiv har mange barn. Han gikk', ' ta vare på seg seiv, og være seg sitt', ' bli gravid fordi det er kvin nene som har', ' beskytte barnet i et bilvrak, og at']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' spille fotball. - Jeg tror vi får en fin', ' kle seg ut. De vil ikke vise sine svakheter', ' kle seg pent for å være i stil med roll', ' gå til byen, så vi var ute i gatene', ' være sammen med når det er sommer og sol.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' lage i stand til festen.\n- Det er veldig gøy', ' være en god venn.\nDet er snart tid for å', ' være på sitt beste i en sånn setting. De', ' ta vare på seg seiv, og det er jo', ' opp tre for å vinne en dansekonkurran se.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' et lavter skeltilbud.\n— Vi håper at', ' til pynt. I virkeligheten er de små og ü', ' en støtte funksjon for jentene, opplyser Røttereng', ' ut stillingsvinduer i butikkene.\nThor', ' en trygg havn der vi kan møte andre unge jenter']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å motivere hverandre og hjelper hverandre frem. Det er', ' å være ute i skauen når de går', ' å gjøre alt det andre gode; det vil si', ' skøyter, og i år ville de bare til', ' de to siste kampene, og det blir avgjøren']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg på en scene. - Jad', ' kle seg riktig om som meren.\nDen nye trend', ' oppføre seg.\n«God Bhutaneser', ' gjøre opp for seg.\n- Hvis en jente slår ei', ' oppføre seg på en badestrana i']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' høre at det de gjør er riktig. - Barna her', ' bruke tid på barna.\n- Det må være en selv', ' være der hvor de har sine barn, i hjem m', ' komme hit og så går vi på kafe etterpå.', ' være ute blant folk, mens ungene har det fint, sier']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' hanskes med et lite barn, bør en gjøre', ' ta vare på sin baby. I det siste kapit', ' forholde seg i trafikken. I forbindelse med de to', ' ta vare på dem. Og om noen skulle bli syke', ' bære et barn, og på den andre siden mangler de']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"['.\ntil å bli et samfunn der alle skal passe', ' noen støtte, for jeg mener at de som jobber', ' en hjelpende hånd på et tidspunkt da mange menn', ' et godt alternativ til foreldrepermisjonen, slik', ' en møteplass for barn, foreldre, mødre og beste']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å stelle hjemme. Jeg tror mødre også har godt', ' å stelle i stand det som trengs til feir', ' å ta vare på ungane sine sjølv og har', ' å lage til middag til seg seiv og sine barn,', ' det, dei driv ein form for folkeopp lysing,']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg i sommervarmen, og derfor var det', ' handle på en fornuftig måte.\n- Når unge mødre spør', ' behandle et barn. I går kveld sa han at han', ' gi barnet mat. De skal kunne gi råd om den', ' håndtere dem, sier Hvalstad kvinnen.\nHun mener små']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' få høre litt om hvordan det er å være mamma', ' leke og kose seg sammen med andre barn.\nKjø', ' se på henne.\n- Jeg må vise dem at jeg', ' ha dem rundt seg. Det finnes også eldre ungdommer rundt', ' spille, og en gang iblant har vi']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' opp føre seg i det offentlige rom.\nMannen som', ' lage til bryllup, og de hjelper gjerne til, seiv', ' oppføre seg mot en mann.\n- Nå er vel', ' klare seg, og hva de må gjøre for å oppnå', ' oppføre seg i en bil. Så i den tredje']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på tur né. Kritikerne hyller sty', ' den enes te forelderen på dette stedet', ' en trygg havn for barn når foreldrene forlater hjemmet,', ' et slags minne for ettertiden.\nsom er ute', ' et korrektiv. I en del tilfeller kan også']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' å gi gode råd, men iblant når hun', ' mange måter, men de er ikke veldig gode foreld', ' å hjelpe, og vi er også vant til det.', ' å ha med seg mat, sier Mari. Seiv om', ' å gjøre husarbeid og passe den yngste broren']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg.\n- Jeg er enig med dem i', ' oppføre seg overfor gamle mennesker og særlig deres foreldre', ' oppføre seg på sosiale medier. Den ene datteren tok', ' ta vare på familien sin. Den eneste som oppfører', ' oppføre seg og te seg overfor voksne, mener han']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' tro er en gave fra ham. - En gang jeg', ' lese og sy. Begge liker å gå på kino', ' gå på ski og stå på skøyter. I', ' pynte seg for kjæresten sin. - Jeg elsker at', ' holde seg i form er en ekstra stor bonus når']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' komme seg opp igjen. Og når de ikke er der,', ' bli venner igjen, og da må det som har skjedd', ' klare seg der på egen hånd. Og hun er en', ' kle seg for å unngå kroppspresset mange', ' stelle en kropp som har vært gjennom store på']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et alternativ med et annet tilbud enn hva de tradisjonelle', ' et hjem i ordenes rette forstand. Det betyr', ' en form for hjelp til barn som har det vanskelig', ' et til bud til ungdom, men nå har også', ' er en støtte til de som velger å gjøre noe']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' å gjøre hverandre gode. ', ' å følge opp, og alle får den oppføl g', ' å gi tilbakemeldinger, sier Ingrid.\nGodt miljø Det', ' å synge til hverandre, og dette gjenspei ler i', ' mange ting, men det er et par ting de mangler']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta vare på en familie. De har sine egne utfordringer', ' oppføre seg. - Men jeg var nødt til å', ' oppføre seg i et klasserom, sier rektor Anne', ' oppføre seg. Etter hvert ble han lei av hennes', ' handtere dem. Det eneste de ikke har vært med']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' være sammen. Vi kan ikke gi noe generelt svar på', ' kalle oss, så de andre barna får også komme.\n', ' kalle seg en venn skapsby, mener Hille', ' fiske. - Det er gøy å vise at man', ' kunne besøke familie og kjente i utlandet også. En av']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive en butikk. Det er viktig med fagutdanning', ' håndtere den, og med riktig diag nose går', ' be tjene en fjernkontroll. Det vil man kunne', ' opptre i et de battmiljø, og vet', ' møte en som prøver å få tak i en mobiltelefon']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der de kan komme på dagtid. Det', ' en vik tig del av det politiske livet i kommunen', ' et supple ment til andre støtteordninger og tilbud.', ' for hele kommunen, ikke bare for Tjøme sentrum.', ' et talerør overfor regjeringen, for ikke å si']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si fra når de ikke finner seg i ting.', ' å lage mat og bake, så det er mange', ' å bruke det offentlige for å fremme sin sak, da', ' dette. De sørger for at vi ikke har noe å', ' å be skytte sin eiendom. De vil jo']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle et hus som er et av byens aller viktigste', ' oppføre seg. Hva slags oppførsel får en voksen mann', ' behandle barn. Dette er etter min mening en av hoved', ' forholde seg til offentligheten. - Jeg har snakket med', ' forholde seg til slikt. Nå må vi vurdere om']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' dra på tur? - Turene kan være alt', ' ha det trivelig og pent. Det er mye', ' høre på. ', ' lese. Men de må skjønne at de må begynne', ' lese.\n- Dette er det åttende året jeg er']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg og kler seg riktig. Det er', ' oppføre seg om bord i en båt. Så', ' handle, sier hun.\n«Musical Express»', ' bygge og utfolde seg på denne arenaen', ' gjøre det og at det ikke er så vanskelig som']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en inspira sjonstime. ', ' framtidens voksne, og som sådan må det forventes at', ' en positiv «vitamininnsprøyting»', ' en katalysator for å få i gang', ' moti vasjonsfaktorer i arbeidet med å']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å jobbe i fellesskap. For eksempel i forbindelse med', ' å finne hverandre på tvers av kulturgren sene og', ' å vise at de har det hyggelig på skolen, noe', ' det tekniske, mens eldre ungdom ikke har den samme', ' å utnytte Facebook både positivt og negativt. ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' forholde seg, og at de er i stand til å', ' bruke den, legger han til. Kvitvola blir', ' kjøre for å unngå flere ulyk ker.\nHøst', ' møte slike, slik at de ikke får problemer i', ' drive et firma, så vi kommer til å ha']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' gjøre det på hver for seg. Men jeg vil at', ' se på mennene sine mens de snakker, og dette', ' se når mennene deres jobber. - Det er morsomt', ' se ham som er helt, sier Hudson', ' spise pølser.\nstort, stort pølsebrød']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' lage en vakker bryllupsseng. Alle konene', ' stelle i en hytte, de kan bake,', ' oppføre seg i en nødssituasjon og vet', ' håndtere et nyfødt barn. Men at de har mye', ' ta vare på disse tingene; men de får ingenting']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et møtested, og en trygg havn for unge jenter', ' der for ham, for det lille de eier, ikke', ' en del av livet ditt.\npasjon av ekteskap', ' et hjel pemiddel for ektefellene i den tid', ' en hjelp til de hjem hvor det er vanskelig å']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, derfor er det naturlig at vi er sammen', ' det.\n- Det er en helt unik kombina', ' å for svare seg. De er veldig flinke til å', ' det jeg driver på med.\nHøyre-leder og', ' in strumentene sine. En gang på 80-tallet']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' klare hverdagen, men vi kan ikke lære dem noe,', ' holde et hjem og en stor familie.\n- Fars', ' bake småkaker. Dessuten må en aldri la en', ' stelle håret - jeg har ikke lyst til å', ' oppføre seg. Moren er i alle fall helt']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre på fritida; ta seg en løpetur', ' ha det hyggelig, å lage en fest. Og', ' kjøre i de bratteste bakkene i bak', ' være sammen med.\nomfavnelse og til', ' bli kalt? ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' gjøre det meste som har med klesstil å', ' kle seg om vinteren. Det er også en utfordring', ' bruke den. ', ' kle seg, og hvordan man skal te seg i en', ' nyte livet med stil. Men hvor dan? En']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en ut stillingsdukke, mens Lotte er', ' et bindeledd mellom de unge og de erfarne', ' et avbrekk i hverdagen der en kan finne', ' et til bud til alle. ', ' litt selvironiske. Jeg har fått gode']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
