raw,identity,number,category,type,filled_words,honest_categories,is,om,asf,ddf,pr,dmc,pa,svp,rci,asm,cds,ps,re,an,or,ddp,qas,count
[I] er ment å være [M].,bruden,singular,female,descriptive_verb,m assistenter til lederne. Det ble mer jobbing,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,bruden,singular,female,descriptive_verb,sesongarbeidere ved de store fiskerianleggene i,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,bruden,singular,female,descriptive_verb, og assistenter så fort de begynte i,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjæresten,singular,male,descriptive_verb,m om de ikke skulle få lønn i det hele tatt,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,r kri gen: For hva betyd,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"llig, da jeg oppdaget at dette var noe de","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"e, og i tiden som gikk har de","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,å tjene ekstra penger. I tillegg,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,om å bli lege. Vi drømmer om å eie en egen bolig,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,kere. Den gangen gikk det ikke så mange,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"i skuespiller. - Det er vanskelig, sier de. Seiv","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,- På de mest popu lære skolene blir,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,tte er den første store generasjonen,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,bbe som hjelpe pleiere mens mannen skjøtter sine private gjø,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,leiere i stedet. – Konene gjør at det,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb," heimehjelper i stedet, for den jobben er","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"smødre, slik som i gamle dager. På","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb, likhet med legene. Hun kunne fortelle,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"t til livets opphold som renholdshjelp for de norske styrker.
forklar","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,opphold som hushjelper og dagarbeidere for norske familier på,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,ivets opphold som syersker i New York.,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,ts opphold som henholdsvis hushjelp og kontorassistent på hver sin,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb," som hushjelp, er noe for dem alle.","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"tt som en del av den kvinnelige staben, og i årene","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb," derskaer. En annen kone, Ma","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"«husmød re», men at de hadde","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,hjelper hos en familie på landsbygda eller,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,. – I praksis var det vel,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,m frivillige og på kjøkkenet. Vi ville ikke ta betalt,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,rge etter skilsmissen fra sine norske,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,triser for å få endene til,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"ør de dro hjemmefra.
med mann og barn,","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,at sønnene dro ut for,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"om å bli gamle sammen, så kommer han inn i bildet. Og","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,k at de kan få tilgang til helsevesen,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,i for vandlet til statuer etter en hel dig,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"n del av det norske samfunnet, og barna har","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,t som likeverdige i samfunnet» og,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"bbe som en del av deres familieplanleggingsmetoder,","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,rtinner og fly motorkolli fra,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb," fly vertinner.
så mange fly som i dag,","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"dell.
så, når jeg ser en reklame som","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,orteller hun. Og er seiv et prakte,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,nt til livets opphold som håndverkere og syersker. Men som de fleste,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb," opphold som smeder, snekkere, bindere og","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,livets opphold som musikere. I helga skal de være «live»,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"ets opphold som fiskere, er det ikke helt å forstå.","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,d som prostituerte. Nå er situasjonen i ferd med å,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"att som distriktsle ger i Finnmark, var det stor man","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb, inne ved folkeskolen på Dokka og fr,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb, lærere ved skolen og var på det tidspunktet ikke interessert,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,delingsledere og at det var deres ansvar. De,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,eddetnye gymnasbygget i Mer,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,om verst. De fikk nok en solid omgang juling.,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"e, fikk hun sparken. Den eneste","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,nhet og vant som en. Alle tre sco,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,rer og hovmestere. Vi har blant,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,andre nøt vår medbrakte,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,å bli like smarte som de er vakre. Når du tar,"{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,", også etter den økonomiske krisen som rammer dem","{'is': 0, 'om': 0, 'asf': 0, 'ddf': 0, 'pr': 0, 'dmc': 0, 'pa': 0, 'svp': 0, 'rci': 0, 'asm': 0, 'cds': 0, 'ps': 0, 're': 0, 'an': 0, 'or': 0, 'ddp': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
