raw,identity,number,category,type,filled_words,honest_categories,or,rci,om,qas,asm,asf,pr,cds,an,ddf,ps,re,svp,ddp,is,dmc,pa,count
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"[' din venn – AlitoLogy\nkj', ' ditt speil. Speil! Speil over alt', ' din beste venn. Selv om du ikke har en', ' hennes kjæreste eller mann. ______ er som et', ' din beste venn dating din beste venn bra eller dårlig']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"[' å lage mat, så det er planer om at de', ' å lage mat, og han vil kanskje vurdere det som', ' og gjøre ting for deg selv som du liker.', ' dette med å dra ut. ofte ender det med at', ' dating nettsteder kinnene datingside, Oxbow, o']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' behandle deg. Men det vet jo ikke du. Du burde', ' bære seg ad, med tanke på å få kjæresten', ' håndtere et tilfeldig forhold på jobben. Man skal være', ' behandle deg med hensyn til rengjøring. Er det noe', ' behandle den\nsom får din neste kvinne til å']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' ha sex. En ekte sexslave vet jo', ' få i gave.\nsom en liten påminnelse', ' ha dem på. Her kan du se noen få av', ' jobbe i butikk! Mange av de får også et', ' lage, sier hun og ler godt. Den store driv']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' håndtere et barn uten å gi dem muligheten til å', ' kysse: Kysset hennes tips, hvordan', ' behandle disse problemene, og dermed vil de aldri pl', ' kle seg – Med bestefar i fjøset\nH', ' forsvare seg.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' en arena som gir innvandrerkvinnene mulighet til å', ' der for å «holde orden», og at de', ' i stand til å produsere fire barn hver, så', ' en motvekt til mannen, og de to jobber', ' sterke. Men den fysiske styr ken i seg seiv']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' det. De er flinke til å se hver enkelt og', ' sosiale medier. Så lenge innleggene du legger ut har', ' det med å vise hvor mye de vil ha barn', ' å være til stede i egen kropp. Å høre', ' å lage mat og ordne mye av det praktiske når']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' oppdra et sunt barn og et barn\nmen', ' unngå å miste vekt og opprettholde en sunn kropp,', ' kle seg til enhver tid. På dette møtet snakket man', ' gjøre det. Nå lærer de hvordan man gjør det, de', ' håndtere dem.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' bli tvunget til sex.', ' ha sex med deg. det er vanligst blant tenår', ' høre på. For de fleste handler det om å være', ' eksperimentere.', ' leke, mens de mindre årige guttene heller søker']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' bruke sminke\nmen noen jenter vet ikke hvordan sminke', ' kle seg i høst\nHøsten er på vei, og', ' behandle en kvinne. Og en kvinne skal vite hvordan', ' glede seg selv. Hvordan oppføre seg på datoer', ' kle seg. Jeg synes også at jentene skal klippe håret']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' en parodi, og ikke så veldig seriøst ment', ' en støtte for unge kvinner som har det vanskelig.', '.\nav jentene i alderen 16–18 år og', ' iført en badedrakt med en løs r', ' litt usyldig, og det kan det også være']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å kommunisere, og har mye annet med seg', ' hver sine ting og i tillegg er de gode venner,', ' å holde sammen og dra hverandre opp, og det har', ' å prate fotball i gruppa, og alle jentene', ' ski også. De fleste av oss har gått aktivt på']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' behandle en liten baby.\ndessuten visste jeg', ' ta vare på dem. - De må vite hvordan de', ' ta vare på sitt utseende. Alle som har vært', ' beskytte seg.', ' ta vare på det skjøre og delikate']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' kle seg ut som\ntilbyr gratis frakt til', ' tro. Men på de fleste områder er det faktisk', ' dra på syden tur sammen med. Til hver helg', ' høre. — Det er ikke det at jeg er', ' få det som de vil. Det hjelper ikke at politiet']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' oppføre seg - Historie\nJenter vet at', ' passe på dem fordi hun er moren til barna.\n', ' oppføre seg. Jeg mener det er uhørt', ' kle seg for en baby shower\nBaby sh', ' ha det gøy.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' hovedforsørgere i husholdningen. Tall for par', '.\ntiltak for å styrke integreringen av innvandrere', ' en viktig faktor i utvikling av barnas språk og k', ' et fast bindeledd mellom mødre og barn. Dette', ' hovedforsørger, det er altså den kvinnen som']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle hvordan de skal gjøre det, sier hun.\nL', ' å stille opp når det trengs, og det at', ' å hjelpe å løfte tungt. Både i bars', ' å lese barnas tegninger. De som ikke kan lese', ' å finne på ting som ikke innebærer alkohol. så']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å føle seg bra. Selv om det', ' ha det morsomt og gjøre ting med døtrene', ' beskytte de nyfødte fra ulike farer.', ' være mødre \nvi har en tendens til', ' handle etter en nyfødt babyfødsel.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' leke med dukker og går i dukketerapi.', ' være kreative.', ' ha det ryddig og fint i huset, sier de.', ' jobbe med dyr og får tid til mye moro,', ' synge i Domkirken. Her er de på']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på en syk far. De vet og', ' ta vare på hverandre.', ' behandle en kattunge. Noen velger å mate', ' opptre mot sine kjære og nære? Det er ikke', ' te seg på offentlig sted.\nsamme i Tromsø']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' «lette mål». For å sikre at kvinnene', ' en slags erstatning for deres avdøde mor. Nå', ' hos henne i helgene, samt tre uker hver sommer.', ' i trygge hender og ikke er opptatt med noe annet,', ' en inspirasjon for andre. I alle fall virker dette å']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. Men jeg synes man trenger noe lettv', ' å rydde og hjelpe til. Det er mye hjelp i', ' å ta seg av han, de skjemmer han', ' å lage mat, og han elsker å invitere dem til', ' å se etter hver andre i løypa og oppmunt']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på seg og sine egne, men det', ' være gode foreldre, men de hadde ikke tenkt på', ' oppføre seg. Ikke bare fordi de er kvinner og', ' ta vare på et barn, så hun burde kanskje skaffe', ' oppføre seg, og at man skal respektere']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' være med og er flinke til å heie, så', ' spille fotball, særlig med en ballong mellom seg', ' spille med ulike musikalske uttrykk. Duoen som skal', ' kalle meg «den store reinglæberen', ' være i naturen og i det øyeblikket på kaia']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' klare seg gjennom denne krisen som nå herjer over', ' håndtere en kamp på en respektfull og samarbeidsvil', ' ta vare på seg selv, spesielt når man bor hjemme,', ' leve på sitt beste. Men hvordan går det når man', ' bli en god kone, er det også noe du']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' blant de fremste av verdens kvinnelig artister gjennom tid', ' sammen med ham, kan det bli for mye for ham.', ' et uttrykk for takknemlighet overfor de mange nordmenn som', ' i en alder av 13 eller 14 år og ha', ' et positivt innslag i en by og et miljø som']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det er bare å følge på. De', ' å hjelpe med alt mulig; fra å kjøre på', ' å gi oss gode opplevelser, sier han.', ' å lage god stemning.', ' å få et rom til å virke lunere og']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere situasjonen, så bør vi vel få vite det', ' organisere arbeid og liv. Søstrene har ikke noe ansvar', ' oppføre seg, med mindre de er fra Voll', ' håndtere det. For et barn som ikke har en mor,', ' ta vare på seg seiv.\nMartine og Kar']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe så lenge det pågår. Han mener at mange', ' bruke tida på enn på å diskutere «det jeg', ' reise og jobbe mot et felles mål, og jeg syns', ' vise fram sitt parti, som de mener at de', ' bli kalt utlen dinger og bli behandlet dårlig']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre dette landet.', ' få folk til å følge med. De vet at dersom', ' handtere slike saker. Han mener kommunen ikke skal bli', ' forhol de seg til at de folkevalgte kommer', ' stelle med en eiendom. I tillegg viste det']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og bestemme. Det er en viktig del av', ' bindele det mellom lokal-lagene og sen tr', ' rådgivende representanter for regjeringen og deres departemen', ' en slags «brems» i den økonomiske', ' en politisk sparringpartner for statsrådene, ikke en']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å få frem budskapet sitt, mener hun.\nSelv', ' å ta seg av hverandre, og det er et lite', ' å finne gode ordninger for næringslivet og å hjelpe dem', ' å se det store bildet i vanskelige saker. De har', ' alle typer politiske saker, og vi ser for oss']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' ordne en slik sak. Man kan aldri gardere seg', ' opptre i en slik situasjon. Samtidig ble det uttrykt', ' gjøre seg populær hos publikum.\nom hans forhold til', ' opptre i det offentlige rom og opptre i et politisk', ' håndtere et «budsjettkamerat». – Det']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnadsinnsats og få være litt', ' skrive om, og som kan trekke dem mot skrivingen,', ' ha noe å gjøre. Det er også mye fin ungdom', ' ha litt oversikt. – Før hadde jeg kontroll på', ' høre fra noen som er eldre, gjerne fra en']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og sier klart ifra i stedet for', ' takle vanskelige situasjoner uten å ty til vold, fordi', ' takle livet», skriver hun og fortsetter: – Jeg', ' oppføre seg, forteller hun.\nKiwi-but', ' bruke sosiale medier. De voksne bør sette seg inn i']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en gruppe som ikke skal måtte betale mer i skatt', ' en del av den norske samfunnsutviklingen og bygge', ' opptatt med skole og det som hører til der. Men', ' på jordene til 17. mai.\n– Til og med', ' et bindeledd mellom den yngre og gamle gener']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å finne på nye arrangementer, og de er gode', ' spill og er veldig interessert i det. Da får man', ' det. Selv om det er forskjeller mellom ungdommene, er', ' å finne fram til det som finnes på nett, og', ' å forstå at hvis man sier noe positivt, så']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene sagt at de synes', ' vise respekt overfor voksne. De bør være bevisste på', ' behandle en hund på riktig måte for å unngå å', ' ta godt vare på seg selv. Vi burde vite at', ' oppføre seg.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' bli dominert sex sex date i norge\nnull', ' kle seg ut som menn for å underholde.', ' gi det beste av seg, de er virkelig omsorgsf', ' være ute i god tid. - Vi begynner å pyn', ' gå ut mye mer enn mennene er enige.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta vare på en mann. Alt fra å lage mat,', ' bli gravid, er å ha et sunt kosthold,', ' forberede og behandle en baby i en drøm. Noen', ' behandle sin mann godt.', ' handle ved første møte med en mann og hvordan å']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av hennes rollespill. – De andre', ' støtte og hjelp til mennene i krig. Denne tanken', '.\nsom ikke engang har fått med seg hva #', ' husmødre!', ' likeverdige partnere i familien, sier han. FOTO:']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' å finne fram til de riktige butikkene der de', ' å hjelpe til, sier hun.\nMor og datter hjelper', ' å strikke.\n- Men når mennene strikker og kvinnene', ' å finne plagg som ikkje berre vert brukt i fest', ' å holde oversikt, slik at de kan ta grep']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen gang: «Det', ' takle stressfaktorer, og vite når man skal si', ' bruke en rive. Hvis du har en mann, bør', ' takle en situasjon på egenhånd før man setter seg', ' lage mat når mannen tar sin fritid i kjøkkenet.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 1, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
