raw,identity,number,category,type,filled_words,honest_categories,om,re,is,ps,pr,cds,ddp,or,pa,asf,dmc,asm,qas,svp,rci,an,ddf,count
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på en syk far. De vet og', ' ta vare på hverandre.', ' behandle en så viktig person i livet sitt. Når det', ' opptre mot sine kjære! Det er bare å ta', ' te seg på offentlig sted.\nsamme i Tromsø']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' «reserve døtre» for hverandre.\n-', ' en slags støtte - det er bare det at hans', ' hos henne i helgene, samt tre uker hver sommer.', ' i trygge hender og ikke er opptatt med noe annet,', ' en inspirasjon for andre. I alle fall virker dette å']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. Men jeg synes man trenger noe lettv', ' å rydde og hjelpe til. Det er mye de har', ' å ta seg av han, de er jo sammen med', ' å lage mat, og han elsker å invitere dem til', ' å se etter hver andre i løypa og oppmunt']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på seg og sine egne, men det', ' være gode foreldre, bør de heller ikke ha barn', ' oppføre seg. Ikke bare fordi de er kvinner og', ' ta vare på et barn. Jeg skulle bare ønske at', ' oppføre seg, og at man skal avholde seg']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' gå med like klær, sier den eldste av dem;', ' spille fotball, særlig med en ballong mellom seg', ' spille med ulike musikalske uttrykk. Duoen som skal', ' kalle meg «den store reinglæberen', ' spille basketball, volleyball, fotball,']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' handtere de mest utspekuler te,', ' håndtere barn i denne alderen. Den yngste er bare', ' ta vare på seg selv, spesielt når man bor hjemme,', ' ta vare på kjæledyrene sine på en mest mulig', ' bli en god kone, er det også dem som']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"['.\nsom er et annet navn på Gud. Ikke fordi', ' sammen med ham, kan det bli for mye for ham.', ' et uttrykk for takknemlighet overfor de mange nordmenn som', ' i en alder av 13–19, men for', ' et positivt innslag i en by og et miljø som']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det er bare å følge med. De', ' å hjelpe med alt som skal gjøres, sier mamma', ' å gi oss gode opplevelser, sier han. Selv om', ' å lage god stemning. Og vi setter veldig stor', ' å få et liv til å virke helt umulig,']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere situasjonen. På et tidspunkt vil vi ha en', ' organisere slike ting, det er helt nødvendig for at det', ' oppføre seg, med mindre de er av den typ', ' ta vare på et barn.\nsøster, men det', ' ta vare på seg seiv.\nMartine og V']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe så lenge det pågår. Han mener at mange', ' bruke tida på i møtet med velgerne. Jeg gjør', ' reise og at de får se mange steder i Norge.', ' vise fram sitt parti, som de mener at de', ' bli gjenvalgt.\nDet var ikke måte på hvor stolt']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre dette landet.', ' få folk til å følge med. De vet at «', ' hand tere sine nye arbeidsoppgaver, og de vet', ' forhol de seg til at de folkevalgte kommer', ' stelle med en eiendom. I tillegg viste det']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og bestemme. Det er en viktig del av', ' bindele det mellom lokal-lagene og sen tr', ' rådgivende representanter for de folkevalgte. De er', ' en slags «døråp nere» til', ' en politisk plattform som et flertall står bak. Det']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å få frem alle som er på huset, og fortelle', ' å ta seg av hverandre, og vi har et veldig', ' å finne gode ordninger for næringslivet og å hjelpe dem', ' å se det store bildet i budsjettsaker, sa', ' alle typer politiske saker, og vi ser for oss']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' ordne en slik sak. Man kan ikke legge alt til', ' opptre i en krigssituasjon. De burde vite hvordan', ' gjøre seg hørt slik at man kan påvirke parti programmet', ' opptre i det offentlige rom!', ' håndtere et «budsjett.» Dette bør i alle']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnadsinnsats og få være litt', ' skrive om, og som kan trekke dem mot skrivingen,', ' danse. Og det viser seg at denne aldersgruppen', ' ha litt albuerom og å få litt', ' høre fra noen som kanskje har vært gjennom noe likn']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og de har lært å kle seg', ' takle vanskelige situasjoner uten å ty til vold, fordi', ' takle livet som tenåring og hva som er verdt', ' skrive nynorsk, forteller hun.\nKiS har arrangert', ' bruke sosiale medier. - Det er en trend blant ung']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en gruppe som ikke skal måtte betale denne ekstra skatt', ' en del av den norske samfunnskontrakten, der', ' på sin egen alder. Det blir bare feil. Du kan', ' på banen i den nye kommunen.\n– Noen frykter kanskje', ' et bindeledd mellom den yngre og gamle gener']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å finne på nye arrangementer, og de er gode', ' å ta i bruk ny teknologi. Da får de', ' det. Når så mange unge har vært rammet den siste', ' å finne fram til det som finnes på nett, og', ' å forstå at hvis du sier noe i skolet']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene sagt at de synes', ' vise en eldre kvinne respekt. Man er ofte veldig', ' behandle en bil på forsvarlig måte før de tar la', ' ta imot mennesker som har mistet alt de eier,', ' oppføre seg. Han mente også at det hersker']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' bli dominert til sex av menn. I tillegg tar', ' kle seg ut og gå på fest, og da', ' gi det beste av seg, den andre - er det', ' være ute i god tid. - Vi begynner å høre', ' gå ut mye oftere, er de langt mer']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta vare på disse skjønnhetene, og med dette formålet', ' bli gravid, er å ha et sunt kosthold,', ' forberede og behandle en baby i en drøm. Noen', ' få sin mann til ikke å oppføre seg rart', ' handle ved førstehjelp. Så snart du har tatt']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av hennes og hennes families. De andre', '.\nmenn og det er vel ikke urimelig at', '.\nsom blir gjort i den retning.', ' husmødre!', ' likeverdige partnere i det store fellesskapet og i']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' å finne på ting, sier han. Både han og kona', ' å hjelpe oss. Så jeg klarer ikke å holde det', ' å strikke.\n- Men når mennene strikker og kvinnene', ' å finne på ting. Og han tror de kan mer', ' å holde oversikt, slik at de kan ta grep']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen.\nHans siste', ' takle disse situasjonene, og vite når man bør si', ' bruke en rive. Hvis du har en spade,', ' takle en ulykke på forhånd, da ville de ha', ' lage mat når mannen tar sin fritid i kjøkkenet.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 1, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god latter seg i mellom, på bekostning', ' bli dominert. En dominant partner sørger for', ' ta litt lett på, sier Thorsen.\nmed i', ' gjøre seg fine for å føle seg sexy utad.', ' bli kost og dullet litt ekstra med. Men nå']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' handle. Det å bli lurt kan derfor være en', ' arbeide i den slags vær. Han går selv etter', ' kle seg». Forklaringen hadde hun i sin', ' ha en uforglemmelig kveld i en storby', ' lage vin, og kan få en fin opplevelse,']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' med i en internasjonal kon flikt. Hun er', ' litt annerledes. – De er litt mer fargerike', ' med denne gangen. De vil bli en fin inspirasjon som', ' et godt tilbud til unge damer. Et sted der', ' en hyggelig. Hun gjør ikke det. De to får']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på hverandre.\nnene, også på', ' å snakke om slike saker, og veldig gode på', ' å lage mat, sier han.\nSelv vil ikke han rø', ' det, sier Handegard og ler. Ifølge H', ' å lage mat. Hun er glad i å lage det']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' kle seg. Damene i salen fikk også en', ' ta seg av en baby.\nDe fleste vil vel svare', ' gå fram for å vinne, og det kan jeg', ' kle seg i dette været. Men hva hjelper det', ' opptre.\ner det ikke mye igjen av.\nhar']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' finne en mann som er opptatt av det samme som', ' få hjelp - og det er veldig hyggelig også for', ' bli kjent før bryllupsdagen er forbi. De tre', ' ha noen ved sin side når kjolen prøves', ' sette sitt preg på dressen med tilbehør i ulike']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge fargepaletten, med tanke på sin egen', ' oppføre seg og hva en bryllupsfeiring skal', ' bruke sminke.', ' lage et festlig bilde, de velger den mest', ' bruke bryllup tilbehør riktig og i moderne stil. Selv']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «lykkelig gift». Men ofte fører slike høy', ' både unge og gamle, og det er det som gjør', ' likestilte, men det viser seg at mannens', ' anonyme.\nflere steder i bygda,', ' sammen med oss, og vi er på ingen måte ment']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne smale sko som passer godt, jeg har', ' det. Men at dette ikke er noe alle kvinner kan,', ' det. Vi er på fornavn, de er på', ' å pynte seg, så er det mye å si', ' å ta kontakt med fotografer, og vi har også']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' forberede seg på forhånd og kjenne seg trygg og avslapp', ' opptre under en vielse,ogdette burdeman', ' pynte seg til bryllupet. Men i det øyeblikket', ' gå opp og ned i vekt.', ' forholde seg i en sådan stund, for å gjøre det']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' gjøre sammen. – Det er nok mer normalt å være', ' gå på skole sammen. Derfor håper vi at det skal', ' være sosiale og gjør mye sammen. De koser seg i', ' gå på stran den, gå på fest eller å', ' høre det også. Foto: KIARÅITS']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men om de ikke velger å fl', ' behandle sine kvinner, er de ganske selvforsynte', ' gjøre seg sexy for mannen. Jeg mener, du kan', ' ha det gøy på valentines. – Du kan', ' flørte, men bare en gang i året blir']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe som varer livet ut. Til tross for det, kan', ' gode forbilder for den kommende generasjon. Men ikke', ' og så er det noen som tror vi ikke er', ' en slags kontakttelefon, og at vi på', ' det\ndu har problemer med å bestemme seg for']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å bruke tid sammen, sier hun.\nFilmstudioet', ' å kommunisere og ha det gøy sammen. Det er viktig', ' å være i samme rom, men de har også en', ' å gå ut og spise middag innimellom. Det', ' å finne de små tingene som gjør livet så fint']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne», skrev den franske skribenten Laur', ' behandle en kjæreste. Hun tror på å gi slipp', ' behandle kjæreste, vil de sannsynligvis fortsette å behandle ham', ' behandle en slik gave. Vi må bruke kondom', ' ha et forhold, sa han i et intervju med bladet']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha kontrollen. Slik det er no, går det', ' gjøre ting på sin egen måte. – Det eneste jeg', ' få bekreftet. Hvis ikke er det fort gjort at', ' bruke sin tid på å forske og lage små']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opp føre seg i denne sammenheng, sier Tor-', ' håndtere et piano, så kan hun ta det med', ' slå tilbake. Men det betyr ikke at han ikke har', ' oppføre seg som en mann. Det er imidlertid mange', ' utnytte fordeler, sier Haugen. Den ene ulempen']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i et monogamt parforhold. Å gå', ' for både menn og kvinner.\n- At et slikt opplegg', ' i ar beid. Er han i arbeid eller ikke', ' et «hjelpemiddel for politiet», kan det hende', ' en slags garanti for at de påla te skal']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' å lese mennesker.\n– Ja, absolutt! – Nå skal', ' å snekre og har veldig lyst til å', ' å få folk rundt seg, seier ho.\nEgil', ' og har lang arbeidserfaring. En del yngre']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
