raw,identity,number,category,type,filled_words,honest_categories,ddf,om,rci,svp,qas,is,pr,an,re,asf,dmc,cds,pa,ps,or,asm,ddp,count
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' oppføre seg.\nmed dem å gjøre, sier hun', ' passe på dem. Det er veldig viktig at dere tar', ' oppføre seg. Jeg mener det er uhørt', ' kle seg for en vinteraktivitetsuke.\nMIL', ' ha det gøy. Og de har tatt imot det']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et samlende og utviklende forum, men i', '.\ntiltak for å styrke foreldre nes kompetanse.\n', ' en viktig faktor i utvikling av barnas språk og k', ' et til bud til de gravide uten særlig nettverk,', ' en hjelp og støtte i arbeidet mot den seksuelle vold']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle sine unger at en ikke kan kjøpe seg', ' å stille opp når elevene drar på tur til steder', ' det, sier hun.\n- Hvordan skal dere få det til', ' å lese barnas tegninger. Dessuten er det lettere for', ' å aktivisere ungene, samtidig som de seiv kan']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å holde ungene varm, mener K', ' ha det morsomt og trives, og han snakket om', ' beskytte de nyfødte fra å miste hodet på grunn', ' handtere det hvis en liten gutt eller pike', ' lage til baby.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' leke med dukker og går i dukkeselskap.', ' være kreative.', ' ha det ryddig rundt seg og går ikke på', ' jobbe med dyr og får tid til mye annet også.', ' synge i kor. Men både han og sønnen har']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta det. Situasjoner som dette er en del', ' ta seg av sin mor.\nHelst en med', ' få til et perfekt julehus. - Vi er veldig', ' opptre mot sine medmennesker.\nDet er bare en del', ' te seg på et julebesøk, og i løpet']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' «lette mål». For å sikre at kvinnene', ' en slags erstatning - ved siden av sin egen og', ' en trøste bok. Forventningene man hadde', ' i trygge hender og at hun derfor seiv skal ta', ' en inspirasjon for andre. I alle fall virker dette å']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. Men jeg synes jeg er flinkere til', ' å rydde og hjelpe til. Det er jeg veldig takknem', ' å ta et steg tilbake, de er gode til å', ' ski, og det er et stort ønske om å', ' å se etter hver andre i løypa og oppmunt']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på et hjem. Et hjem der de to', ' være en voksen.\nstarter å drikke når man', ' oppføre seg. Ikke bare fordi de måtte ha kjent', ' ta vare på et barn. Jeg skulle bare ønske at', ' oppføre seg mot hver andre i et hjem. Man']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' gå på ski, sier den eldste av dem;', ' spille fotball, særlig med en ballong mellom seg', ' spille med ulike musikalske uttrykk. Duoen som skal', ' kalle «pippivirvar».\ng', ' spille basketball, volleyball, fotball,']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' handtere de mest utspekulerte pasienter', ' håndtere en brannslange! foto:\n■ På', ' ta vare på hverandre. De to søstra ne har', ' ta vare på en baby. Susi hjelper til', ' bli en god selger. - Vi elsker salg og']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"['.\nsom er et stort prosjekt ved siden av både', ' en del av hverdagslivet. Søsteren min,', ' et treffpunkt for ulike grup per, ikke', ' et springbrett for dem som ønsker å lære seg', ' et pustehull i bybildet og kan bli']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og flere av dem har gjort det svært', ' å hjelpe medelevene sine opp og frem, ikke', ' å gi oss gode opplevelser, sier han. - Det', ' å lage god stemning, og vi håper de som', ' å få med seg folk.\nSøstrene er en']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere et slikt «søppel». De skulle kunne', ' være mot hverandre.\nandre jenter, ikke minst om', ' oppføre seg, med mindre de er av den typ', ' oppføre seg. Så jeg ble veldig glad da jeg', ' oppføre seg på nettet. De vet at ikke alle']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er jo også slik at enkelte par', ' bruke tida på å snakke høyt om «det å', ' reise og jobbe mot. De er dessuten opptatt av', ' vise fram og for teUe om den gode', ' bli kalt «utbrytere». Foran land']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre dette landet.', ' få folk til å følge med. De vet at «', ' handtere slike saker. Han mener kommunen ikke skal bli', ' forhol de seg til en slik debatt. Men', ' re gulere trafikk når det blir for mange biler']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og styre. Det er en viktig del av', ' bindelekk mellom lokal-lagene og sen tr', ' rådgivende representanter for de folkevalgte. De er', ' en oppføl ger til tidligere utredninger som ligger', '.\n- Det er mye enklere å legge til rette for']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å formidle sine budskap. – De er veldig gode', ' å ta seg av hverandre, og vi har et veldig', ' å finne gode ordninger for næringslivet og at kommunen ser', ' å se det store bildet i sin vurdering av skole', ' alle områ dene.\n– Vi ønsker oss en god']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' gjøre det når noen av dem kommer i skade for', ' opptre i en krigssituasjon. De er ikke ut', ' gjøre det og hva man skal gjøre med folk som', ' opptre i det offentlige rom.\n- Vi ser at det', ' håndtere et møtepro gram? Ja, den siste på']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnadsinnsats og få være litt', ' skrive om, og som kan gi dem mulighet for å', ' synge. Og det viser seg at det kan være', ' møte opp og lære. - Det er også en', ' høre. Og så er det viktig at de som']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og de har lært å kle seg.', ' takle vanskelige situasjoner uten å ty til skjellsord', ' takle livet som tenåring og hva som er verdt', ' skrive nynorsk, forteller hun.\nKlassen har også', ' bruke dem, som en viktig årsak til å bruke dem.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en bru bygger mellom generasjone ne, samtidig som', ' en del av den norske, kristne tro. Hvis', ' på sin egen alder.', ' på banen i den nye kommunen.\n– Noen frykter kanskje', ' et bindeledd mellom den yngre og gamle gener']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å finne på nye arrangementer, og de er gode', ' å ta i bruk denne muligheten. Da får de', ' det. Når så mange unge spiller fotball er det viktig', ' å lage nye plattformer som tar hensyn til deres', ' å holde smittevernet i sjakk. Mange har kommet']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene sagt seg enige.', ' vise respekt overfor voksne. De oppfører seg ofte som', ' behandle en bil på forsvarlig måte før de tar la', ' ta imot mennesker som har mistet alt de eier.\nEn', ' oppføre seg.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' komme tilbake til en god handel i butikken, sier', ' kle seg ut og gå på karneval,', ' gi hverandre en oppmuntring i julestria.\nB', ' være ute i god tid. - Vi begynner å pyn', ' gå ut og kose seg litt, er de langt mer']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta imot nykommere med åpne armer.\nde', ' bli gravid, er å lure mannen sin til seng', ' bli kvitt dem, sier han og ler mens han r', ' få det til. De vil ikke være sånn som dem,', ' klare seg selv. De er flinke og dyktige. Å']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av hennes og ektemannens forretningsmessige', '.\nmenn og kvinner kan snakke i forsamlinger. De', '.\nsom blir gjort i et slikt tilfelle er å', ' husmødre!?', ' likeverdige med han på hans felt. Den store']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' å finne på ting, sier han. Både han og kona', ' å hjelpe til, sier hun.\nMor og datter hjelper', ' å strikke.\n- Men i det siste tror jeg folk', ' å finne alt som trengs. Vi er i en', ' matla ging, og er svært musikalske.\nMus']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen.\nHamid', ' takle de vanskelige situ asjonene. Å ta seg', ' gå frem både med penger og pene ord. Jeg', ' takle en situasjon på egenhånd.\nkan bli med', ' lage mat når en tar hensyn til alle typer di']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god latter seg i mellom, på kveld', ' bli tatt på av gutta.\n-1 hvert fall når', ' ta en tur ut! Ta med deg handarbeid,', ' arbeide sammen og at de har en fin tone seg', ' ha det rolig i helgene, men de tar gjerne']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' lage en flott ramme rundt denne festdagen. Med', ' bruke de små maskinene på kjøkkenet. Det samme', ' kle seg. Ihvertfall synes ikke vår husd', ' kle seg til vinteren.', ' få til en riktig god kjøttkraft. Her gir']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en vennetjeneste. Når det likevel utvikler seg', ' litt an derledes, de er ikke helt like', ' en arena for inspirasjon og skaperglede. -', ' et godt til bud - ikke bare til de som', ' en hyggelig ramme rundt den årlige middagen i F']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på hverandre.\nnene, også på', ' å snakke om andre ting. I vår familie går ingenting', ' å lage stemning fra start, og tar ledelsen 2', ' og har gjort seg mange erfaringer med.\n- Jeg tror', ' å lage mat. Kanskje er de best i regionen.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' arrangere en utstil ling, og når vi får', ' gå fram for å kunne nå det rette punktet på', ' få seg tak over hodet. Ikke en eneste en', ' kle seg i dette været. Men hva er nå', ' opptre en dag som denne. Det må vel ha vært']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli pyntet og å være prinses ser,', ' få hjelp - og det er veldig hyggelig også for', ' bli pyntet opp og gå «babyd', ' ha noen ved sin side når øyeblikket skal forev', ' sette sitt preg på dressen med tilbehør i andre']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. De er alltid så pene i', ' oppføre seg når man går opp kirkegulv', ' bruke sminke.', ' opptre under festlige anledninger.', ' oppføre seg på den store dagen.\nav bryllups']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «lykkelig skil te».', ' både som et lite friminutt, samt som en', ' likestilte, er det ikke slik.\nvenner', ' an onyme og en representant for hele befolk', ' en mot vekt til et samfunn der det er om']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne smale sko som passer godt, forteller de', ' det. Men at dette ikke er noe alle kvinner kan,', ' det. - De har stor omtanke for kjæ', ' å pynte seg, så er det mye å si', ' å ta vare på øyeblikkene og ikke tenke så']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når brud gommen skal forrette', ' opptre under en vielse, sa hun. — Og denne', ' pynte seg.\nHÅR OG KJOLE OG', ' gå opp kirkegulvet uten å skli. -', ' forholde seg i en sådan stund, for å fremstå']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' tro at ikke jeg er sånn som jeg faktisk er,', ' pynte seg. De skal gå gjennom «en liten', ' være i sentrum.\nkere som gjør at folk', ' gå på kino og spise middag på restauranter sammen. FOTO:', ' høre! På de fleste stedene som er lagt ut']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men ingen av dem kan danse.\nD', ' gjøre det. Da blir de ekstra glade om vi lager', ' gjøre seg sexy for menn.\n- Jeg tror menn er', ' takle livet som nybakte foreldre og en hekt', ' flørte, er det noe rart at flere blir']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare venner, men i en situasjon hvor', ' gode forbilder for den kommende generasjon. Men ikke', ' et symbol på noe evigvarende. - Han har', ' en slags videreføring av den svenske filmen «Tur', ' det også.\n– Ikke noe av dette er noe jeg']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' en-til- en samtaler. Det er mye god', ' å kommunisere og ha det gøy sammen. Det er viktig', ' et eller annet vis, sier han og legger til', ' å gå ut og spise middag innimellom. Det', ' å finne de riktige stedene for å vise fram den']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
