raw,identity,number,category,type,filled_words,honest_categories,or,asm,an,cds,pr,asf,qas,dmc,ddf,pa,ps,om,is,re,rci,ddp,svp,count
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være hjemme i leiligheten. Da har de alltid en', ' ha sex med mange partnere samtidig. Dette er altså ikke', ' henge med hverandre og vil bare fortsette å være det.', ' se på folk kliner og litt mer! det', ' reise langt vekk og være for seg selv.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' takle den fryktede ""tilbakeslaget.', ' håndtere kjærlighetssorgen? Det er et stort spørsmål', ' ta hånd om og behandle hverandre med respekt i tillegg', ' ha et lykkelig og sunt forhold, og hvordan man finner', ' gå fram for å få en jente på kroken,']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' forelsket | 2020\nFolk trenger ikke å være forelsket', ' sammen med deg, til du har gått bort i død', ' sammen, og ingen annen"". Etter at de to møtt', ' sammen.» Han har lagt merke til at når to', ' en romantisk gest, men de ofte føre til frust']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' hvert sitt felt, svarer Ronny Kjelsberg', ' forskjellige ting. Jeg er litt overtroisk så om', ' banen. Vi snakker selvfølgelig mest om handball når', ' å rose den andre. Hun er åpen om psykisk uh', ' å holde på med sosiale medier, noe som passer godt.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle partneren: – Du bør tenke over om du', ' snakke godt med en venn, og det kommer an', ' bruke kondom. Men det vil ikke si at', ' behandle et barn. Å, nei, men du aner ikke', ' ha det moro i sengen\nKvinner i livet mitt']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke om alt og ingenting! Han kan prate', ' holde seg i form og han tar gjerne med seg', ' holde det ryd dig rundt seg, sier Tangerud', ' lage mat, som kan kose seg på kjøkkenet. Når', ' lage mat, er han på den rette plassen. Mat']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en kvinne etter en one night stand ytrebygda', ' bruke tornene på rosene til å gjøre', ' utnytte den og få noe igjen for slitet. For', ' lage middag.', ' gi en kvinne orgasme - askmen\nHvordan']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de norske styrkene. Foto:', ' en slags motpol til den første filmen om B', ' et bidrag til utvikling av norskspråklege termar', ' forbilde også for kvinner.\nSTORSLETT', ' det eneste av sitt slag. – Vi tror dette']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' slike ting. Han har allerede kommet med forslag til hvordan', ' de lange løpene. Han hadde nest beste etapp', ' å lage mat, men å bake er han ikke så', ' planlegging og har gjort denne jobben bra i samarbeid med', ' å skape god stemning og få fram det beste i']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre i en gitt situasjon på en arbeidsplass. Og', ' håndtere en slik situasjon.\ngynteå slå', ' kle seg i en snøstorm, sa han.', ' kjøre på glatt føre, sa den rettskynd', ' behandle en kvinnes hår. Hun skal selvfølgelig kjenne']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' si det selv. Det eneste han har igjen i livet', ' bygge opp og skape god stemning. - Jeg får', ' kjøre i spor –da sporer han ofte av', ' fortelle at vi ble etablert i et samarbeid med de', ' lage dem så store som mulig.\n– Størrelsen']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' be handle en spade, forteller Sti gen.', ' vinne, men ikke hvordan man spiller.\nKongen og', ' takle utfordringer. I tillegg liker jeg å jobbe med', ' nå fram i et nytt marked, sier Sulen', ' feire en scoring.\n– Det har jeg vel gjort']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' i godt humør, slik at moren kan bli glad', ' en av de mest populære figurene i Disney-', ' sammen med deg? du må ta sjanser |\nDu', ' der en tid, da er det jo bare rett og', ' «frikjøpt» i sin nåværende jobb']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' den type kamper. – Det er en kamp som', ' å sette sammen ting han synes er kult. Sånn', ' å få til ting på kort tid med relativt små', ' å gjøre slike ting. Han gjør det ikke for å', ' scenen, skriver juryleder for Spellemann']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere en slik situasjon, med så mye mennesker på', ' komme seg unna en slik situasjon.\n– Da burde jeg', ' oppføre seg i et selskap, men hva mener', ' løse dette på best mulig måte. Dette kan føre til', ' oppføre seg i slike situasjoner, men samtidig er']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' kle seg som en gammel dame, og broren', ' kle seg i døtrenes klær. Derfor var', ' lese høyt for barnet mens det er en del av', ' ha kontroll. Moren vil gjerne at barna skal', ' snakke med henne, det er det ikke tvil om, tenkte']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det i hverdagen, sier hun.\nMamma Helene', ' behandle slikt noe. Men han kan jo ha lært noe,', ' handtere denne situasjonen. Det er viktig at man', ' få folk til å le. – En jeg hadde', ' håndtere det på er å spille veldig tøff og late']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' av det hyggelige slaget: – Jeg kunne selvfølgelig ha', ' den samme som den vanlige.', ' en viktig bidragsyter. Jeg mener derfor å ha', ' en støtte til barna, som blant annet skal brukes', ' «litt skummel», eller «skremmende']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men han har vært litt uheldig i noen', ' fotball og har vært både dommer og fotball dommer,', ' det. – Jeg synes det er fint å prøve å', ' kjøkkenet, så jeg er veldig opptatt av å finne', ' dette og eg er veldig lærevillig, seier 15']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle en lanse. — Ja, det vet jeg', ' behandle slike instrumente og at han ikke burde ha', ' handtere en hund i forhold til en så liten', ' gjøre dette. Forleden dag var det en mann som', ' oppføre seg når man går i byen.\nfar']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' løpe er det lett å trene sammen.\n– Jeg er', ' være med i traktoren med pappa. Foto:', ' være ute, men hun går sjelden de tre milene', ' være med på alt av gjøremål, og er', ' kalle «drømmetomta». – Er']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' skape en slik stemning. I så måte ble det', ' føre seg som gentleman og det kan være', ' behandle sin far. I dette tilfellet er det snakk', ' få seg litt av en heisatur. For', ' te seg mot kvinner. - Sønnen min er veldig']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' en film for voksne. Det er også en film for', ' en del av den store fortellingen om det nye', ' en hyllest til det arbeidet han mener de ansatte', ' et lite spark bak.\n- Forhåpentligvis vekker', ' en positiv ressurs og støtte i hverdagen til demente']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' fotballbanen. Men på den andre siden kan jeg', ' å lese kroppsspråk.\nDet er ikke første gang', ' sitt instrument, så jeg er både letta og', ' gitar, og han hadde så lyst til å lære', ' å skrive søknader og på å skaffe penger, sier han']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' oppføre seg på et uteste, sier hun, og', ' behandle en bil.', ' lage en kopp te, eller gjøre på kjøkkenet.', ' oppføre seg i klasserommet. Hun fikk til', ' te seg i situasjoner som han er havnet i. Vi']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' holde på med sitt.\nmen det er så lite', ' ha ting å gjøre. De setter ikke bare av helg', ' gå på ski! Det er en glede å følge', ' være ute. Men så lenge en ikke blir så fort', ' snakke i mobilen hele tiden når han er med venner']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' få et godt resultat. – Jeg gjør jo det samme', ' få folk til å bli interesserte. Bare etter fire', ' more seg. Det gjør også de voksne som er med', ' leke med de andre ungene. Jeg synes det er', ' holde publikum i ande.\nDet er forresten flere av']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' hans livsvitne, han skal gi ham kunnskap', ' den perfekte kjæresten for den bort skjemte jenta', ' en spenningsfilm, og så er det bare', ' en hyllest til de døde som ikke fikk egne', ' til.\nover hva de er med på, så for']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' å tegne og å skrive, så han synes det', ' det han gjør, og han utvikler stadig sin egen fotball', ' hodet.\nom det er noen grunn til at jeg', ' å skjule følelser, sier moren til Moss Avis.', ' å «calle callen». At de andre']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' oppføre seg i et klasserom, så man har', ' gå fram når man skal ha sex med en part', ' ta seg fram, til tross for den lange strekningen.', ' oppføre seg mot damer. Jeg vet ikke om', ' oppføre seg overfor de eldre. Er det virkelig']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' reise rundt og oppleve ulike byer.\n– Det er kjekt', ' leke med. Det er mye latter i huset, for lille', ' gå opp i høyden. I fjor sommer satte de', ' gå med lua som et skall, et bol', ' drive med sport. FOTO:\nde hadde lyst']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' forholde seg til de rundt seg, eller hva folk forventer', ' tømme oppvaskmaskinen. Alle har sine sterke', ' gjøre ting uten å få problemer.\nBokstavtro', ' skaffe seg mat. En av hans store lidenskaper er', ' oppføre seg mot kvinner. En dag dukker det opp']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en støtte spiller i forbindelse med den mye omtalte dop', ' en «rett frem»-krim hvor det handler', ' en viktig brikke i en film som handler om', ' med i en kampanje mot rusmisbruk og ungdom', ' et anker for hans familie. Men når hans eldre']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' skatebo ard og har en egen skater', ' langrennski, og da må jeg jo holde han', ' å lage fine ting av. – Han er veldig flink', ' skateboard, legger Rashad Elkad', ' kjøkkenet.\n– Det var jo slik at når han trengte']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg i de enkelte situa sjonene.', ' bruke en mobil. Det var jo derfor den ble', ' behandle en mann som har reddet livet hans. Selv om', ' oppføre seg overfor en kvinne som han. Han tar', ' behandle en pike. Man skal gjøre ære på']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' drive med musikk og ønsker å drive med musikk i', ' se på når de trener. – Dette er et', ' være aktiv, men ikke for aktiv.\n– Jeg trives', ' fortelle om seg selv. Nå har han også fått bok', ' si.\nvært et år med både opp-']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' være morsom. Når alle får vite hvordan hun faktisk', ' håndtere press i slike situasjoner med så viktige kamper.\nB', ' bruke «likerknappen» på Facebook.', ' snakke på sosiale medier, og at han er der for', ' få i stand en god fest, og alle var']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' et bilde på den arrogante holdningen til', ' i samme gate.\n- Alle karakterene i boka bor', ' en snill type menneske som skal ta seg av jenta', ' et sted for demensteamet til kommunen å', ' mor somt, men er mer en halvhjer']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' å gjøre ting med god smak. I fjor kom', ' er å lese hunden.\n– Jeg kan se på hunden', ' både å lage mat og bake. Det var i', ' å laga mat. Det har medført til at dei', ' «å se» mennesker. – Det skal ikke mye']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 1, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' opptre som stor eier, og derfor vil jeg lytte', ' unngå å bli forkjøla.\nTirsdag morgen ble det', ' bruke en hjertestarter.\n– Han brukte hjertest', ' oppføre seg i en begravelse. En begravelse', ' handtere en skrekksla gen liten jente']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' pynte med farger.\n– Jeg har en del blomster', ' overraske meg med de vakreste gavene og jeg', ' dra henne i flettene om morgenen.\n– Det har', ' eksperimentere med sex, men han skal ikke ha', ' gå lange turer om morgenen. Men det må vel']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' underholde sine gjester. Det fikk vi et sole', ' gjøre jobben, og med god veiledning går det greit', ' sette pris på kvinnen.\nenorm pris på henne,', ' gå ned i vekt – Page 40\nekteskap', ' forføre en kvinne. I hvert fall har mannen']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' den man vil gå til for trøst og støtte', ' hos henne til slutten av året, mens hennes amerikanske vis', ' lykkelig - over tid - Bloggen\nHer er hvordan', ' den viktigste støtten man har i et ekteskap. Dette', ' en kvinne. Denne gangen har han funnet seg en']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
