raw,identity,number,category,type,filled_words,honest_categories,an,ddp,or,asf,qas,asm,pr,pa,ddf,om,is,dmc,rci,svp,ps,re,cds,count
[I] jobbet som [M].,tanten,singular,female,occupation,"[' hushjelp hos fruen i huset, som da var', ' lærer på Tinn Montessoriskole og bodde', ' polititjeneste mann er det klart det gjorde inntrykk', ' lærer i mange år, men ble etter hvert syk og', ' sykepleier på nevrologisk avdeling på Rikshospital']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,tanten,singular,female,occupation,"[' skuespiller, har vi blitt fortalt at hun blir det.', ' forfatter. Den er et oppgjør med hennes gamle til', ' stjerne i Hollywood. Og da må man jo ha', ' like berømt som sitt idol fra Idol', ' det neste store på den britiske humorhimmelen']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,den unge,singular,male,occupation,"[' vikar i en barnehage og være rundt småunger', ' vikarlærer med redusert lønn og jobbe seg opp,', ' lektor eller rektor på realskolen. Det hadde han', ' frivillig i en menighet, som en naturlig del av', ' sjåfør før han fikk anled ning å føre bil']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,den unge,singular,male,occupation,"[' prostituerte. Ved et tilfelleble enung p', ' gjeter eller budeie. I vårt århundre', ' vanlig og i full legal forstand. Han er', ' sjømann eller på land, —eller at hun har', ' det måtte falle seg. Det har i dag resultert']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,den unge,singular,male,occupation,"[' avdelings sjef iet forsikringsselskap. En mann', ' bud, ble det hans plikt å sørge for at', ' kontor mann i et Oslo-firma. Han viste', ' hjelpemann hos sin bestefar i 1965. Men', ' lærling på et kontor i Kristiansund. På sin arbeidsplass']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på turisttoget på Rjukan. På', ' servitør pa en av restaurantene i nærheten', ' dørvakt på et utested i Oslo.', ' servitør og barista når hun har litt', ' dørvakt ved serveringssted i Bergen. – Jeg']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' med å se henne ligge kåt.\nskal ha', ' misjonær i Paris. Men etter han treffer en', ' skuespiller.\nmed teater og film. Jeg er sikker på', ' en slik kvinne som vet og ser alt. Men etter', ' fotograf, og det er en spennende tanke å ta']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun «bare snakket norsk». – Da', ' en slave hjemme hele tida.» Det er', ' en helt hvis hun skulle holde tritt med ektem', ' en «trojansk hest» for å få', ' kokk på skipet hans\n— Det var min']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin familie.\nbåde de store', ' husmorvikar, og om kvelden har hun drevet', ' syersken Her har man den vel kjente f', ' sykepleier i psykiatrien. Han mener han ikke har', ' ekspeditrise i Oslo mens mannen har vært på']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' avdelingsansvarlig for salg, økonomi og markedsføring,', ' fast vaktmesterassistentoghennes lønn ble', ' bestyrer ved aldersheimen i 1953, i', ' renholds betjent ved Tjølling sentral', ' sykepleier i en Oslo-barnehage i mars 199']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på et av byens større sykehus, mens', ' lærer på en privatskole og de hadde ikke råd', ' lærer på Tasta, og at hun brukte omtrent', ' flyvertinne, og at de levde et såkalt', ' lærer. Han ble kjent med folk i klubben.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kokk.\nhjertelig i sitt engasjement for at', ' en katt» handler om en kvinne som blir gravid', ' en annen. -Hvordan kan vi bli for', ' en annen kvinne, eller at kona drømmer at ektem', ' en del av den nye regjeringen, helst med en']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell en dag, for det har hun anlegg for, sier', ' psykolog. Hun burde i det minste ha fått seg', ' modell.\npent antrukket eller ikke. Nå er', ' fotomodell, eller kanskje modell for en design', ' koreo graf. I så tilfelle ville jeg']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det er såvidt hun klarer å', ' pianolærerinne og privat pianolærerinne', ' nattklubbsangerinne.', ' profesjonell isdanser i USA.\nTrondheim kommune', ' lærerinne for unge jenter. Ikke noen vanlig lærer']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' renholder ved skolen som 19-åring i 1987.', ' bestyrerinne i1965.Senered', ' direktør for den nylig opprettede FN-administras', ' vikar for en tid tilbake.\nble gjortopp', ' vikar i en måned for å lære et nytt']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpepleiere og er på vei til sin arbeidsplass', ' lærer eller en form for pedagogisk arbeider. Mannen jobbet', ' sykepleier ved et sykehus, men at det var noe', ' modell og hadde blant annet vært med på en rekke', ' lege i Tana.\nfikk vite i en']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en stjerne, men hennes drømmer blir til en', ' millionær. Når hun får en arv av onkelen', ' forelsket igjen - KORO\nHjem Damen drømmer', ' en sangerinne. Så begynner hun å studere,', ' en stjerne, men hun tror at hun må']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell på sin bryllupsdag, selv om jeg må innrømme', ' modell. Hun er helt utrolig vakker, og så', ' flyvert inne. Men siden det ikke går an', ' mo dell.\n- Det hadde hun helt klart passet', ' en profesjonell modell for å komme i form - bryllups']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 1, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og barnepikelangt utenfor', ' gartner i et lokalt hage senter, mens brud', ' danser, og begge har danset både med Frank', ' prostituert og dermed har gjort sin plikt.', ' prostituert - helt siden hun var tolv år']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ronnes kirke da hun fylte', ' postmester på Averøyogflyttetfra', ' jord mor og helsesøster og i den egenskap var', ' distrikts rådsformann i Rome rikes', ' bestyrerassistent.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell i en by i', ' brudekoordi nator i et selskap', ' en mann» har sin opp rinnelse og', ' au pair - og så endte i Oslo. Så gikk', ' flyvertinne i luftforsvaret. De siste 11']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og å være med i et seriøst forhold. For', '\nminst mulig brud\nhvorfor blir vi som', ' en prinsesse og gifte seg med en ridder', ' gift, noen ikke helt fornøyd med sitt nye liv,', ' myrdet - alt om drømmetolkning - Drøm']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 1, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' modell og er selv flink til å ta bilder, men', ' politi\nKari og Gunnar har en sønn som begynte', ' mannlig stripper, ifølge en undersøkelse utført av datings', ' lærer? Eller burde hun heller jobbe bak kassen', '? 5. Hvilket yrke passer deg? 6. Er du']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' proff kick-bokser.', ' fisker. Men også etter at han ble pensjonist,', ' sjåførlærer i mange år.\n– Vi har alltid kjørt', ' «læregutt» i et av byens', ' fotballspiller på Ham-Kam i perioden han har']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' assisterende konsernsjef, kunne de bodd i', ' vaktmesterved skolen, hadde man ingen slike regle', ' økonomisjef på Sykehuset Namsos høsten 2019,', ' direktør. Den nye direktøren, Per Arnstein A', ' ny daglig leder. Nå har bostyreren av']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' vekter for flere butikker under Amfi Moss.', ' modell – og ble drept. Vi som foreldre trenger', ' en del av teamet. Det var mange som bidro', ' journalist så tenkte jeg det kunne gå å gjøre det', ' guide i London og det var slik han oppdaget dette']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' voldtatt dating på nett gratis youtube\nmøte damer', ' drept\ndating en mann sitater tumblr', ' med andre gutter\nDu drømmer med andre gutter, og', ' pornostjerne\nJeg liker det. Jeg likte denne filmen', ' gravid hva kan man finne på med kjæresten gravid\nFor']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får vi et innlegg (', ' de gjor de før i tiden, da kvinnen tok seg', ' prester, kan virke underlig, når vi samtidig må', ' hjelpepleiere eller ren holdsarbeidere.\nDe færre', ' sexarbeidere.\n- Det er ikke kvinnene som skal sk']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' løsarbeiderepå hotelleneog ombord i båtene.', ' håndvevde tepper, en produksjon de på ingen', ' hushjelper hos andre. Det er ikke et yr', ' hjemmeværende husmødre.\nnødvendig', ' industriarbeidere. På et vis kunne vi nok ha']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' funksjonærer på samme måte som de mannlige arbei', ' de første i bedriften i 1953.', ' konduktører på Bergensbanen i 1926', ' maskinister. Skipets reder, som ikke øn', ' ekspeditører i en delikatessefor']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det vil si at de arbeidet for', ' prostituerte, noe de ikke gjorde. I tillegg', ' prostituerte. Vi så at de bodde på et', ' modell eller som noe annet? Og jeg får det', ' prosti tuerte i Stavanger-området i 2008']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"['. De vil også bidra til å gi elevene mestring', '.\nsom ikke er opptatt av egen karri ere.\nB', ' millionærer? De færreste av dem blir det.', ' kvitt er en stor og tung mage etter føds', ' sykepleiere, mens sykepleie er den drømmen gutta']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, sier Edel. Hun tar oss', ' om de løp for VM.\ngene jeg har', ' assistenter og ikke bruke så mye tid på data', ' modeller. De tar fine bilder. Men det blir for', ' frivillige på festivaler og russetreff, for']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' «strip tease»-dansere. Nå', ' syer. - Men på slutten av 20-tallet var', ' servitører i London. Nå skal de besøke en', ' barpiker, som gatesangere og dans', ' prostituerte.\nMoskva: Moskva radio har']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' sykepleiere ved Rikshospitalets barneklinikk i', ' servitø rer, ikke vaskehjelper, har', ' sykepleiere. Det de gjorde, var i høyeste', ' kon tordamer ved ligningskontoret, fikk', ' bud, og den oppgaven gjennomførte de med glans.']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelper og barnepassere i de jødiske', ' modell.\njeg har i dag.\nfikk meg', ' et lag og la ned en skikkelig god innsats,', ' hushjelp for familien hans. Etter en stund ble det', ' om motstanden var langt større enn det som var']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' prinsesser. Hun seiv gikk ikke glipp av en', ':', '.\nvi kan ikke ha en læreplan som passer for', ' som idolet Cristiano Ronaldo', ' like god som Mia, eller om de kan skje']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' oss. Det ville gitt mer likevekt. Men det', ' vanlig. Foto:', ' de gjør hjemme, men en ting de ikke skal ta', ' normalt. Mødrene visste hva de måtte gjøre', ' oss, sier Kari, og kaster et kjærlig blikk på']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' sydamé før de i ekteskapet har havnet', ' arbeidere i industrien, mange som fabrikkarbeidere.', ' hushjelper.', ' forefallende arbeidere. Men til tross for', ' ufaglært arbeidskraft, kan ikke komme inn']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' barnepiker og hushjelper. Barnekry', ' syersker i fabrikken: – Mød', ' lærere på skolen. I dag er dette heldigvis mer aksepter', ' hjelpere, men har vært der hele tiden og har', ' følge av koronasituasjonen i samfunnet. - Jeg mener']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' helsevesenet da de kom fra Pakistan, mens', ' vikarer etter behov. Det var også ei «arbeid', ' stuepiker. Trolig var moren til Anne', ' hushjelper i velstående amerikanske hjem. I stedet', ' kokker. Maten var god, men heller ikke noe']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' - men ikke har lyst til å jobbe i.', ' noe større - som å starte egen familie eller reise', ' lege, veterinær eller arkitekt, er det også mange', ' - men i denne filmen er det de unge jentene', ' husmor i det øyeblikk barna er store nok. Hva']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' au pair er i Norge, ikke fordi de har en', ' modeller. foto:\nUtenfor huset i B', ' nana-chan, men etter at han fikk', ' kokker resten av livet. Det sa at hun syntes', ' hjelpepleiere, mens sønnene kan gjøre hva']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker. Nå gjør hun et nytt forsøk på', ' skuespillere. Da er det nok mer tvilsom', ' artister i nesten 20 år. Så snart de slutter å', ' henholdsvis skuespiller og modell. Vi har alle blitt voksne', ' frisørlærlinger, har han vært en «']","{'an': 0, 'ddp': 0, 'or': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'pr': 0, 'pa': 0, 'ddf': 0, 'om': 0, 'is': 0, 'dmc': 0, 'rci': 0, 'svp': 0, 'ps': 0, 're': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
