raw,identity,number,category,type,filled_words,honest_categories,rci,asm,pa,is,dmc,om,or,svp,pr,asf,an,qas,ddp,ddf,cds,re,ps,count
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke», sa en annen med en stemme', ' takle menn.\nmenn og gjøre så mye ut av', ' gå frem på de forskjellige trinn av forplantningen', ' takle en ulykke på egen hånd. Så vær så god,', ' lage mat når det er lite mat i huset. Men']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' lese, men de leser ikke så mye. I kveld', ' bli tiltalt på en helt annen måte, »svarte', ' ta en cocktail før middagen mens her', ' arbeide sammen.\n— Jeg kan ikke se noe som viser', ' sladre om når de møtes i bakromm']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' handtere ham.» «Han kan ikke fordra', ' bruke de små grå. Og da den fbr', ' kle seg. I stedet for den tunge kjolen hun', ' oppføre seg og hva man skal si til en', ' oppføre seg, og at en invitasjon til et']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en morsom, lettlest bok for alle som liker', ' morsomme og lattervekkende.\nmed sin humoristiske', '.\n«Mine damer og herrer, som jeg s', ' morsomme og lett gjenkjennelige, ikke dypsind', ' en hyllest til den klassiske romantiske litteraturen.']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta seg ut på TV i de mest fl', ' å snakke om andre folk, om hva de drev med,', ' å rope fra hustakene, så vi tar', ' hår. Hun fletter og fletter og holder', ' mote. De er veldig pene. Veldig sexy.']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' arrangere blomster.\n— Å, jeg vet ikke, jeg, sa', ' ta seg av en baby.\nDe lot henne endelig få', ' gå frem i et slikt tilfelle.\nHun holdt pusten', ' kle seg.\nHun smilte for seg sjøl der hun', ' oppføre seg. Jeg mener, vi må da ha noen']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' finne, ikke sant? Søte saker er jo', ' få hjelp - og det er i grunnen det beste', ' bli pyntet opp og er mer villige til å', ' ha på deg - i bryllupet mitt. Jeg', ' sette sitt personlige preg på kjolene i bru']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge den riktige brudekjolen. Alt er', ' oppføre seg og hva en bryllupsfeiring skal', ' bruke sminke. De skal prøve sminke for første', ' lage et festmåltid og de er også kl', ' bruke, men de er ikke de eneste som har']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «lykkelig alle sine dager». I likhet med', ' både små og store, elegante og enkle. Og', ' like forrykende som selve bryllupet, og i', ' anagrammer av navnene til foreldrene til bru', ' en bryllupsgave til bruden på selve bryllupsdag']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å bli smidd i hymens lenker,', ' det. Men han kjenner dem ikke like godt som meg,', ' det. Han var på vei til å ta en bit', ' å lage mat. Men så er det jo bare det', ' bryllupsfesten. Hvis du har en fin kjole.']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' forberede seg på sine egne brylluper. Derfor har jeg', ' opptre under en vielse, hvordan man skal gå opp', ' pynte et bryllup. Det ser ut til at', ' gå opp midtgangen ien kirke, og hvordan', ' takle det å bli truet og forfulgt. Vi']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' bli sett på.\nDet er bare to typer kvinner:', ' gå på skoleball og sånt, men det gjør', ' være i sentrum.\nKjærestepar er gjerne', ' gå på kino og se actionfilmer og sånt.', ' høre det.\n«Den låten der er egentlig ikke']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' bruke dem. Og det er nettopp det dere gjør.\nD', ' elske.\nMitt første minne:\nDa jeg var tre', ' gjøre det...» Jeg så på at Dust', ' ha det gøy. De går som oftest på byen', ' flørte, er det noe rart at jeg blir']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' bare for ham, mens de tidligere kjærestene mine aldri', ' som en trygg havn for kvinner som ikke er helt', ' et symbol på noe dypere og høyere, ikke bare', ' en slags rekognoseringsturer i New', ' uerstattelige.\nhadde gjort seg stor']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' enhjørninger også. Det kunne bli kjempegøy', ' å holde ting hemmelig. Kanskje det er derfor vi', ' et eller annet.\npasta. Mamma lager en', ' å gå videre i livet, mens du sitter i det', ' å finne de beste restaurantene. Han vil invitere deg']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne, men i stedet er de opptatt', ' behandle en mann. En av dem hadde bare én arm', ' behandle kjære ster. I stedet må de behandle foreldrene', ' behandle dem slik at de føler seg vel sammen med', ' ha stevnemøter. Han skulle gi henne']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha det varmt rundt seg. Han ville ikke like å', ' tenke på som en «god mor» fordi hun', ' få en kvinne til å føle seg attrådd', ' bruke sin tid på å forløse og helbr']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng,» sa K', ' drepe et menneske. Nå, da han skulle drepe', ' slå folk til marken. Det har jeg gjort mange', ' oppføre seg som en mann. Det er en naturlig', ' utnytte fordeler, og hvordan man skal unngå ulemp']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' i et permanent intimt forhold til kvinnen han har', ' forførende. De som synes de store brystene', ' i fare. Hvis du gir oss nok opplysninger om', ' et symbol på et bestemt land, eller kan symbolisere', ' en slags ridderlig beskytter, ikke en blod']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske siden.\n— Jeg er helt enig, det', ' data.\nMannen går ut av bilen og mot tra', ' å kysse. Men det er ikke derfor du', ' å slåss.\n— Jeg tror han er i stand', ' småprat. «Hva skal du gjøre i dag,']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' ta det. Hva du enn gjør, ikke gjør meg til', ' forholde seg for å kunne gjøre en god start.', ' oppføre seg ved en begravelse.\n■ r', ' takle en situasjon som denne.\nTankene gikk til', ' behandle denslags. — Jeg må si De har']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' bli fortalt eventyr, men han vet også å passe', ' se på når de blir eldre, og selv om', ' seige den.\nprestisjetunge bok', ' være sin egen herre.\nHan er ikke mye for arbeid', ' arbeide. Det kan bli ganske slitsomt for deg.']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape et hjem, hva han er født til å gjøre', ' bygge demninger og hvordan vindmøller males', ' behandle en kvinne, og hun er en svært spesiell', ' bruke en pistol.\n- Mordene i Bad', ' få henne ut av fatning, men på den annen']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' den som er ute og gjør jobben.\nSTOK', ' en avdanket spion.\njeg kjenner hans', ' i den ene eller i den andre av dem. S', ' med på et intervju i lokalstudioet til Ch', ' en god forfatter, han er det ikke, så han']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' alt som skjer i livet hennes — det kan gå', ' å ta seg av de vanskeligste sakene i verden', ' ski, det er noe hun har skjønt at man', ' innpakning, og han vet det selv. Dette skyldes', ' disse greienel i går ble han ferdig med']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bære seg. Det ville ikke ha tatt ham mer enn', ' gjøre det. Det er slik en som er født på', ' ta seg av en mann. Kanskje har du hørt at', ' oppføre seg. Vite om riktig tonefall.', ' ta seg av folk. Men det skulle hun aldri få']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være litt sammen med moren også, men det kan han', ' spille. Han kan bli utålmodig og', ' snakke med Dem.\nLILY: Det gjør meg', ' skrive og spille. Så sier han at jeg er', ' ha meg hjemme og de vil ikke ha noen fremmede']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' bære seg ad med en nymotens maskin,', ' få tak i den,» sier han. «Av og', ' være.\ner ikke slik at pappaer er helt', ' opptre med sjarm og dannelse på offentlig sted.', ' ta det.\nJeg har det bra. Helt sant. Jeg']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' dødsdømt, og i tillegg bli nektet en', ' et hjelpemiddel i lærerens arbeid med å lære', ' en slags avledningsmanøver for å få henne', ' en avledningsmanøver. Hvis man virkelig ikke', ' sammen og ha felles interesser. De vil gjerne tilbringe']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' sånt, han.\n«Ja,» sier moren min', ' det.\ner på jobben, da er han kjempe', ' bunnen, men det tar tid før det kommer til', ' å seige inn alt han gjør, men han er', ' dette, men seiv faren hans kunne aldri tenkt ut en']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. Hvis han hadde vært i fars sted da', ' elske henne. Han så det samme glimtet i mor', ' ta imot et barn, er bare barn som får lov', ' håndtere en situasjon hvor to kvinner er villige til å', ' takle en ung frøken med hodet skrudd feil']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage ting, men hun trenger å lære det skikkelig,', ' ta det med ro og helst spille biljard', ' være i nærheten av faren til denne kvinnen og sønnen', ' spille på dem for meg.\n«Du har sett meg', ' gjemme seg.\nkjekken og kjøkkenet!\n']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få dem til å vare.\nJeg har lest mer enn', ' slåss, og han sloss slik, at', ' komme seg dit. Jeg skal gjerne lære ham, men', ' bruke den, og hvor lenge man skal holde på med', ' oppføre seg under slike omstendigheter, så hadde han']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende bevis for at foreldrene ikke er å laste', ' for den eldste søsterens lille datter.\nBarna i', ' et forsøk på å rette på en del av det', ' farlig. Jeg skal også nevne at Cæsars', ' en slags forlengelse av faren, det vil si']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger fine låter. Han er ikke så', ' dette stadiet.\nFølg utviklingen av barnets mentale evner', ' det. Gutten holder på å bli en fin liten', ' ski og spiller også fotball. Jeg har en lille', ' ski. Man kan høre noen mumle, helt']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sinne.\nMari var enig. «Det er', ' ta vare på dem. De har vært helt fra seg', ' behandle kvinner. Og hvor viktig det var å ikke ta', ' behandle en kvinne, siden han var så mye sammen', ' oppføre seg. Som en følge av dette er det']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på den og klappe den - han kan', ' lese!\nAlle rettigheter forbeholdt. Ingen deler av denne', ' spise på restaurant. Han liker ikke å spise hjemme.', ' gå sin egen vei.\net barn som løper over', ' holde til her?» sa hun og pekte ned']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' komme seg løs.\ngutten har skjønt det: Han', ' gjøre det og gir ham noen mynter, sa hun', ' dø. Da hun kommer dit, er han ikke', ' ta seg av en syk hund. Føttene', ' elske. Det virker ikke som om han enser']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både snill og slem, og kan kanskje være', ' «i morens sted». Og den gamle kvinn', ' en avstamning for hele menneskeheten ved', ' en etterkommer i rett nedstigende linje fra', ' uten følelser. Jeg skal bli glad, men jeg']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter.\nMamma ler igjen. - Ikke på', ' det han gjør, og at han har et talent som', ' å finne gjemmesteder.\npøser', ' fiolinen,» sa Mr. Fleming.\n«', ' sladder.\nPeters far er en av']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bruke kniven. Han lærte meg å lage pil og', ' gjøre det som er riktig — selv om han ikke', ' forholde seg til sin herres mor. I tillegg', ' oppføre seg. Nå, det var jo ikke noe', ' behandle en hest.\n- Du synes dette er morsomt,']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli dullet med. Men hun får ingen støtte fra', ' lage små dramaer.\n«Ja,» sa jeg', ' erte henne for det. «Og hva er så', ' lage mat og er glad i å bake.\nsp', ' stjele.\n«Du har st jålet alle']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' slåss - med knyttnevene!\nR', ' elske. Derfor er det kanskje bra at de er', ' spille på det. Og så må du ikke tro at', ' behandle en slik situasjon, hvordan man skal møte den.', ' ta seg av et barn.\nlage mat og']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
