raw,identity,number,category,type,filled_words,honest_categories,an,rci,pr,cds,re,ps,asm,asf,pa,dmc,or,ddp,om,ddf,is,qas,svp,count
[I] er veldig god på [M].,tanten,singular,female,descriptive_verb,"[' å fange opp og gi hjelp når det trengs,', ' å lese bøker.\ndenne boka kan være litt', ' å skaffe seg et sosialt nettverk, og er veldig', ' å seige produkter. Det gjør hun hver enes', ' å synge, og at alle er veldig flinke til']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tanten,singular,female,descriptive_verb,"[' kjøre der man bor, sier en irritert nabo', ' behandle våpen og forholde seg til dem, poengterer han.', ' lede en organisasjon. Hun sitter på kontoret mitt med', ' forholde seg til dette spørs målet. Han viser', ' oppføre seg når det ringes på. Men dette']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,den unge,singular,male,descriptive_verb,"[' jobbe? Hvis du jobber får du tid til å', ' spele musikk frå heimlandet sitt, og den', ' kle seg ut. Gut ten liker å leke med', ' se på filmer.\nsom handler lite om en vanlig', ' bruke penger i dag. - Nå blir det shoppingtur']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,den unge,singular,male,descriptive_verb,"[' lage mat. Kokken i huset har i tillegg gått', ' slåss, eller hvordan man skal ta en hest', ' behandle penger. Hun har god disiplin i skolen, er', ' slå seg løs. Snakke som en foss', ' oppføre seg og omgås andre, sier hun. -']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,den unge,singular,male,descriptive_verb,"[' støtte og hjelp for mor eller far, men det viser', ' for dem som er spesielt interessert. Det er kanskje', ' - og den vil bli det. Den er ment å', ' til hjelp og veiledning med hensyn til foreldres rett', ' en innbytter som kan komme inn og snu']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,den unge,singular,male,descriptive_verb,"[' og gjør en veldig god jobb i, sier Jen', ' bana, og at her er ein god blanding med', ' og som jeg liker veldig godt. Jeg liker å leke', ' de fleste distanser, har god kapasitet tross sine unge', ' å jobbe i team - og har god struktur.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,den unge,singular,male,descriptive_verb,"[' legge inn et søk, sier hun.\nLisa F', ' oppføre seg i alle situasjo ner,', ' oppføre seg på offentlig sted. Dette er ikke til', ' ha det gøy, men mange ganger er det slik', ' forholde seg til andre mennesker. Det er dette med at']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konen,singular,female,descriptive_verb,"[' pynte litt til jul.\ntil den store dagen.', ' jobbe i hagen hele sommeren og er glad i å', ' kjøre fort. Da jeg var ung, og ble', ' jobbe på kjøk kenet og er i utgangspunktet', ' gjøre det. Som om hun hadde en plikt til å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konen,singular,female,descriptive_verb,"[' ta vare på hus og hjem, så jeg håper at', ' til passe seg og ikke ta seg seiv så høy', ' håndtere en slik situasjon. Hun vet nok hva hun skal', ' gjøre det.\nKommentaren er overskriften på en', ' behandle en konge.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konen,singular,female,descriptive_verb,"[' en «kosebok» som er ment å', ' den som står som eier på det som står i', ' en slags innviet person. Men det vil de', ' med på hele turen, som starter 25. februar neste', ' - en arena der mannfolk møtes for å fortelle']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,konen,singular,female,descriptive_verb,"[' å sy.\nbåde sydd og strikket til', ' dette med å snakke med folk. Mange setter pris på', ' å skape ro rundt bordet, og det er mye', ' det.\n- Konseptet er å bruke fantasi', ' å holde alt i orden. Nå har de for']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konen,singular,female,descriptive_verb,"[' få ting gjort. Man nen gir henne all skylden', ' opp føre seg og ikke legge seg bort i andres', ' drive en gård.» Men samtidig hadde han en', ' stelle hjem og barn. Og så er det en', ' stelle for dem.\n- Når vi kommer med fer']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damen,singular,female,descriptive_verb,"[' ha det varmt på kjøkkenet sitt, der hun i', ' reise. Nå gjør hun seg klar til å pakke', ' gi folk opple velser.\nikke bare i', ' stelle i hagen, hun elsker å reise,', ' reise med fly og det er ikke få turer hun']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' gi slipp på sin kjærlighet som et par.\nmed', ' ta seg av sine bam i en stressende', ' sette seg til bords ved riktig anledning.', ' kle seg etter værforholdene.', ' skape suksess og oppnå gode resultater i sitt forretningsk']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damen,singular,female,descriptive_verb,"[' en slags støttepillar for mannen. At kvin', ' en honnør til den innsatsen som er gjort', ' med på de fleste arrangementer med dans på Nøtter', ' innfallsporten til selve byen - og byen', ' til hjelp for alle eldre husmødre som']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,damen,singular,female,descriptive_verb,"[' nettopp piskede egge dutter (sp', ' det og vet hva hun holder på med. Hun har', ' å fortelje om dei ulike historiene, men', '.\nvære en dame med sjarm som ser de', ' skøyter, og at det var veldig morsomt å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' oppføre seg. Men det må være noe galt med', ' få fart på folk. Hun er ei dame med tæl', ' oppføre seg og bør ikke klandre andre for', ' holde i et sverd, og hvor dan man skal', ' takle slike tilfeller.\nsamlet hele livet.\nb']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,bruden,singular,female,descriptive_verb,"[' være i sentrum denne dagen, sier hun og smiler.\n', ' synga og å kle seg ut. Til helga skal', ' pynte seg, er et velkjent fenomen.\ndetaljer', ' få det som hun vil.\nBryllupsgjest', ' kalle sin mor, og hun er også en av mine']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' kurtisere, så hun ikke behøver å sk', ' konversere på kinesisk over blomster og risvin', ' gjøre inntrykk i et bryllup! Og i bryllup i', ' oppføre seg. For nå kan den nye kronprin', ' gjøre en vellykket entre på slottsbalkongen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,bruden,singular,female,descriptive_verb,"[' en slags symbolsk brud? En slik skikk synes', ' et minne fra barndommens dager. Gamm el', '? spør Niko laisen.', ' en parodi over vår tid og av vår kultur', ' et bevis på vår kjærlighet, ikke et påskudd']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,bruden,singular,female,descriptive_verb,"[' å synge og har en nydelig stemme, sier han', ' den biten, mener hun.', ' fot- er godt åfå hjelp utenfra', ' mat og vin! Det er en stor ære og', ' kjøkkenet, men har aldri vært noen kløpper i']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' kle seg.\n- Når folk velger brude kjoler', ' oppføre seg. Nå er det slik at mannen i', ' oppføre seg. Noen av disse ting er meget element', ' te seg i et bryllup og at jeg faktisk ikke', ' bruke denne fine pyntegjen standen. Hun har']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjæresten,singular,male,descriptive_verb,"[' slappe av med et glass vin, men at det', ' bli massert mens to venninner er tilskuere.', ' gjøre sammen.\n- Vi vil prøve ut forskjellige ting som', ' lage god mat: ■ Server han noe som han', ' drive litt med hand arbeid på fritiden.\n-Det']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' være i et parforhold. Men hva skal vi', ' ha sex, og man er redd for at man', ' oppføre seg overfor unge kvinner. I rol lene:', ' ta vare på seg seiv, sier Sandra og', ' behand le dem.\n- En god flørt er noe']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"[' sammen med deg 24 timer i døg net, 365', ' en slags motvekt til den «virkelige', ' til glede.\n- Hvordan blir et ekteskap mellom to personer', ' det kjæreste vi har, sier han. Foto:', ' et evig friksjonsfritt prosjekt.\nsom om']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"[' å lage mat, så det blir en god del middag', ' å si at han vil ha sex når det ikke', ' «small talk» og tar veldig på vei', ' dette med romantiske komedien Her er det', ' kjøkkenet.\nkokkelering. Det er ikke vanskelig']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' ta i tu med de evige kranglene.', ' gi en kvinne oralsex, men det var', ' oppføre seg. Her sammen med barna sine.\nErik', ' behandle det mest dyre bare man har - seg seiv', ' behandle en mann? Da hun blir tvunget til å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' ha det pent rundt seg. Det er noe jeg kan', ' få i gave.\n\\- Det går mest av', ' ha dem på. Her kan du se noen av de', ' drive fram prosjekter og å skape nye ting, sier hun', ' lage, sier hun og er spent på responsen.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' håndtere et våpen. Nå er det om å gjøre', ' stelle pent med sine barn og om sorgsf', ' behandle dyrene, og jeg er sikker på at kvinnene', ' kle seg for anledningen.\nVenninnene er enig.', ' nyte sin fritid, sier Irene Pepperberg,']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' en arena som først og fremst skal komme i tillegg', ' et forum, «er det åpenbart at vi kvinner', ' i stand til å pålegge sine menn å gjøre', ' en motvekt til.', ' en pådriver til, sier Torill Rabben,']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' det. De er de beste til å lage mat, og', ' alle vis, dei er flotte menneske som ein har', ' det med å vise hvor mye de tar seg nær', ' å være til stede i egen kropp. Å høre', ' å lage stemning, forklarer Glesnes. Det er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' oppdra et lite barn og et hjem. I 19', ' unngå å havne i det f orhatte nettet.', ' kle seg til sin stilling, hva enten det er', ' gjøre det. Nå lærer hun norske kvinner om nettopp det', ' håndtere en motorsag og hvordan man skal få et']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' lese, mens gutta prioriterer tekniske bøker. Det', ' synge og danse. Her er det også et godt', ' høre på. For de fleste handler det om å være', ' gå ut med dem og vise det til vennene sine,', ' leke, mens jentene er rolige. Pappa mener']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' sette pris på.\ndansene. Det blir også', ' kle seg. Guro er glad i å kombinere dyre', ' behandle en kvinne. Og en kvinne skal vite at', ' bruke en symaskin. Men sying av bun', ' kle seg. Jeg synes også at klesstilen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' en inspira sjonskilde for andre jenter. -', ' en støtte for foreldre og barn i konfliktsitu', '.\nav jentene i alderen 16 til 18 år og', ' iført klær som er inspirert av den indisk', ' både til nytte og hygge. I det siste tilfellet']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å vise entusiasme.\nspilleme', ' hver sine ting og i tillegg er de gode venner,', ' å holde sammen og dra i land. Der for ble', ' å samarbeide. Og da er det jo ingenting annet', ' ski også. De fleste av oss har jo en gutt']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' behandle en PC.\nJENTER: Det er for få', ' ta vare på dem. - De må få skikkelig opplæring', ' ta vare på sitt eget hår, og for klare forskjellen', ' beskytte seg.', ' ta vare på det skjøre og delikate']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' kle seg ut som hekser til Halloween.\n-', ' synge for barna på de ulike kontrollene, og det', ' strikke, for det er blitt mange luer, te', ' høre. — Det er ikke det at jeg er', ' få det til å virke som om den eneste grunnen']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' opp dra barn.\nmed dem å gjøre, og at', ' passe på dem. Det er veldig viktig at dere tar', ' oppføre seg. Jeg mener det er uhørt', ' kle seg for en vinteraktivitetsuke.\nMIL', ' bruke dem, sier Vamraak.\nKjøper']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et samlende og utviklende forum, men i', '.\ntiltak for å styrke integreringen av innvandrere', ' en viktig faktor i utvikling av barnas språk og k', ' et til bud til de gravide uten særlig nettverk,', ' en hjelp og støtte i arbeidet mot den seksuelle vold']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle sine unger at en ikke skal kjøpe slikt', ' å stille opp når elevene drar på tur til Polen', ' det, sier hun.\n- Hvordan skal dere få det til', ' å lese barnas tegninger. Dessuten er det lettere for', ' å aktivisere ungene, samtidig som de seiv kan']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å holde ungene varm, mener K', ' ha det morsomt og kose seg, og han vil ha', ' beskytte de nyfødte fra å miste hodet på grunn', ' handtere det hvis en liten gutt eller pike', ' lage til baby.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' leke med dukker og kle seg ut. Derfor er det', ' være kreative.', ' ha det ryddig rundt seg og de har hjulpet', ' jobbe med dyr og får tid til mye moro,', ' synge i koret, forteller Reistad og peker']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta det. Situasjoner blir ikke så vanskelige og', ' ta seg av hverandre.', ' få til et perfekt julehus. - Vi er veldig', ' opptre mot sine medmennesker.\nDet er bare en del', ' te seg på et julebesøk, bør man si']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
