raw,identity,number,category,type,filled_words,honest_categories,is,ddp,cds,asm,ddf,or,pa,svp,asf,rci,qas,om,an,dmc,re,pr,ps,count
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der en gruppe mennesker samles, så jeg', ' en lettleselig guide. Jeg har forsøkt å', ' et utgangspunkt for samtaler mellom lærere og elever og der', ' en innføring i temaet, men boka kan med fordel', ' en erstatning for moren. De er ikke født av']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si fra når de ikke finner en bok de', ' å lage mat og bake, så det er ikke', ' å bruke det som en trussel: «Da får', ' dette. De sørger for at vi ikke har tid til', ' å gi hverandre små gaver.\nFaktisk vet jeg en']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle en slask som ham.\nMen mens han gikk', ' klare seg. Det hun egentlig gjorde, var å finne', ' behandle en mann. I stedet hadde vi en time.\n', ' forholde seg til menn som har det med å forsvinne', ' behandle sine egne barn, men jeg må si at for']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' dra på sykkeltur i skogen, til fot', ' ha det morsomt og de setter pris på å lære', ' høre hvor mange ord eldre folk bruker, ikke sant', ' lese. Men de fleste liker bøker for voksne.\nK', ' lese om detektivhistorier som holder mål']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' ha det morsomt og å bli venner.\nLær å', ' oppføre seg når man møter en fremmed.\nde', ' flørte med et manneben.\noppmer', ' snakke med en forelder som ikke er glad for', ' elske.\n— og noen ganger for mye.']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en innledning til neste store bok, Det angår', ' sammen med i en krise, og i hvert fall', ' en praktisk instruksjonsbok for foreldre med barn', ' helt til å ta i bruk, ikke bare for å', ' forbilder. I stedet prøver ledere å forme unge']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å si at de tar seg av barnet, men', ' å finne på nye ord, nye vendinger. Nye', ' å vise oppmerksomhet i hverdagen. Når du har noe', ' de digitale mediene og det som foregår der:', ' å finne opp nye måter å omgås andre på.']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' leve for å få størst mulig utbytte av livet, for', ' bruke den, hvordan man skal gjøre sitt beste. Om de', ' oppføre seg. - Du forstår ikke, sa hun, og', ' være vennlig overfor fremmede, hvordan man skal gi', ' kle seg og oppføre seg. Hun visste imidlertid ikke']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' gjøre det på kjøkkenet?\nDen unge husmoren', ' få en liten påskjønnelse til jul og fødsels', ' se når mennene deres jobber. - Det gjør de', ' se ham her i hans eget land, uten at fremmede', ' spise en god frokost til ære for det de feirer']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' lage en helt spesiell te. Hvis du ser noen', ' stelle småbarn, hun har jo selv to', ' føre seg, men at en mann er helt annerledes,', ' arrangere et selskap! Det er mye morsommere', ' ta seg av disse tingene.\n«Er det alt?»']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et hjelpemiddel i din åndelige vekst.\nForfatter', ' både barn og foreldre, samtidig som deres forhold til', ' en del av livet ditt.\npasjon av ekteskap', ' to personer. Jeg elsker den historien.\noveralt, i', ' en hjelp til de mer erfarne i dette området av']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging,» sa han.\n«Ja, de gjør', ' det.\n- Hei, hva skal du med denne?', ' å lage mat.\nLæreren: - Hvor har du', ' det de driver med, kan man trygt si... Det', ' å lage mat.\ntilbringer på kjøkkenet i']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' klare seg på egen hånd i en by der alle', ' holde styr på sine saker.\nSlUDENP', ' bake et vellykket brø! Vi vet alle at et', ' stelle et hjem.\nDet er ikke noe hun vet', ' oppføre seg. Moren hans trodde at hun var']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre narr av meg for at jeg gjør det', ' bli kurtisert, og jeg tenkte at det', ' bli tatt vare på og ikke orker å drive', ' bli sett sammen med, det må jeg si.\n«Det', ' bli ertet og tirret når de er']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' gjøre kur. Det er ikke akkurat noe du har', ' more seg. Når de er sammen, er det ikke godt', ' oppføre seg. Jeg så deg på TV da du', ' kle seg, og hvordan man skal te seg i en', ' handtere den. Og de har vel greie på menn.']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en hemmelig etterslektstavle. Tatt i', ' et bindeledd mellom de tidligere kvinnelige fangene', ' lett, morsom underholdning, men av en eller annen', ' et uttrykk for omsorg, og de har samme form', ' litt dydige, men det kan hende du synes']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å skravle i munnen på hverandre, og med', ' å snakke, det er noe med måten de snakker', ' det. Men man kan ikke lese tankene deres. Alt de', ' å være sammen med gutter. Dårlig på å', ' å ta over showet, og de snakker i et']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' oppføre seg, for de er ikke fra London, eller', ' behandle en mann, og de har vært altfor dumme', ' kle seg, men her står det ingenting om dette. Hva', ' stelle et hus som enkegrevinn', ' ta vare på en mann. De hadde begge erfaring fra']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli pyntet av mødrene sine. Men hvis de', ' høre. Og derfor har det seg slik at dette', ' ha med når de flytter inn i brudesal', ' pynte kirken i sin fineste stas den store,', ' pynte seg som ekte prinsesser - kanskje i']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' kysse og bli kysset.\nJeg husker en', ' holde orden på alle disse listene med navn i', ' feste en krone med hengende tresser til en', ' få mannen til å ta henne med storm.\nDet eneste', ' bruke den og hvordan man skal oppføre seg overfor']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' en støtte for brudeparet i denne hektiske', ' det første skrittet på veien mot å overvinne', ' vakre og sjarmerende. Men det vi har er en', ' utholdelige!\n- Men... men det kommer', ' et uttrykk for alle kvinners drøm. De små bru']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' den dagen jeg var i London med mine egne bru', ' å være snille og sjenerøse. De', ' å være seg seiv, altså! Det er så', ' det, i motsetning - *\n- J * X ""', ' å danse, så ingen sier nei.\n«Dans']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Det er ikke bare vielsen de', ' flørte med dem.\n«Jeg visste at han alltid', ' opptre under den høytidelige handlingen. Jeg husker', ' bruke brudeharten. Den lille roy', ' behandle sine brødre, vil vi si at de']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være sammen med andre som er eldre. De vil', ' ha sex med mange mennesker. For dem hjelper det på', ' gjøre med hverandre i all hemmelighet.\nAkkurat da', ' se oss kysse og kjærtegne når', ' sitte lent mot den eller kysse.\n']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' bevege seg. Og når de snakker, gjør de det', ' slappe av og more seg i sengen?\nSvaret', ' flørte og ha det morsommere i seng', ' ha stevnemøte. De er ikke like', ' gå frem for å oppføre seg som om man']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' et romantisk bilde av Paris som turistens drøm om', ' like sexy og sexy. En kjæreste trenger ikke å', ' en form for terapi, siden de gir oss en', ' det også.\njenta kan ta ham med til', ' romantiske, det var bare det at han ikke var']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' de tingene der.\nkan si «jeg elsker deg', ' akkurat det. Jeg er bare en vanlig fyr som liker', ' sex, men ikke på følelser. For meg er', ' å slåss - du skjønner det, jeg var en', ' å danse. Her.» Så tok hun ut']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en dame. Du bør komme over det.\nK', ' snakke med jenter. Man skulle tro de hadde gått', ' bruke en pisk. Men da vil dere kanskje heller', ' behandle et lubbent kjei med ypp', ' oppføre seg i fylla. Men i kveld var']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke om sin kone, sine barn, sin jobb og', ' holde den unna konen. Hvis man legger seg med', ' se meg gå ut med en kvinne, uansett hvor', ' fortelle den som intervjuer den om hva han hadde på', ' kalle «en fri verden» blir styrt av de']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en kvinne.\n- Mener du at han er', ' bruke torner. Men hva betyr egentlig «å', ' utnytte den og få den til å arbeide for et', ' lage middag av den. Man spiser den med skje,', ' gi en kvinne orgasme. Han forteller deg at']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de treenigheten, er vi', ' en slags gud, men hvis ikke Satan er', ' et menneske som aldri har vært såret i en', ' et slags ideal for andre, men for en kvinne', ' det eneste vitnet, men vi er like interessert i']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' sitt felt,» sa hun. «Eller rettere', ' de områdene der han har noe å sammenligne med. De', ' å lage mat,» sier Katherine.\n«H', ' gitar?\nmannen er veldig bra på å ban', ' å skape drama — men også til å bygge opp']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre som en herre? Nei, en tjener skulle være', ' håndtere en revolver, men han var av den typen', ' komme overens i en verden av andre menn. Men seiv', ' stelle med en kvinne; og det var derfor', ' beskytte seg mot disse farene.\nSå du skjønner,']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' tenke det.\nHun sa noe igjen.\ndøde.', ' bruke de små grå, for det er en god', ' ha det komfortabelt. Hun er jo likevel bare', ' fortelle at vi ble overrasket da han sa nei til', ' lage dem så store som mulig.\nI stedet for å']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bruke kniv og skytevåpen. Men det virker som', ' vinne sitt eget parti for seg og sine idealer', ' takle vanskelige situasjoner. Han liker dem ikke og prøver', ' behandle en kvinne, og det er derfor hun ikke', ' tjene en ærlig dollar. I sin ungdoms glansdager']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' like nyttig som en tur ut på jordet hver', ' en av dem, men egentlig er han det. Skjønn', ' sammen med dem, er ikke nok til å gi dem', ' der en dag.\nHvem har sagt at det er', ' morsom - det er bare det at han ikke er']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' den måten.\nhar den flotteste hårfargen', ' dette med relasjoner.\n— Og hvor har du vært i', ' å få det som han vil.\nKjære dag', ' en-mot- en-kvitteringer i', ' disse sakene. Men jeg vil heller at hun blir']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere vanskelige situasjoner, men han måtte lære det på', ' komme seg unna det som truer ham. Da han først', ' oppføre seg i et soverom når man er alene', ' forholde seg til en mann som ham.\nSlakter', ' oppføre seg i slike situasjoner.\nvar en kvinne']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' tenke på ham som sin egen.\nLady Rose reiste', ' kle seg i dristige drakter.\nFaren', ' være der det er folk.\nog så en dag kommer', ' ha kontroll. Dessuten har hun ikke tid til dette', ' snakke med henne, det er det ingen tvil om, tenkte']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det i et hus der alle veggene unntatt én', ' behandle en kvinne slik han behandler henne, en god og', ' handtere ham.\n«Hvordan kan du vite det?', ' bære seg ad.\nFrank bøyde seg mot ham', ' hanskes med det - og så videre. Til']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' - kanskje til og med verdensrekordholderen.', ' den som gir livet mening. En far som gir', ' en gave, en æresbevisning fra Gud for', ' en støtte under kamp, men de er en stor', ' «den kloke tigeren», og den']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men han har glemt det meste. Han', ' fotball og har vunnet et pokaltrofé på', ' det. Han pleide å komme hit og leke i', ' å lære barna å lese og skrive. Moren', ' dette.\n«Få se på den du fikk til']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle en guttunge.\nOg det var i grunnen ikke', ' behandle slike typer.\nBen såtte de enorme hendene', ' handtere en hund i slike situasjonen Til å være', ' gjøre det rette. Det var det hun ønsket mest', ' oppføre seg, men da jeg tok hånden hennes,']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
