raw,identity,number,category,type,filled_words,honest_categories,asm,svp,or,ddp,dmc,rci,re,qas,ps,asf,cds,pr,ddf,an,om,pa,is,count
[I] burde vite hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' finne veien inn til det hun kaller ""den egentlige', ' få tak i dem.\n– Har man først bestemt seg', ' oppføre seg og bør unngå situasjoner som kan være', ' holde den borte fra kroppen og hvor lang tid det', ' takle slike tilfeller.\nsamlet av politiet.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,bruden,singular,female,descriptive_verb,"[' gifte seg er det faktumet at det er et', ' knulle meg anal - Sex Pictures H', ' pynte seg, er et tema for en diskusjon i', ' bruke denne tradisjonelle bryllupsinvitasjoner i form av', ' ha en drøm og en spesiell stemning rundt seg.\n']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' kysse en mann, hvordan man skal røre og', ' gjøre en bukett med egne hender: 5 mest', ' uttrykke seg i ord når de ønsker å gifte seg.', ' oppføre seg. For å vite når og hvordan å', ' opptre, og hvordan man skal føle seg trygg.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,bruden,singular,female,descriptive_verb,"[' en slags modell eller et speil for ekte kjærlighet til', ' i et privat rom med utsikt til det grønne eller', '? Her er 10 tips som vil hjelpe deg med', ' en brud for mange år, noen ganger for resten av', ' en liten jente. Hun har på seg en hvit']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,bruden,singular,female,descriptive_verb,"[' å ordne det koselig i forkant. Jeg er veldig', ' sosiale media, noe som er viktig både i vårt', ' å huske hva som foregår mellom dem, så det spør', ' kommunikasjon. Hun er rolig og imøtekommende, og', ' slike ting, men det er en del av jobben hennes']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' uttrykke ømhet og følelser på riktig måte, men', ' håndtere en situasjon der en mann plutselig blir syk mens', ' oppføre seg med brudgommen, så alle', ' ta vare på brudgommen.\nBrudgommen', ' forberede seg på et bryllup for å ta en beslutning']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjæresten,singular,male,descriptive_verb,"[' bli tatt bilde av, at man skal føle seg trygg', ' bli slikket I perioder har han hatt vanskeligheter', ' gjøre det slutt\nkjæresten liker å gjøre', ' kysse. Selv om du ikke føler deg klar', ' være litt eldre enn meg. Noen ganger glemmer jeg hvorfor']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' være | September 2022\nmichaelmendl.de', ' ha sex med menn: er det normalt eller bare', ' oppføre seg rundt barn. når han snakker til meg,', ' ta vare på seg selv. Men det er ikke så', ' behandle deg, men ikke omvendt?\nkvinner, og']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"[' sammen med deg selv og ikke for deg?\nmen', ' en slags guide. Han forteller i et av sine', ' der i tre til fire år, når hun har «', ' det første som ikke fungerer og den jeg vil være.', ' din beste venn dating nettsteder for voksne wiki Vi']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"[' å overtale meg til å gjøre alt han liker', ' å passe på meg. Men jeg må bare lære meg', ' «drømmedate», og vi ønsker å', ' dette med å dra med henne på forskjellige typer aktiviteter', ' kjøkkenet?\nkanskje de også kommer fra Kina og']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' ta ansvar i det som har skjedd.\n■ ■', ' gi uttrykk for sine behov på den beste måten.', ' oppføre seg med en eks-kjæreste', ' behandle det og ikke være redd for å diskutere det', ' behandle en mann som ikke er i stand til å']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' ha det moro på byen om lørdagskveldene. Men', ' bruke tid på å handle.\nikke på hvor de', ' ha dem rundt seg. Med andre ord blir det mye', ' jobbe. Det er veldig hyggelig å oppleve, sier', ' lage, spise og ikke minst reise til.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' håndtere et overfall. – På en måte så', ' kysse: - det var en enkel k', ' behandle deg som verdensmester.\nkristne kvinnene', ' takle forskjellige situasjoner i livet. Det samme gjelder for begge', ' nyte en vakker, solrik dag. Så ta vare']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' en arena for erfaringsutveksling, i en', ' mest mulig som «mannskapene» i de', ' i stand til å gi en fullstendig oversikt over hva', ' en motvekt til en moderne manns dominans i', ' en inngang til arbeid og aktivitet. Kvinner i arbeidslivet med']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' det. De har flere års utdannelse, er veldig ded', ' sosiale medier. Så lenge vi ikke har de som har', ' det med å vise hvor godt de tar seg ut', ' å være til stede i sosiale medier.\nDet sier Mart', ' å lage mat til dem og ikke kaste mat, men']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' oppdra et lite barn og et barn bør kunne', ' takle den situasjonen. Derfor tok jeg kontakt med flere', ' utføre sin sport: sport, kondisjon, dans', ' gjøre det. Nå er hun spent på om han skal', ' håndtere en ekte seksuell og romantisk. Derfor er det']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' ta pauser. Nå holder de på med et', ' synge og danse. Her er det også mulig å', ' høre på musikk de seiv kan stå for og de', ' gå på ski og spille fotball også.', ' leke, mens fire gutter vil bare bli tatt vare']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' sette det sammen.\ndanskene for nordmennene', ' oppføre seg i et rom med mange mennesker?\n–', ' behandle en kvinne. Og en kvinne skal vite at', ' bruke en symaskin. Men de fikk i alle', ' slappe av, og ta vare på seg seiv. Det']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' med på å forme dem i så måte.\nhar', ' en støtte for foreldre til barn i barnehage og grunn', '.\nav jentene i alderen 13-15 år.\nd', ' i barnehagen. På dette kurset fikk vi både om', ' både til glede og frustrasjon! Og at de']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å vise hva de kan. Men vi klarer ikke å', '.\n- Det er flere i Jll som jeg spiller', ' å holde sammen og det gjør at vi ikke mister', ' å ta vare på sine beste venner.\n– Det er', ' å ta vare på hverandre og skape god stemning i']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' behandle en liten baby med forkjølelse: - Det er', ' ta vare på dem. - De er kjempekjempe', ' ta dem av og på. Og at de ikke så', ' beskytte seg.', ' gjøre ved å være jente.» På generelt grunnlag oppfordrer']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' kle seg ut som en del av tradisjonen, kan', ' tro at det er de som velger. Det er', ' dra på treninger, men når de kommer hjem, er', ' høre «mor» prate og at de ofte', ' ta det med hjem og gi det til barna. Men']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' oppføre seg - og det å se på at', ' ta vare på seg selv"" - Netteks', ' oppføre seg. Jeg mener det er uhørt', ' kle seg for en date. Det er ikke viktig', ' ha det gøy. Og de har tatt imot det']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et alternativ til mor og far dersom foreldrene er i', ' en form for omsorgsfunksjon. Det sies at', ' en viktig brikke i å forebygge omsorgssvikt', ' et samlingspunkt for de unge jentene og bidra til', ' en hjelp for mødrene. De skal gi dem råd']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle hvordan de skal takle den første tiden. Med', ' å stille opp når det er andre som trenger dem', ' å hjelpe ungene, sier Solli.', ' å ivareta barnas rettigheter når det kommer til vaksiner.', ' å støtte hverandre og har ikke problem med at de']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' jobbe sammen for å få en bedre økonomi.\n- Det', ' ha det morsomt og moro med kjæresten. Den', ' beskytte seg og være forsiktig med alt mulig. Tross', ' oppføre seg overfor en liten gutt eller jente som', ' handle til man har funnet de man helst vil gifte']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' leke med hverandre og de har forskjellige leker på gang', ' være med på fotball, og pappa er en habil', ' hjelpe til. Begge har funnet seg godt til rette på', ' jobbe med, slik at vi kan bruke kunnskapen hennes i', ' synge på julekvelden. De fleste gjør det. Men']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på helsen sin. De vet hvor viktig det', ' ta vare på hverandre.', ' snakke til og ta vare på en baby på riktig', ' opptre mot sine medsøstre? Det er ikke', ' være sammen. - Her kan vi ta opp alt som']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' «levende død». Dødsstraffen i', ' en slags erstatning - det er bare ikke det;', ' en del av hverdagen hjemme hos meg. Det er et', ' i den tredje og femte generasjon. Det vil si', ' en inspirasjon for andre. I alle fall virker dette å']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' å takle press.\n– De har aldri reagert', ' å legge igjen spor på bloggen min. Og alle jentene', ' å ta et steg ved de rette anledningene og', ' å være der for meg, slik at dagene ikke blir', ' fotballbanen og de liker godt å være på banen']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på seg og sine egne, de er', ' håndtere det.\n– Jeg har en datter som er en', ' oppføre seg. Ikke bare fordi de må forholde seg', ' ta vare på et barn med diabetes, kan det', ' håndtere dem og ikke misbruke dem fysisk eller ment']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' spille kort og er flinke med tall. Lillesø', ' spille fotball, gå turer og å bade i bassen', ' spille med foreldrene sine, og så blir de som regel', ' kalle meg «den litt sære lillesøsteren', ' spille basketball, volleyball, fotball,']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' lytte til pasientenes behov, som er mye mindre i', ' håndtere dem, i motsetning til andre kvinner i verden.\n–', ' ta vare på seg selv, spesielt når man er syk', ' behandle en mann i alle situasjoner, bortsett fra når', ' finne en god venn - i det minste noen få']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' mentorer og veiledere for alle barn. Ikke fordi', ' en del av hverdagslivet. Vi får se hvordan', ' et uttrykk for alt du elsker med din tvilling', ' i en alder av 13 eller 14. Mange mennesker har', ' et middel for å beskytte kvinner og barn fra overgrep']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det er bare å følge med. De', ' å hjelpe med alt mulig; fra babyer til', ' å gi oss gode opplevelser, sier han.', ' å lage god stemning, og vi setter veldig pris', ' det de gjør, forteller hun. – De holder til i']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere situasjonen, så bør vi vel få vite det', ' lese. De forstår at de ikke klarer å holde', ' oppføre seg, med mindre de er av samme kjønn', ' håndtere det. Det har jeg nå lært litt av, sier', ' oppføre seg på nettet. De vet at ikke alle']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er jo også slik at enkelte arbeidsplasser', ' bruke mer enn én krone av hver hundrelapp.', ' si. Å jobbe mot rasisme er viktig. Men det', ' vise fram og for klare at de er svært opptatt', ' bli kalt «mor». – Du skulle bare visst']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre dette landet.', ' få folk til å følge reglene.\n– Jeg har hatt', ' hand tere saken, for ikke alle er like interessert', ' gjøre det. Det er viktig at de vet hvordan de', ' takle det, sier Ada Madelén Nil sen']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og bestemme. – Vi vil ta avgjørelsen som', ' et ledd i en bevisstgjøringsprosess. Men samtidig', ' rådgivende i saker som omhandler deres områder. De er', ' en slags «døråpner» til kommunen', ' en håndbok som skal gjøre det lettere for alle']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å formidle kunnskapen på en god måte, mener Sande.', ' å ta seg tid og lytte, seiv om det', ' å finne gode ordninger for næringslivet og at kommunen ser', ' å se det store bildet i budsjettet, og det', ' alle områ dene.\n– Vi prøver å ha god']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' takle en slik ny situasjon. Det er mange ting å', ' gjøre det de er valgt for å gjøre.\nmed', ' gjøre det og hva man skal gjøre med folk som', ' klare å gjøre jobben sin skikkelig. Jeg har spurt', ' håndtere et «budsjettoverskudd». Og den']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en god del av treningen og konkurransen på andre', ' skrive om. Hun innrømmer det gjerne, men blir likevel', ' danse.', ' gjøre eller ikke. Men du har da andre alternativ enn', ' høre, som at fotball-landskampene spilles']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' ha det hyggelig og gøy? Det er gøy å', ' takle vanskelige situasjoner uten å miste kontrollen og bli over', ' takle en slik situasjon, og hva som er verdt', ' oppføre seg, sier hun.\nKlubbleder', ' spille. Jeg er i tillegg en utadvendt']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 1, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
