raw,identity,number,category,type,filled_words,honest_categories,rci,ddp,asf,asm,an,qas,or,pr,is,om,ps,re,cds,pa,ddf,svp,dmc,count
[I] er veldig god på [M].,damen,singular,female,descriptive_verb,"[' å finne løsninger, sier hun. Hun forteller at dette blir', ' å få folk til å føle seg bra, samt å', ' å ta seg tid til slike samtaler med oss. Dessuten', ' å ta ut fult lag til viktige kamper,', ' og vet litt mer om enn dem som ikke er']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damen,singular,female,descriptive_verb,"[' forholde seg etter å være satt i kasjotten', ' håndtere sine egne penger. For alt jeg vet er det', ' stelle hagen sin. - Det blir litt mye ug', ' stelle seg med mat og drikke og dessuten er', ' opptre.\ntenkte de nok.\nmed mange store']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,bruden,singular,female,descriptive_verb,"[' tilbringe fritiden - Vi koser oss i sola med', ' spise jordbær er det likevel ikke noen grunn til å', ' fortelle som vi ser som har gått bra for henne,', ' sitte bak i bilen før brudgommen tar r', ' bli kloddet av forloveren? - Jeg']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' lage en fest. Det er bare det at hun', ' opp føre seg ute i det frie.\nfik', ' forholde seg til menn. Men det at man skal ta', ' få det til å se mest mulig elegant ut. (Foto:', ' bruke en støvsuger. FOTO:']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,bruden,singular,female,descriptive_verb,"[' noe ganske annet, enn det den tradisjonelt har vært siden', ' litt ironisk?\nsom ikke går på det.\n', ' en slags gjennomgangsfigur for dem begge. Gjennom', ' et uttrykk for den høyeste sannhet. For dem som', ' så høy at den skal være til «skrekk']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,bruden,singular,female,descriptive_verb,"[' ski - og på kjøkkenet. Hun forteller at hun', ' bunnen, og ikke i overflaten, som man skulle', ' skøyter. - Jeg vet ikke helt hvordan.', ' dansegulvet, og har aldri vært redd for', '.\nmed sangene sine.\n- Det startet for tre']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,bruden,singular,female,descriptive_verb,"[' oppføre seg under den storstilte festen? At', ' te seg og at man er mer enn godt fornøyd', ' oppføre seg på den store da gen. Om', ' oppføre seg. Beckham var ikke lenger like', ' ha sex. Hun ser på mens mannen har sex']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjæresten,singular,male,descriptive_verb,"[' reise til storbyer hvor man kan finne nye inspirasjon', ' være hjemme og slappe av. Det har hun ikke lyst', ' gå i dongeri bukser og store gens', ' kjøre fort. - Er han flink til å kjøre', ' seile og da er det greit at han blir']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' snakke med ham om det. Mange menn er ikke klare', ' takle en slik situasjon? - Ja, nå vet han', ' være med barn, så hun var flink til å hjelpe', ' oppføre seg på byen. En slik situasjon kan fort', ' reagere på slike ting som dette. Det er jo litt']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjæresten,singular,male,descriptive_verb,"[' en hyggelig begivenhet og er av en god størr', ' et uttrykk for et seksuelt behov eller lyst.', ' noe helt spesielt, og den er langt fra det.', ' et varig bånd. Det som skjer, er bare at', ' noe han bare skal glede seg over og glede deg']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,kjæresten,singular,male,descriptive_verb,"[' det, sier Jan Thomas, og ler igjen.\nJan', ' å sette av tid til hverandre. Derfor blir det lite', ' både å lage mat og være hjemme med barna og', ' det der.\n- Skal vi legge oss? spurte jeg', ' å gjøre det koselig, men det må ikke se']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjæresten,singular,male,descriptive_verb,"[' ta vare på seg seiv og sin utkårede.', ' oppføre seg for å unngå å være utro.', ' kle seg og oppføre seg etter norske forhold. I', ' kunne komme seg ut dersom han ramler uti', ' takle en slik situasjon, forteller den unge jenta fra']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kvinnene,plural,female,descriptive_verb,"[' kle seg tradisjonelt og nøytralt. Og en gang', ' få. Det blir ikke noe av det som plan', ' se på, så de setter pris på det. De vet', ' lese bøker, og de leser mest kvinnemagasin', ' leve og tenke som kvinnelige. Noen hevder at']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' behandle og respektere dyr, og de har respekt', ' handtere en krisesituasjon. De vet hvordan', ' snakke som en mann. Man må ha «killer', ' ta vare på seg seiv, mener hun, og er', ' te seg i den nye rollen som husmor,']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' et verktøy som «kan hjelpe kvin nene til', ' et forum der folk med interesser innen musikk, dans,', ' et viktig bidrag til a gjøre det lettere å forstå', ' mer til pynt? - Ja, det synes jeg. Og', ' med på å øke produktiviteten i bedriften. Her']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' å være medmennesker.\ntil en del menn. Men', ' rela sjonsbygging. Det vet vi i kom', ' å finne nye vener - og det er noko', ' det sosiale. For å gjøre en lang historie kort,', ' samar beid, fastslår ordfører Knut Hvithammer']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' forholde seg til de som har høyere utdanning.', ' kle seg, fordi de har større ansvar for sitt ansikt', ' ta vare på seg seiv, og være seg sitt', ' bli gravid fordi det er kvin nene som har', ' beskytte seg seiv, for det var hun som tok']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' spille fotball. - Jeg tror vi får en fin', ' kle seg ut. De vil ikke vise sine svakheter', ' kle seg ut.', ' gå til byen, så vi var ute i gatene', ' være sammen med når det er sommer og sol.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' lage i stand til festen.\n- Det er veldig gøy', ' være en god venn.\nDet er snart tid for å', ' være på date. - En hyggelig middag, ta', ' få kontakt med menn.', ' opp tre for å vinne en dansekonkurran se.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' et lavter skeltilbud.\n— Vi håper at', ' til pynt. I virkeligheten er de vel så avanserte', ' en støtte funksjon for jentene, opplyser Jan Inge G', ' ut stillingsvinduer i det kom mende', ' ren under holdning, men er i virkeligheten et forsøk']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' hver for seg, er de veldig dårlige sammen», skrev', ' ut holdenhet, skryter trener Edel T', ' å gjøre alt det andre gode; det vil si', ' skøyter, og i år ville de bare til', ' de to siste kampene, og det blir avgjøren']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' oppføre seg på en scene. - Jad', ' kle seg pent på juleballet. Det de ikke', ' gå foran med et godt eksem pel.\nflere', ' gjøre opp for seg.\n- Hvis man ikke klarer å', ' oppføre seg på en bade strand.\n-1 fjor']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' høre at det de bruker, har høy kvalitet.\n-', ' bruke tid på barna.\n- Det må være en selv', ' være der det skjer. De liker å få med', ' komme hit og så. Det er veldig koselig,', ' være ute i naturen. Det skal visst være et par']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' hanskes med et lite barn, bør en gjøre', ' ta vare på sin baby. I England har man', ' forholde seg i trafikken. I forbindelse med de to', ' ta vare på dem. Og om noen skulle bli syke', ' bære barnet sitt og hva de skal passe seg for,']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"['.\ntil å bli et samfunn der alle skal passe', ' noen støtte, for jeg mener at de som jobber', ' en hjelpende hånd på linje med det jordm', ' et godt alternativ til foreldrepermisjonen, slik', ' en møteplass for barn, med blant annet lek,']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å stelle hjemme.', ' å stelle i stand det som trengs til feir', ' å ta vare på ungene, de er veldig på', ' å lage til middag til seg seiv og sine barn,', ' det, dei driv ein form for folkeopplys n']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' snakke med den lille. - De burde kunne lese', ' handle på en fornuftig måte.\n- Når unge mødre spør', ' behandle sin baby og at de bør gi dem et', ' gi barnet mat. De skal kunne gi råd om den', ' håndtere dem, sier Haddad til TV-kanalen']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' få høre litt om hvordan det er å være mamma', ' leke og kose inne. Og seiv om de gjerne', ' se på TV.\n- Jeg må se alle CSI', ' ha dem rundt seg. Det finnes også eldre ungdommer rundt', ' spille, og en gang iblant drar familien']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' opp føre seg i det offentlige rom.\nMannen som', ' lage til bryllup, og de hjelper gjerne til, seiv', ' oppføre seg på en flyplass.\n- Nå er vel', ' klare seg, og hva de må gjøre for å oppnå', ' oppføre seg i en bil. Så i den tredje']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på tur né. Kritikerne hyller sty', ' den bærende kraft for nasjonen. Det er som', ' en trygg havn for barn når foreldrene forlater hjemmet,', ' et slags minne for ettertiden.\nsom er til', ' et korrektiv. I en del tilfeller kan også']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' å gi gode råd, men iblant når hun', ' mange måtar og gode å ha når ein kjem', ' å hjelpe, og at de også har vært flinke', ' å ha med seg mat, så dei ikkje går tomm', ' å gjøre husarbeid og passe den yngste broren']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg.\n– Jeg er enig med dem som', ' oppføre seg i et forsam lingshus.', ' oppføre seg på sosiale medier. Den ene datteren tok', ' ta vare på familien sin.', ' oppføre seg og te seg overfor voksne, påpeker han']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' spille basketball, volleyball, leke på', ' lese og sy. Begge liker å gå på kino', ' gå på ski og stå på ski. De skal', ' pynte seg for kjæresten sin.\n- Jeg elsker at', ' holde seg i form er en ekstra stor bonus når']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' komme seg opp igjen.', ' bli tatt vel imot i New York og i resten', ' klare å lokke de andre med seg. - Ja,', ' kle seg for å unngå kroppspresset mange', ' stelle en kropp som har vært gjennom store på']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et alternativ med et annet tilbud enn hva de tradisjonelle', ' et hjem i ordenes rette forstand. Det betyr', ' en hyllest til den franske forfatte ren Victor', ' et til bud til ungdom, men nå har også', ' er en støtte til de som velger å gjøre noe']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ulike ting, for det er jo en god del som', ' å følge opp, og alle får den oppføl g', ' å gi tilbakemeldinger, sier Ingrid.\nGodt miljø Det', ' å synge til hverandre, og dette gjenspei ler i', ' mange ting, men det er et par ting de mangler']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta vare på sine to barn, men til slutt kan', ' oppføre seg. - Men jeg var nødt til å', ' oppføre seg i et klasserom, sier rektor Anne', ' oppføre seg. Etter hvert ble han også mer vant', ' handtere slike ting.\n- Det er et brudd på']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' være sammen. Vi kan ikke gi noe generelt svar på', ' kalle oss, så de andre barna får også komme på', ' kalle seg en av verdens mest demokratiske stater. Likevel', ' fiske. - Det er gøy å vise at man', ' kunne besøke familie og kjente i USA. Det er en']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive en butikk. Det er viktig med fagutdanning', ' håndtere den, og med riktig diag nose går', ' be tjene en mobiltelefon når de er på jobb. Slik', ' opptre i et sånt vær. Det at barna lærer', ' organisere seg som et konsern og tjene penger.\n-']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der de kan komme på dagtid. Det', ' en vik tig del av det nyetablerte poli', ' et supple ment til andre støtteordninger og tilbud.', ' for hele kommunen, ikke bare for Tjøme sentrum.', ' et talerør overfor regjeringen, for ikke å si']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si fra når de ikke finner seg i ting.', ' å lage mat og bake, så det er mange', ' å bruke det offentlige for å fremme sin sak, da', ' dette. De sørger for at vi ikke har noe å', ' å be skytte sin eiendom. De vil jo']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle et hus.\n- Det har vært interessant å bo', ' oppføre seg som folkevalgte når man ikke har', ' behandle barn.', ' forholde seg til offentligheten.', ' forholde seg til slikt. Nå må vi vurdere om']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' dra på tur? - Turene kan være alt', ' ha det trivelig og ko set seg på festen', ' høre på. En av dem er den lokale gruppen V', ' lese. Men de må skjønne at det er viktig', ' lese.\n- Dette er det åttende året jeg er']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
