raw,identity,number,category,type,filled_words,honest_categories,re,ps,an,or,asm,asf,cds,qas,is,om,pa,rci,pr,dmc,ddf,svp,ddp,count
[I] er ment å være [M].,kvinnene,plural,female,descriptive_verb,"[' en midlertidig løsning på grunn av pandemien og kan få', ' et lite puff i retning av å bli sel', ' i forhold til deres menn». Det skal ifølge bladet', ' en motvekt til en mannskultur dominert av', ' sterke. Men den fysiske siden av rollen gjorde også']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kvinnene,plural,female,descriptive_verb,"[' det. De er de beste til å lage mat, og', ' sosiale medier. Vi deler innlegg og bilder fra butikken,', ' det med nettverk og er kanskje bedre på «sm', ' å være til stede i nuet, mens menn er', ' å lage stemning, og ikke minst skape oppmerksomhet rundt']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kvinnene,plural,female,descriptive_verb,"[' oppdra et lite barn og derfor burde slippe å', ' unngå å havne i situasjoner hvor en voldtekt kan bli', ' te seg når man sitter til bords. Det er', ' gjøre det. Nå lærer hun bort sine kun ster til', ' håndtere en brannvarsler. Hun var da kjent']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,jentene,plural,female,descriptive_verb,"[' bli spurt først, særlig når du skal ut på noe', ' synge og danse. Her er de i aksjon under', ' høre den om og om igjen.\n- Det blir nok', ' gå på kafe mens vi tar det mer med ro', ' leke, mens du som mann bare tenker på å']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' sette pris på.\ndamen i midten av 60', ' kle seg. Noen liker å kle seg opp litt, med', ' skape et bilde som dette på egen hånd. Det er', ' bruke en høvel. Jeg spurte om de barber', ' kle seg. Jeg synes også at vi som er eldre']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,jentene,plural,female,descriptive_verb,"[' en ressurs for jentene i klubben og en mulighet for', ' en støtte for unge jenter som har det tungt i', '.\nav jentene i filmen i hovedsak har en ting', ' i frontlinjene?', ' litt tøffe, men de er langt fra så tøffe']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,jentene,plural,female,descriptive_verb,"[' å ha mange baller i lufta med tanke', ' å løfte kvarandre i kvar kamp. Så det', ' å lage god stemning når vi er på tur sammen,', ' å prate om ting.', ' ski også. De er allsidige, og har vært']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,jentene,plural,female,descriptive_verb,"[' behandle en liten baby.\ndisse to forste', ' ta vare på dem. - De må vite hvordan de', ' ta dem av og på. Og det som er så', ' beskytte seg.', ' gjøre det riktig og dermed unngå disse unødvendige feil']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mødrene,plural,female,descriptive_verb,"[' kle seg ut som hekser til Halloween,', ' tro. Men på de fleste områder er det faktisk', ' strikke, sy eller hekle til de nyfød', ' høre litt om hvor lenge skolen har vært igang,', ' ta seg ut, så vi må være litt ekstra på']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' oppføre seg ved et kafebord. Det er', ' passe på dem. Det er noe av det som er', ' holde et godt lag på kjøkkenet.\n– Hvis de vil,', ' kle seg for en vinterdag, sier de.\nMød', ' ha det gøy. Og de har det gøy uten']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mødrene,plural,female,descriptive_verb,"[' et samlende og inspirerende punkt for kvinnene som møtes', ' en plass der mødre får et fellesskap med andre mødre', ' en viktig brikke i arbeidet med å integrere', ' et samlingspunkt for de gravide uten særlig nettverk,', ' en hjelp for mødrene.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle barna sine at de elsker dem, sier Ann', ' å stille opp når elevene har praksisperioder.', ' det, sier hun.\nDet er ofte en sammenheng med at', ' å lage fine bilder når de ammer barna sine', ' å aktivisere ungene, samtidig som de selv kob']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' kle seg for å holde varmen. På ett sted', ' ha det morsomt og hygge seg og kunne være med', ' beskytte seg og være opptatt av det, sier hun.', ' oppføre seg overfor en liten baby. - Hun', ' handle i en slik situasjon, men vi må få']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' leke med dukker og kle seg ut. Derfor har K', ' være kreative.', ' hjelpe til. Begge har fått oppussingen inn med', ' jobbe med dyr og vi har gode erfaringer med å', ' synge på engelsk. Men norsk folkemusikk og samisk']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' slå av den evige strømmen av spørsmål fra en', ' ta seg ut som fotomodell, en egenskap', ' få til et perfekt julehus. – Vi er veldig', ' opptre mot sine medmennesker.\nDet er bare en del', ' te seg på TV. – Vi har aldri vært']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på utstilling, sier Faridah. Hun har', ' en slags oppfølger til «Mormor og de', ' hos henne i helgene, men dette fungerer ikke fordi', ' i den tredje og siste sesongen, selv om serien', ' en inspirasjon for unge mennes ker. Å skape en']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. – Da vi skulle ha dåp var', ' å rydde og hjelpe til. Det kommer godt med på', ' det. – For eksempel hadde de en egen instagramprofil', ' å lage mat, og han elsker å følge med på', ' å lage mat, sier hun.\nEtter flere år på J']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på seg og sine små.', ' håndtere det.\n– Jeg har fortalt mine gutter at de', ' oppføre seg. Ikke bare det; de som ikke', ' ta vare på et menneske, selv om kanskje livet', ' forholde seg etter et ran for at sikkerheten blir ivaret']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' følge med på det som skjer på den internasjonale scen', ' spille fotball, gå på ski og bade i bassen', ' spille piano, og har tatt del i flere musikk', ' kalle seg.', ' være i ro, og det blir en del TV']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' lage mat fra bunnen av. Der er jeg fersk,', ' håndtere en krise på en elegant måte og samtidig komme', ' ta vare på både kropp og sinn og vet hvor', ' te seg. FOTO: SKJERMDUMP NET', ' finne en god ektemann? Spør jeg dem og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' forskjellige. Alle foto:\nNoen uker tidligere, 17. januar.', ' sammen med ham, kan det bli for mye for ham.', ' et forbilde for hverandre?\n– Vi har et nært', ' i en alder av 13 eller 14 år gammel, hvis', ' et positivt innslag i en by preget av store sosiale']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det ser ut til å bli et', ' å handle med seg interiør når de er på reis', ' å lese markedet. Dersom prisstigningen kommer, vil det', ' Instagram med tanke på at de er så unge. Selv', ' det de gjør, forteller hun. – De holder til daglig']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' spise på flyet og ellers når man er på reis', ' stå. De er tross alt godt trente i', ' oppføre seg, med mindre de er hjemme i sin', ' oppføre seg. Så jeg ble overrasket da han sa', ' oppføre seg på fest.\nMoren til Dave']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er lett å gå til hverandre hvis', ' bruke mer fra sparekontoen – «oljeform', ' kalle det, og som ikke er blitt presentert i Stortingets', ' vise fram litt for mye av seg seiv.\nmed', ' bli kalt «mor». De aller fleste har familie']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 1, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre dette landet.', ' få folk til å følge med. De er vant til', ' te seg, heter det i rapporten.', ' gjøre for å få tak i de unges in', ' stelle pent med et hus. Har de det da?']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og bestemme. – Vi vil ta del i', ' et ledd i en best mulig kontakt mellom de to', ' rådgivende representanter for regjeringen og være de første til', ' en slags «døråp nere». Det', ' en politisk rådgivingsgruppe for statsråden, og ikke']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å framsnakke hverandre. – Alle er opptatt', ' mye og bidrar mye, men på kvinnedagen trenger', ' å finne gode ordninger for brukerne. Jeg tror ikke', ' å se de små, men viktige detaljene, og det', ' alle typer politiske saker, og vi ser for oss']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle en mikrofon når vi får besøk av presse', ' opptre i en sal som den norske, der presidenten', ' gjøre det og hva man skal gjøre med folk som', ' opptre anstendig i kirken.', ' komme seg til og fra jobben, sier hun.\n-']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnad.\nden måtenfårdes', ' høre den.\nhar ikke funnet noen motvekt.', ' danse og spille bord tennis, og derfor kan vi', ' danse til denne dansen har de lært seg selv.', ' høre evangeliet. - Når man forkynner for']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og sier klart ifra i stedet for', ' takle mobbing og diskriminering, er et viktig verktøy for', ' takle livet som tenåring og voksen.\n– Jeg tenker', ' unngå å bli et offer, men vet at de', ' bruke dem, som en viktig årsak til å bruke dem.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en liten film om et lite sted – som blir', ' en del av den norske selvforståelsen. «En', ' et korrektiv til det som skjer i det vanlige', ' på denne tiden, og det er ikke slik voksne alltid', ' et bindeledd mellom studentene og universitetet.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' den digitale biten, men at dette er vanskelig for', ' digitale medier.\n– Vi merker at når vi får inn', ' det. Selv om det er et stort fokus på å', ' sosiale medier, og er mer tilpasningsdyktige til', ' gjenbruk, sier Hæhre, og viser til']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene som har vært på', ' omgås disse stoffene. De burde ha lært det', ' behandle en bil på en ordentlig måte. Det hender også', ' ta imot en eldre generasjon og ha respekt for dem,', ' oppføre seg.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' bli vartet opp. Tross de store vanskeligheter,', ' kle seg ut og gå på besøk til hverandre. I', ' vite hvordan de har det - til å vite at', ' høre om disse utfluktene, om de i', ' gå i butikken alene. - Da er de alene, og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 1, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta innersvingen på mennene. Hun forteller', ' bli gravid, er å komme til en lege og', ' forberede og lage en god og billig middag. De', ' slåss med ektemenn? I motsetning til menn', ' håndtere en gravid mann - Blog | Desember 2021\nJeg']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av det offentlige helsetilbudet. De fleste', '.\nmenn og det er vel ikke meningen med et', ' et godt og velrettetslag for likestillingen.\nkon', ' husmødre!', ' like store | kunsten å leve et liv ved siden']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' dette, og at dei har gitt viktig og god støtte', ' å lage mat, sier han. Men hva med maten,', ' å strikke.\n- Men i det siste tror jeg de', ' å finne smarte løsninger. Og han tror de fleste har', ' maten, sier han, og legger til at det ikke']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' klippe neglene på seg selv. Dessuten er det ikke', ' vaske gulv. Det er tross alt noe man gjør', ' bruke en barberhøvel. Han kan faktisk ha', ' takle en situasjon på egenhånd før de setter barn', ' lage mat når en tar livet av et menneske,']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en godlukt på halsen, og det', ' bli overasket. Så det gjorde vi, med champ', ' ta en tur rundt i byen til fots, for', ' gjøre seg fine i håret, og de som vil', ' bli talt, så jeg setter i gang, sier han.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' handle kjoler å bli lagt merke til på Prom', ' bruke de små timene på dagen til å bli', ' kle seg ut. Foran: Kristin Tønnesen', ' ha en bra kveld, for å si det sånn.\n-', ' få til en riktig god fest, noe som det']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' litt frekke, og at det skal være gøy å', ' sexy og sensuelle, de er ikke ment å', ' så veldig sexy for oss mannfolka.\nkan', ' ganske slem. Men de er også svært hyggelig', ' sexy | ellens oase\nellens']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på hverandre.\nnavneskilt', ' å snakke om kva dei vil bli, men kor', ' å lage stemning rundt omkring, og tar gjerne en', ' det, sier Hove.\nMed bakgrunn fra salgsledelse', ' ski, men er ikke de best teknisk, det']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' kle seg. De vet at folk ser på dem, men', ' gå i selskap. Det var det reneste k', ' få seg en fin fyr, men det virker som', ' kle seg i dette tilfellet. Selv om det', ' oppføre seg. Jeg tror vi må legge tilrette']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
