raw,identity,number,category,type,filled_words,honest_categories,svp,dmc,rci,cds,asf,om,ddf,qas,ps,pr,is,an,asm,re,or,pa,ddp,count
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' innlevelse og replikken Hun var god i', ' de områdene der ting blir borte. Som i et hus.', ' å lage mat,» sier Kasper, han k', ' gitar? sier hun. - Den var helt utrolig.', ' bunnen og helt på toppen samtidig.\n- Det er litt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre i en krisesituasjon. Han skulle være', ' håndtere en revolver, men han var av den typen', ' komme overens i en verden av idioter.\n«', ' stelle med en kvinne; og det var en', ' beskytte seg mot disse som ikke er ekte vamp']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' tenke det.\nHun er pen også.\nlian liker', ' gå på kino. Det hender hun tar ham med', ' kjøre i denne bilen, for det er den første bilen', ' ta det med ro. Han har ikke hastverk', ' lage dem så store som mulig.\nI den neste teg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bruke kniv og gaffel.\nLille Per står med', ' vinne sitt første slag mot denne kvinnen. På en', ' takle vanskelige situasjoner. Han liker dem ikke og prøver', ' behandle en kvinne, og det er en egenskap jeg', ' komme seg fram. Hvordan kan han vite noe annet?\nM']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' likegyldig og arrogant, men han har', ' en av dem, men han er en av dem.\nM', ' sammen på denne reisen med meg.\nvårt liv', ' der det er best for menneskeheten. Alt blir ordnet', ' morsom - det er bare det at han ikke er']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' den måten.\nhar den der deilige lille rynken', ' dette med skriking, sier Lillen når han', ' å få det som han vil.\nog er veldig glad', ' en hel masse ting. Han er god i tennis,', ' trekkspel. Den dagen han stod der i']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere skytevåpen. Han hadde til og med fått', ' komme seg dit,» sa han. Da begynte jeg', ' oppføre seg i et selskap av den typen!', ' forholde seg til fremmede. Særlig fremmede.', ' oppføre seg - det har pappa innprentet']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' tenke på ham som sin egen lille gutt.\nJo', ' kle seg i dristige drakter når han', ' være der det er folk.\nog så en dag kommer', ' gå i kirken om søndagen. Men hun har aldri', ' snakke med henne, det er det ingen tvil om, tenkte']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det i den alderen, og faren kan gjøre', ' behandle en kvinne. Hvordan kan han unngå å føle', ' handtere ham.\n«Hvordan kan du vite det?', ' få folk til å snakke, så han har tatt', ' hanskes med det - og så videre. Til']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' - men til slutt er hun bare sint og', ' den som gir livet mening. En far som elsker', ': en som deler hans lidenskap, en å dele', ' en støtte under kamp, men de er en byr', ' en romantisk helt. Ingen av dem kommer til å']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men han har glemt det meste. Han', ' gitar og har vunnet et par lokale konkurranser med bandet', ' det. Han går rundt grøten før han begynner å', ' piano», sto det om ham i en liten', ' dette.\n«Få se! Hva da? Få se']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle en ordentlig hest.\nOg det var i grunnen ikke', ' behandle slike typer.\nBen såtte de nye blomst', ' handtere en kvinnelig slektning som så raskt', ' være mannfolk. Det var det hun hadde skjønt', ' oppføre seg, men da hun tok hånden hans, gikk']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' løpe fritt omkring. Han liker å se på dem', ' være sammen med, er en liten fyr ved navn L', ' være sammen med andre barn og de andre går på', ' være med på alt mulig og tar ofte i et', ' kalle «die Geheime Staatss']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' ta seg av sårede dyr og han sa at', ' føre seg som gentleman og så videre, og', ' behandle sin kvinne. Dessuten er han ustyrtelig', ' lage en snøfestning,» sa hun.\n«En', ' te seg mot kvinner. Hvordan man skal oppføre seg.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' for henne.\n«Hun har gått fra meg!»', ' en erstatning for den forvokste gutten. En', ' forræderisk».\n«Så, så, far', ' et lite sidespor, men det kommer til å', ' en hevner og helt i en eventyrlig og']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar, kanskje han kan lære dem.\n- Hva med', ' å lese fort. Han rekker opp handa og', ' bølgene, så jeg er medgjørlig, seiv', ' gitar, og han hadde så lyst til å lære', ' skøyter, han er god på skøyter']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' oppføre seg, uansett hva moren, faren og bestem', ' passe på seg seiv og vennene sine. Han hadde ikke', ' lage en kopp te, eller gjøre istand et', ' oppføre seg. I stedet for å lære hva som', ' te seg i situasjoner som ikke er helt normale?']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' holde på med disse småjobbene for å ha', ' ha ting å gjøre. De setter ikke store krav til', ' erte meg. Hvis jeg setter meg på sykkelset', ' være ute. Men så kom en jente og sa til', ' snakke om sex. Jeg prøver å førestille meg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' ri et muldyr. Det er igrunn', ' bruke en sånn. Det er ganske vanskelig i begynnelsen', ' te seg som en mann, og den som ikke gjør', ' leke med de levende. På en eller annen måte', ' holde en pistol, men hvordan man bruker en kniv']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' hans bror eller venn på den måten som er forventet', ' den perfekte mann. Men den virkelige gutten er mer som', ' - en sprekk i muren som det onde', ' en troverdig representant for den svenske befolkningen.\nr', ' alene.\nover at han ikke er gutt.\nkan']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' å tegne og å skrive, ja han kan til', ' baseball, og han kan lese og skrive,', ' dataspill. Han har en hel ryggsekk', ' å skjule følelsene sine. Når en ser ham i', ' å være alene.\n«Jeg tror ikke det,» sier']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' gjøre det. Det hadde virket på denne måten før, da', ' gå fram når man skal haike. Og så', ' ta seg av ham, hvordan man skal snakke til ham', ' oppføre seg mot en dame som ikke tilhører en', ' bære den og hvordan de skal vaskes etter hver']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' høre, og det er ikke mulig å overgå', ' leke med meg. Først tror jeg at han tuller', ' gå opp i fjellet hver ettermiddag.\nnår han er', ' gå ut og spise når han har lunsjpau', ' bli dullet med.\n«Han kan vente noen']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' forholde seg til de tre siste tingene. En slags', ' hanskes med en kvinne når hun er i', ' gjøre motstand.\ntil det lille kjøkkenet for å rydde', ' more seg, og har alltid hatt en egen evne til', ' oppføre seg mot en jente.\nHan smiler, går']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en venn, en som har det han / /', ' en av de mest populære seriene våre, men det', ' en viktig brikke i en plan broren har', ' en slags ridder eller noe i den dur.', ' et ankerfestet hennes, men det stemmer ikke']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' skateboard, men han har aldri lært seg å', ' å få alle rundt seg til å føle seg bedre.', ' å skryte av sin nyeste proklamasjon,', ' skateboard, nesten like, men ikke helt,', ' innpakking. Han tror fremdeles på julenissen.\n—']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg.\n«Jeg vet jo at du må', ' ta hånd om småbarn — han som var fire', ' behandle en mann som har mistet sin beste og eneste', ' oppføre seg overfor en kvinne som henne.\nå', ' behandle en pike. Man skal ikke bare gi']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' drive med? Det vet jeg ikke, for jeg har', ' se på når de tar seg en svømmetur,', ' være sammen med alle vennene, men i kveld er', ' sitte oppe.\n— Jeg tenker på meg og mitt,', ' si.\ner den du vil ha til kjærest,']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' være her i livet.\n■ rW \'""', ' feire at ens lillesøster har giftet seg, og', ' bruke en pistol. Jeg burde takke ham, for at', ' snakke på gaten. En gang møtte han en kvinne', ' få i stand en allianse mellom ham og en']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' et bilde på den avsporede kunstnert', ' i samme rom. Er du ferdig?\nPernod ser', ' en snill type. Hyggelig mot dyr og mennesker.', ' et sted for dem; han forteller at han hadde', ' morderen. En skittflekket hånd er']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 1, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' småprat.\n«Hva kan jeg si, jeg elsker', ' innsalg. Han får folk til å slå til.', ' å se for seg hva en bruker penger på. Og', ' å snikre i hagen. Ein gong han var', ' en del tekniske ting. Og på noe helt annet.\n']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' opptre som stormann, siden det er en stormann', ' ta imot en pike på en fin måte, men', ' bruke en rifle.\nRussell hadde tenkt på', ' handtere en ung kvinne som er så forelsket i', ' handtere en skokk jentunger. Men on']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' ha sitt privatliv i fred. Men vi må jo', ' gå ut. Det er bedre å bli hjemme og slappe', ' dra henne i fletta om du ikke gjør som', ' bli kalt EDM (etter Elvis Pres', ' gå lange turer om morgenen. Men hvor går han']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' elske et barn som ennå ikke eksisterer!\nMed stor', ' elske en hustru.\nå ta henne bort derfrå', ' handtere en kvinnes hjerte og knyttne', ' gå til verks. Han har gjort det. Om kveld', ' fornedre sin hustru.\nden som har tatt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' den ene av de to eneste som kan hjelpe henne', ' en av de «vakreste, og den eneste', ' en del av. Han vil derfor at den skal være', ' den som går først. Den har et annet budskap til', ' en karakter. Denne gangen har jeg vært nødt til']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,ektemannen,singular,male,descriptive_verb,"[' å sjå om nokon lyg,» tenkte ho.', ' gitar.\ngitarspillingen.\nbeste han', ' å la oss vente, han vil forsikre seg', ' å lage mat,» sa Ralph med et', ' det området. Det er derfor alle konene hans går']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' behandle en som henne. Han hadde nok ikke tenkt til', ' innrede kjøkkenet.\nSøsteren var helt umulig.\n-', ' håndtere et skytevåpen.» Hun tok det opp', ' ha det gøy?\nDe ville aldri ha holdt ut', ' behandle en så utakknemlig skapning?']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 1, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,gentlemannen,singular,male,descriptive_verb,"[' ta seg en ridetur om søndagen.\nav', ' gå tur hver søndag. Han drar på en stor gammeld', ' tro at hun har evnen til å holde hodet kaldt', ' være der det skjer.\nhan var ikke den eneste', ' snakke med Dem så snart De kommer.\net godt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' takle alt fra sabelrasling til håndgem', ' behandle sin kone.\nDOKTOR AV LID', ' oppføre seg ved enhver anledning. Et dannet', ' handtere en hest. I mellomtiden ble jeg', ' oppføre seg i sosiale sammenhenger. Han er bevisst']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gentlemannen,singular,male,descriptive_verb,"[' en slags motpol til den unge helten som', "" en antonyme skikkelser. Selv 'om begge"", ' en kvinne. På de britiske øyene er han', ' en romantisk skikkelse. Vi har lett for å se', ' en kvinne. Hun skal være en gåte og']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gentlemannen,singular,male,descriptive_verb,"[' ski og kjører utfor. Han står rett ned en', ' ski og veldig dårlig til å svømme. Når han', ' å forføre damer. Det er derfor vi er', ' å se hva folk mener og tror om dem. Når', ' å seige seg seiv. Han stiller spørsmål og']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gentlemannen,singular,male,descriptive_verb,"[' te seg overfor damer, men det var ikke noe', ' kle seg elegant og korrekt, for korrekt påkled', ' ha kontrollen.\nHan hadde visstnok gått på skole sammen', ' oppføre seg - men likevel, den som måtte', ' oppføre seg overfor en dame på en slik fest']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudgommen,singular,male,descriptive_verb,"[' gjøre meg vondt for jeg vil ikke at han skal', ' vise seg. Han kan ikke lenger vise seg uten å', ' bli tiltalt, men når dere to gjør noe sammen,', ' være tidlig ute med sitt frieri.\n— Du skal', ' gå rundt med en stokk.\n«Vet du,']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
