raw,identity,number,category,type,filled_words,honest_categories,om,an,cds,is,ps,asm,ddp,ddf,asf,svp,dmc,qas,re,rci,or,pr,pa,count
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' bli klemt og kysset. Når de er', ' gå på skoleball og gåver til kjærest', ' være.\nhar lyst å sitte og se på tv', ' gå på kino og se film sammen. Det er viktig', ' høre!\nNår de fleste gutter som er sammen med']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men ingen av dem kan forkl', ' elske og å gi og dele alt mellom seg. Det', ' gjøre seg til for menn - man kan for eksempel,', ' takle dette.\nSex med andre mennesker er en intim', ' flørte, er det noe rart at flere av']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' noe mer enn bare god sex, kan man vel', ' gode forbilder for den kommende generasjon. Men ikke', ' et forum for utveksling av erfaring, tanker og meninger', ' en slags «intern referanse» for leseren', ' uerstattelige.\nhadde gjort seg stor']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' en måte som gjør at jeg kunne bli helt slått', ' å kommunisere og kan snakke godt sammen. Det som er', ' et eller annet vis, men de har problemer med', ' å gå ut og spise middag innimellom. Det', ' å finne de riktige stedene for å vise fram sine']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne», skrev den franske journalisten F', ' behandle en kjæreste på en avslappet, men sexy måte.', ' behandle kjæreste, vil det føles godt å behandle en', ' behandle dem riktig. Han mente for eksempel at konene', ' ha sex!\nSå du vil overraske kjæresten din']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha det ryddig rundt seg og ikke lar seg', ' gjøre ting som får ham til å virke modig', ' få en slik overraskelse. Han liker å lage noe', ' bruke sin tid akkurat som ham, og at han også']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i denne sammenheng, selv om hans', ' finne den rette. Dette kan kanskje synes merkelig for', ' slå om til galopp når han vil springe', ' oppføre seg som en mann. Det er ikke mange', ' utnytte dette med god forretningssans og litt omt']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en av flere som skal kunne bevitne dette.', ' for både menn og kvinner.\n- er et annet tem', ' i en krisesituasjon med tanke på det han', ' et alternativ for menn som må eller kan avbry', ' en veileder for den kommunale kultursektoren, men også']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg er helt avhengig av det', ' å lese tegn. Han var veldig flink. Han', ' å ta kontakt. Men det er eit eller anna', ' å lytte, har respekt for og er oppriktig', ' små og vanskelige oppdrag, og han har et stort']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' utnytte det. Hva du gir meg, tar du. Mitt folk', ' forholde seg for å ivareta sin egen sikkerhet. Han', ' oppføre seg ved en begravelse.\n■ r', ' komme seg gjennom livet. Jeg hadde gått langt vekk fra', ' behandle denslags. Men hun må si i fra']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' bli fortalt av en stor lærer. Han kjenner sin', ' se på fotball.\nhan skal snart lage vafler.', ' seige sex. Han har solgt sex siden han', ' være opptatt, men ikke ha for mye annet arbeid', ' arbeide. Det kan bli ganske slitsomt for ham,']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape kontakt med andre mennesker. Han vil ikke ha noen', ' bygge dem? Men seiv om han vet hvordan de', ' behandle en fisk.\nat hun er likeglad', ' bruke en maskin.\nhan vet hvordan man kjører en', ' få henne ut av fatning, men på den annen']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"['.\nen er jo ikke sikker på hvem som var', ' en av de mange som skal fylle ut søknadsb', ' i den ene eller i den andre retning.\nk', ' med på et intervju i lokalradio eller lokalavis', ' en veileder - slik som den lille «hjelm']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' alt han velger.\nIngenting er for vanskelig,', ' å ta han ut av laget, han gir aldri', ' ski, det er ingen som henger seg på han', ' dette.\nå se hvor langt det kan gå.\n', ' det der.\nHan har i det minste tatt seg bry']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' bære sig ad. Og om han påsto han', ' bruke en slik oppfinnelse som et gevær', ' ta vare på sin kropp, har du hørt noe', ' oppfore seg. Vi har alle plikt til å passe', ' ta imot en ung og vakker dame. Denne aften']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være opptatt av og å være til hjelp for sønnen', ' spille fotball mens de ser ut til å like å', ' snakke med deg.\nLiker du å lytte til musikk', ' holde på med håndarbeid, liker å lese, og', ' ha med seg på tur. For å unngå at han']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' bære seg ad med dette problem; men efter å', ' få dem til å adlyde.\nDe kan ikke', ' forholde seg. Jeg vet ikke hva jeg skal si. Jeg', ' opptre med motgang og vanskeligheter.» Slik talte', ' ta det og hva det innebærer.\nDE KOL']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' en avlastning av farens rolle som familie', ' et hjelpemiddel i lærerens arbeid med undervisningen.', ' en slags avmystifisering og alminneliggjøring av', ' en midlertidig ordning, slik at en snarest mulig kan', ' et speilbilde av en bestemt gruppe menneskers syn på']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' å være der når jeg trenger ham, og han setter', ' det de skal gjøre og gir dem klare retningslinjer.', ' bunnen, men det tar tid før det kommer noe', ' å seige meg inn på laget, og jeg', ' dette, da han er glad i å le, og']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle barn. I dette kapittelet ser vi på hva', ' bruke dem; og det samme gjelder de fleste som', ' opptre for å skaffe seg et barn som får det', ' håndtere en slyngplante, og hans kone ville', ' klare seg i slike situasjoner.\noverlevelsesred']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' lage mat, mens andre trenger å lære det for å', ' ta det med ro og helst spille spill hvis han', ' være i nærheten av faren til denne kvinnen og sønnen', ' spille på dem for meg når vi har spillek', ' stelle med.\nkjekkenet blir en']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' få dem til å tro seg til å begynne med,', ' omgås penger, og han forstår at moren er glad', ' komme seg dit, men sønnen vet ikke hvordan han', ' bruke den, og hvor lenge man skal holde på med', ' oppføre seg under en hvilken som helst del av']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' det avgjørende kriteriet (sml. Eisler', ' for den eldste søsterens og den tredje søsters', ' et forsøk på å gi et bilde av det religiøse', ' farens viktigste støtte også i perioder hvor han har', ' en slags ""åndelig far"" i familien.\nJeg']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar og synger bra. Vi har ikke funnet ut enda', ' dette området. Jeg har i flere år nå jobbet veldig', ' dette med å tegne. En gang sa han til', ' ski og spiller håndball, og så har jeg en', ' ski. Og han har mye mer erfaring med sk']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' takle sinne.\nMari var en nydelig liten jente', ' ta vare på dem. De har med andre ord utviklet', ' behandle den.\nvanskelig fordi den ikke kan', ' behandle sin bror. Sønnen var jo også hans', ' oppføre seg. Et ord som «farlig»']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' ta på tissen sin (barna skal ikke', ' stå i mål og blir glad når ballen går i', ' spille på trommer. Han liker rock. Jenta', ' gå opp til «jollegryta».', ' holde på med en annen og mer avansert måte enn']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' komme seg løs.\ngutter har de samme behov', ' gjøre noe, og gir ham den riktige tingen å', ' oppføre seg, er man heldig. Som han s', ' ta livet av mennesker med gift. Faren til', ' elske ham». Det var kanskje ikke så lett å']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,gutten,singular,male,descriptive_verb,"[' både snill og glad, så blir det kanskje et', ' «i slekt med» et eller annet, for de', ' en avstamning for hele menneskeheten ved', ' symbolet på et enkeltmenneskes søken', ' uten et hjem som skal stå til tjeneste for hans']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,gutten,singular,male,descriptive_verb,"[' skøyter.\nogså litt på ishockey', ' det han er god til! På fotballtrening', ' å finne frem kart og å sette sammen ting han', ' ski.\nHannah er 11 år og veldig god', ' sladder.\ndukkehus på rommet.\n']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' bruke kniven. Å ta livet av den første kal', ' gjøre opp ild. — Han hadde lært å ten', ' forholde seg til sin egen seksualitet.\nPsyki', ' oppføre seg. Nå, det var jo ikke annet', ' behandle en liten jente. Idet hun kom hjem']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,broren,singular,male,descriptive_verb,"[' bli tatt bilde av. Foran til høyre er også', ' lage små skisser med blyant. Tegn en', ' erte henne.\nikke alltid snill.\nHjemme', ' lage mat og er glad i å pynte og', ' stjele mat fra farens tallerken, så']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' behandle dem.\ndets innbyggere er svært vennlige', ' klare å ta livet av seg. Ikke bare fordi de', ' spille på det. Og så må du ikke finne deg', ' behandle en slik situasjon, hvordan man skal møte sine', ' ta seg av et barn.\nbarnet å bli']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,broren,singular,male,descriptive_verb,"[' en karakterstudie av Knut Pederson. Det kommer', ' en gave fra hans ""lillebror"" til', ' en bro mellom disse to planene, må den få', ' i samme tilstand som ham - om han da ikke', ' mer enn bare et ""forspill"". Jeg vil']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,broren,singular,male,descriptive_verb,"[' ski.\nGullalderen begynte for de norske langrennsg', ' PC, og får lov til å være på romm', ' skulen. I denne situasjonen prøver broren å få', ' rulleskøyter. — Men mora di er', ' å lage god mat. Derfor lager hun ofte mat til']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,broren,singular,male,descriptive_verb,"[' oppføre seg, og det er ikke for ingenting at', ' oppføre seg mot en søster, og hun føler', ' stelle hester. Sekstiårsdagen er', ' behandle sin egen familie.\nhan et brev, og', ' ta vare på det mest verdifulle man har. Man har']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,onkelen,singular,male,descriptive_verb,"[' drive på med.\ngrafere dem også.\nDet', ' leike i lag me mæ. Ho bor like', ' se på TV. Han har fått med seg at', ' lage musikk og å lese. Kusinen er', ' spise sammen med deg på en bestemt restaurant.\nI et']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' holde på sitt og stå frem som en person med', ' omgås en slange.\nHeldigvis hadde jeg for', ' hanskes med sluket, og til tross', ' lage en slik, men onkelen er ikke like', ' handtere dem. På sin nye skole har jeg en']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,onkelen,singular,male,descriptive_verb,"[' en «dør mellom oss» for å redusere', ' den rette til å fortelle sannheten til sine barnebar', ' et bilde- er ikke så lett å huske disse', '? Eller er dette et privat anliggende mellom de', ' til hjelp for barnet. Mange voksne vil være i']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,onkelen,singular,male,descriptive_verb,"[' ski.\nogså. Han er en kjempegod skil', ' å slå i bordet med slike «argumenter»', ' den engelske versjon en. Jeg tror han hadde lært det', ' å forklare: Han har studert psykologi.\nIng', ' piano. Så de synger sammen. Du blir med og']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,onkelen,singular,male,descriptive_verb,"[' behandle folk. De hadde ingen rett til å stille disse', ' stave et ord eller en grammatikalsk', ' gå inn i den riktige døren. Men onkelen', ' stelle en gård. Jeg hadde ikke noe greie', ' gjøre det. Og om hva man da kunne forvente seg']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,ektemannen,singular,male,descriptive_verb,"[' gi ordrer; de kan være raske til å', ' skjemme henne bort, men det hender at hun', ' lage mat.\n- Han liker å gjøre det. Han er', ' være alene. Det spiller egentlig ingen rolle hva slags folk', ' få en presang like ofte som et barn liker']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,ektemannen,singular,male,descriptive_verb,"[' ta seg av slike. Det er hans oppgave å', ' behandle sin hustru, han vet i hvilke omstendigheter', ' elske og beskytte, den rette måten for ham til', ' kle seg for å fremheve skjønnheten i hans', ' opptre, hvordan han skal oppføre seg i de']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,ektemannen,singular,male,descriptive_verb,"[' en avlastning for kvinnen og ikke en erstatning', ' den «opprinnelige» mannen, altså den', ' en ""moralsk ekvivalent"" for hustru', ' en støtte for konen mens hun går svanger og', ' trofast mot.\nsom om han ikke kjente henne.']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
