raw,identity,number,category,type,filled_words,honest_categories,asm,pr,cds,ps,pa,qas,om,svp,ddf,ddp,or,re,dmc,an,rci,is,asf,count
[I] er veldig gode på [M].,mødrene,plural,female,descriptive_verb,"[' å fortelle barna sine at de er flinke på skolen.', ' å stille opp når elevene drar på tur til steder', ' det, sier hun.\n- Hvordan skal en god bar ne', ' å lese barnas signaler, sier helsesøster Tove St', ' å aktivisere ungene, samtidig som de seiv sk']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mødrene,plural,female,descriptive_verb,"[' forholde seg for å få en god amming og', ' stelle det man har —og ikke være så', ' beskytte sonnene fra å lære dette på skolen', ' handtere det hvis en liten gutt tar tak i', ' stelle dem. Det er ikke vanskelig, sier hun']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,døtrene,plural,female,descriptive_verb,"[' henge med hverandre og venninnene sine. Derfor er det', ' være her på dag tid og stelle med blomst', ' hjelpe til. Begge har fått ansvar for hver sitt lag', ' jobbe med, slik at vi kan bruke mye av egen', ' synge i duett med henne.\nDet var i 2003']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' drive det. Jeg må innrømme at jeg har en kl', ' ta seg av sin mor... men å la dette', ' få til så mye med små midler. Når jeg', ' opptre mot sine medmennesker.\nDet er bare en del', ' te seg på audition. - Hvordan er det']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' svært like sine mødre og har en slående likhet', ' til etterføl gelse for de kommende genera', ' en del av dette bildet, men det er usikker', ' i den grad at de er opptatt av å bruke', ' en inspirasjon for unge som vil skape en forandring.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' kjøkkenet. I tillegg synes jeg det er kjekt å', ' å rydde og hjelpe til. Det kommer godt med på', ' det. Det synes hun vi alle bør bli. I', ' ski, og går på ski fra november til juli.', ' å danse og synge sam men.\nALT ER M']","{'asm': 0, 'pr': 0, 'cds': 1, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' ta vare på seg og sine små.', ' håndtere det å se sin demente mor gå tapt', ' oppføre seg. Ikke bare det; de som ikke', ' ta vare på et menneske, selv om man ikke', ' forholde seg i en krise. Det vil nok være']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' følge med når det er store turneringer på TV', ' spille fotball, og det så også ut som om', ' spille med og mot hverandre.\n- Duellene som sø', ' kalle seg.', ' være i aktivitet og da det ble en ledig jobb']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' lage mat fra bunnen av. Derfrå tar du deg', ' håndtere en strikkepinne! Den yngste er for', ' ta vare på både kropp og sinn.\nviktig', ' ta på og av seg et par sko, forteller', ' bli en god selger. - Vi elsker kundene,']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"['.\nsom er et år yngre enn meg, forteller hun.', ' sammen med ham, kan det bli for mye for ham.', ' et bevis på Jesu guddommelige opprinnelse', ' i en alder av 13–16 år.\n– Vi', ' et positivt innslag i en by preget av store nark']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' ski, og det er bare å følge med. De', ' å hjelpe med oppvasken og holde det pent', ' å lese hverandres styrker og svakheter, og så', ' å lage god stemning, og vi håper de kan', ' det de dri ver med, sier hun.\nBlir større']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' håndtere en kruttønne som ham. De skulle kunne', ' ordne slike ting,» sa hun. Så forsvant hun ut', ' oppføre seg, med en far i politiet, og', ' se på en slik fyr. Og hva han er', ' oppføre seg på fest.\nMartine og Kar']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er lett å se at de har', ' bruke ord fra Bibelen i sine taler. Jeg gjør', ' kalle det, og som ikke var blitt presentert i det', ' vise fram både for små og store gjester. De', ' bli kalt «utbrytere» fordi de brøt']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' tale for seg, og mange av dem kan kunsten å', ' få folk til å følge med. De er profe', ' handtere slike situa sjoner, og de vet', ' gjøre for å få tak i de unge.\nvære', ' få frem det beste i andre, og nå har de']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og utarbeide de endelige vedtekter for senteret.', ' bindele det mellom lokalforeningen og sentralstyret.\nK', ' rådgivende i denne sammenhengen. Om de kan ha', ' en slags «døråp nere» til', ' en håndbok som kan gjøre det lettere for kommunest']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å ta imot alle som kommer på besøk, sier', ' å ta seg av hverandre, og i tillegg er det', ' å finne gode ordninger for brukerne. Det tror ikke', ' å se løsninger. – Det er ikke noe problem, det', ' alle områ dene! Vi ønsker oss en god']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' gjøre forarbeidet! Man kan begynne med å lese', ' opptre i en sal og følge vanlig parlamentarisk', ' gjøre det og hva man skal gjøre med folk som', ' opptre i det offentlige rom.\n- Vi ser at det', ' håndtere et budsjett. Men det gjør de ikke.\n-']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnad.\nden måten kan vi støtte', ' skrive med blekk, kan vi se på skriften', ' synge. Og det viser seg at det kan være', ' pynte seg. Men du ser jo hvor flotte de', ' høre evangeliet, fordi det dreier seg om den enkelt']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og sier klart ifra i alle sammenhenger', ' takle mobbing og utestenging? En god', ' takle livet som tenåring og hva som er verdt', ' unngå å bli et offer, når man ferdes', ' bruke dem, som en viktig årsak til å styrke ung']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en liten påskjønnelse, en oppmuntring som kan', ' en del av den norske, kommunale helsetjenesten og', ' på deres premisser. Det kan høres ut som', ' på banen i 30 minutter. Det er viktig å ta', ' et bindeledd mellom studentene og universitetet.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å finne på noe sammen med ungene selv, sier han', ' å ta i bruk alt fra Spotify til Net', ' det. Når så også de voksne ikke er mer iv', ' å finne fram til det som finnes på nett, sier', ' gjenbruk, sier Hæåk.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Det er et farlig hjelpemid del,', ' omgås eldre mennesker.\nT. T. er inne på', ' behandle en bil på veien for å bli en god', ' ta imot en gave. Det kan være noen som', ' oppføre seg.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' synge med. - De var veldig flinke i kveld, jeg', ' kle seg ut og gå julebukk, og da', ' gi det de har i seg. De er oppof', ' være ute sammen med de andre kvinnene. Den eneste', ' gå slik og traske, er de fleste mann']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta innersvingen på menn!\nEn slik', ' bli gravid, er kanskje ikke til å undres', ' bli i ett med det.\nkvinner» (', ' få sin mann til å føle seg som en konge', ' innrette seg i et samfunn hvor det er mennene']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av det offentlige byrommet i den lille', '.\nmenn og kvinner kan snakke i forsamlinger. De', '.\nsom blir gjort narr av gjennom hele forestilling', ' den første i en serie av tre. Det er', ' likeverdige i det evige liv, men det er']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' dette, og når dei kjem i samtalemodus er', ' å lage mat, sier han. Men hva med maten,', ' å strikke.\n- Men i Thailand strikker de ikke', ' å finne smarte løsninger. Og det tror jeg kan være', ' matla ging, slik at de kunne ta over']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle dem...», leser en annen.\nHamid', ' takle en mann med temperament. Å være sin', ' gå kledd på bade stranden om sommeren. Men når', ' takle en ulykke på landeveien.\nkan bli med', ' lage, når en tar i be traktning at']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god latter seg i mellom, på scen', ' bli tatt på av gutta.\nskal vise seg fram,', ' ta en tur ut! Ta med deg damene', ' arbeide sammen og håper å kunne fortsette med dette arbeidet', ' bli kost med. Den siste halvtimen har de ligget']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' lage en flott ramme rundt kampene.\nVANT: Med', ' bruke de små grå - i tillegg til at de', ' kle seg. Ihvertfall synes vi kjolene', ' ha det gøy. De skal gå i borgert', ' få til en riktig god stemning, noe som gir']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' med i hele prosessen fram til konserten.\n- Jeg tenker', ' litt annerledes. De er litt mer sporty, og', ' en arena for inspirasjon og det å bygge nettverk med', ' et godt til bud til de som vil starte med', ' en hyggelig ramme rundt den månedlige mø testunden']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på hverandre.\nnene, også på', ' å snakke om kva eg eventuelt må forbetre,', ' å lage mat, sier han og ler.\nSelve arrangementet', ' kon septer og farger, sa Nordal.', ' sminke. Kanskje er de best i hele Vestfold']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' arrangere en utstil ling, ellers blir det vanskelig', ' gå fram for å kunne kjøpe det lille, le', ' få seg en fin ektemann. Ikke en som jeg', ' kle seg i hverdagen, sier han.\nsom nå', ' opptre.\ner det ofte de må legge hånd på']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' finne, ikke villet gi ut sin bok «L', ' få hjelp - og det er veldig hyggelig også for', ' bli pyntet når de er i butikken min.\n-', ' ha på seg - bryllup - Oktober 2020\n15 enkle', ' sette sitt person lige preg på brudebukett']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge den beste brudekjole i henhold til', ' oppføre seg og hva en kan vente av gjestene', ' bruke sminke.', ' få bruden til å gråte?\n«J', ' bruke skoene. Dette er ikke sko man bare har']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «a splash of colour» i', ' både som et kulturminne og et kulturverksted,', ' likeverdig og inkluderende. Likevel er det et faktum', ' noe helt annet. De er en del av et r', ' en mot vekt til Valentinerdagen.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne de riktige skoene, så derfor vil de', ' det. Men at dette ikke er noe som alle mest', ' det. - Så det har vært en ganske en k', ' å pynte seg, så er det mye å si', ' å ta vare på seg selv, sier Fergus']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' føre seg når man ikke må gjøre noe, og derfor', ' opptre under en vielse, hvordan man setter seg og', ' pynte seg uten frisør hjelp? Man kan', ' gå opp og ned en liten trapp uten å miste', ' forholde seg i en sådan stund, for å fremstå']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' tro. Det er jeg som får mest oppmerksomhet,', ' pynte seg. De skal gå i «kjærlighet', ' være i sentrum av oppmerksomheten, og gjør gjerne seg', ' gå på kino og spise på restaurant og sånt.', ' høre det igjen og igjen. Foto:']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men om de ikke skal kunne få', ' gi og ta imot kjærlighet.\nAlexandra og G', ' si «nei» til deg. Nå var heldigvis', ' takle dette.\nSexolog Siv Gamnes tror man', ' flørte, men bare noen få har lært hvordan']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' bare for en natt, men etter en kveld med', ' som natt og dag. Jentenes valg skal ikke', ' og så er det noen som tror vi ikke er', ' en slags sjelevenner på jorden. Da de', ' når noen har sex med hverandre på tv for å']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å rose hverandre.\n– Da sier jeg takk, da', ' å kommunisere og ha det gøy sammen. Det er viktig', ' å rydde.\n■ - Men de har også en', ' å holde kontakten, sier hun.\nAskvik forteller', ' å finne de beste løsningene. Det hender at de']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne», skrev den franske journalisten Ann', ' behandle en kjæreste på en romantisk måte.\nmed at', ' behandle kjæresten. I Norge kan man ofte være', ' behandle dem riktig. Han mente for eksempel at de ikke', ' ha sex! På kurset vil de få svar på']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha kontroll.\nRagnhild Hope (40)\ner', ' gjøre ting som får andre til å le – på', ' få bekreftelser på utseendet, både hjemmefra og', ' bruke sin tid på å forske og lage små']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
