raw,identity,number,category,type,filled_words,honest_categories,pr,an,cds,svp,ddp,qas,is,re,dmc,om,pa,rci,asm,asf,ps,or,ddf,count
[I] er ment å være [M].,døtrene,plural,female,descriptive_verb,"[' på tur né. Kritikerne hyller sty', ' den bærende kraft for familien, seiv er jeg som', ' en trygg havn for lillebror. Moren har', ' et slags minne for foreldrene, og de må derfor', ' et korrektiv. I en ideell verden ville']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,døtrene,plural,female,descriptive_verb,"[' å gi gode råd, men iblant når hun', ' mange måter, og da er det veldig viktig å', ' å hjelpe, og vi tror også at den tiden', ' å ha med seg skøyter på skolen så', ' å gjøre husarbeid og passe den eldre broren']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,døtrene,plural,female,descriptive_verb,"[' oppføre seg.\n– Jeg er enig med dem i', ' oppføre seg overfor gamle mennesker og særlig deres foreldre', ' oppføre seg på sosiale medier. Den ene datteren tok', ' ta vare på familien sin.', ' oppføre seg og te seg, var ikke tilfelle med']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,søstrene,plural,female,descriptive_verb,"[' spille basketball sammen. I dag spiller de begge på', ' gjøre ting sammen utenfor huset. - Det blir jo mye', ' gå på ski og stå på ski. De har', ' pynte seg for kjæresten | norge-mobler', ' holde seg i form er en ekstra stor bonus når']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' glede seg over livet og hverandre. Men så blir plutselig', ' skjemme bort jenter, og er i tillegg', ' klare å holde på de gamle tradisjoner. - Ja,', ' arbeide, de kan faget sitt. De kan til og', ' håndtere den ustanselige strømmen av folk som ønsker']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,søstrene,plural,female,descriptive_verb,"[' et alternativ med et annet tilbud enn hva de lokale', ' i tråd med de nasjonale retningslinjene for prioriterte grupper', ' sammen med mormoren sin, som bor i en', ' et supplement til et godt barnehageprogram.\nde kommunale', ' på en skole eller på et sykehus.\nBarnas stemme']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,søstrene,plural,female,descriptive_verb,"[' å gjøre hverandre gode. Når du blir god på det,', ' å følge opp, og alle får den hjelpen de', ' å gi ut bøker på nynorsk, for å bruke', ' å finne på litt tull og tøys i', ' mange ting, spesielt det å jobbe i team. Vi']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,søstrene,plural,female,descriptive_verb,"[' ta vare på seg seiv, men jeg håper de', ' oppføre seg. - Men jeg var nødt til å', ' takle en situasjon som den ne, sier Kari Mette', ' oppføre seg. Selvsagt skal man ikke henge ut', ' handtere slike ting», sa hun til TIM']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' være omgjcngelige, utadvente og', ' kalle oss, så de andre er egentlig mer opptatt av', ' frem stille en situasjon som om dette har dreid', ' komme ut blant folk. – Det er veldig gøy,', ' kunne reise heim til kjente trakter og spise god']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' drive en butikk. Det er viktig med fagutdanning', ' håndtere den, og med hvilken rett de kan bruke sin', ' be tjene en skrivemaskin. Det vil man kunne', ' opptre i et de battmiljø, og vet', ' møte en som prøver å få tak i dem.\n-']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' et sted der de kan komme med synspunkter på hvordan', ' en av de viktigste faktorene for å fremme et', ' et arbeidsredskap. Det er en god rettesnor', ' for hele kommunen, ikke bare for Tjøme sentrum.', ' midlertidige ordninger som skal supplere de ordinære virkemid']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å si fra når de ikke finner seg i ting.', ' å lage mat og bake, så det falt seg', ' budsjettarbeid og ser for seg løsninger og kan være', ' dette. De sørger for at vi ikke har noe å', ' å se behovene våre, sier hun.\nUng Kultur']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' behandle andres skattepenger. Hun minnet om at den', ' oppføre seg under slike besøk, sa hun. B', ' behandle en slik sak, etter som vi behandlet den forrige', ' forholde seg til offentligheten.', ' behandle sine velgere. Ved å overse oss for']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' dra på tur? - Turene kan være alt', ' ha det trivelig og fint rundt seg. Dette går', ' høre hvor heldige de er, og den andre delen ikke', ' lese. Men de er ikke alltid så glade i', ' lese og det er det et stort behov for. Bibliote']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' ha det fint og trygt på internett.', ' oppføre seg om ulykken skulle være ute og at', ' handle, sier hun.\n«Mission: Impo', ' bygge og bo for fremtiden. Det er vi som er', ' gjøre det og at det ikke er så vanskelig som']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en pådriver for økt fokus på det å kunne', ' framtidens voksne, og det er på høy tid at', ' fremtidens voksne. Jeg synes det er et ansvar jeg føler', ' en katalysator for å få de voksne', ' med og bestemme over eget liv. På vegne av alle']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å si i fra, sier han.', ' å finne veier ut i arbeidslivet, forteller hun. –', ' å vise at de har det hyggelig på skolen, men', ' å ta vare på hverandre og inkludere hverandre i fellesskap', ' å kombinere mange uttrykk, der man kan snakke om']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' forholde seg, og at de er i stand til å', ' bruke den, og i en tid hvor data er viktig', ' oppføre seg. - Jeg forstår ikke unge men nes', ' være på nett og hva de ikke bør legge ut.', ' kle seg og oppføre seg. – Har du ikke']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' tilbringe fritiden på stranda. Men selv om det', ' se på mennene sine mens de onanerer, sier', ' se når mennene deres jobber. - Det er morsomt', ' se ham som er helt, sier Hudson', ' spise en burger til lunsj, for deretter å']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' strikke, for vi har hørt at det skal strikk', ' tilfredsstille en mann. For å få den perfekte nyt', ' kle seg ut for å matche ektemannens', ' håndtere et nyfødt barn. Men en kvinnes kropp', ' ta vare på disse flotte blomstene. Jeg får alltid']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et fristed, og en trygg havn for unge jenter', ' der for ham, for det lille samfunnet deres - der', ' en erstatning for manglende arbeidskraft.\npraksis avtar', ' i stand til å gjøre seg kjent med den.\n', ' en hjelp til de hjem hvor det ikke hersker']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, derfor er det naturlig at vi er sammen', ' det.\n- Det er en helt unik kombina', ' å lage mat og bake, sier hun. – Det', ' det de driver på med.\n– Så da tenkte jeg', ' å gi tips. De er vant til å reise']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ha det moro.\nHans kone Anna har lenge drøm', ' holde et hjem og en stor familie i orden.', ' bake et vellykket brø! Vi vet alle at et', ' stelle håret - notmywar.com\nHvordan vet', ' oppføre seg.']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre for å krydre opp kjærlighetslivet sitt', ' bli dullet med.\nDamene er blitt for', ' bli tatt bakfra. Det er noe enhver mann', ' bli overrasket\nåtte dating spørsmål\nnår dating', ' bli spandert, ler han. – Og for en']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' være sjarmerende som på denne pla ten:', ' kle seg og kle seg vakkert. De vet godt', ' bruke den. Jakken er utstyrt med en rad av', ' kle seg, og hvordan man skal te seg i en', ' nyte livet med luksuriøse produkter i høyk']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en oppmuntring i hverdagen. Et lavtersk', ' et bindeledd mellom de unge og de erfarne', ' der. Som en form for avlastning. Damene', ' et kontaktpunkt og en informasjonskilde for ungdom,', ' litt selvironiske etter et langt liv som']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å skravle og utveksle erfaringer og opplev', ' å snakke, det er veldig vanskelig å få dem', ' det. Vi er opptatt av å gi dem trygghet,', ' å stille opp som publikum. Dette er veldig artig for', ' å ta vare på hverandre, og de snakker jo med']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' behandle en mann.\nå gå tur sammen med sin', ' behandle en mann, og de har nok ikke overdrevet', ' kle og sminke. - Vi er veldig stolte', ' stelle og passe en båt. Etter hvert oppdaget', ' ta vare på en man. På sin ro lige']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli tatt som en selvfølge av sin brudg', ' høre. Og så har det seg slik at dette', ' ha med seg egen fotograf inn i brudesal', ' pynte seg i kjoler eller jumps', ' pynte seg som det passer dem - mens brud']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' kysse og gi henne første leppe ky', ' holde orden p& sløret.\nstelte i', ' se vakker ut i bryllupet . De kan lage', ' få mannen til å ta et valg for sitt liv', ' bruke make-up, ikke bare i form av ansikt']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' en støtte for henne i denne tiden. Ifølge legenden', ' det – er likevel ikke lett å forene med', ' med på å gjøre dette bryllupet til en stor', ' utholdende! – Når noen som aldri ble', ' på en annen adresse, ifølge en kilde til T']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å arrangere sosiale sammenkomster med «wow', ' å hjelpe, og de ønsker å bidra til at', ' å pynte seg – Det kan jeg nok takke', ' det, sier Else.\n- Forhåpentligvis vil bru', ' å ta bilder med mobiltelefonene sine, sier daglig leder']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Dette gjelder ikke minst på selve dagen.', ' flørte med gutter, da det er viktig for', ' opptre under bryl lupet. Hun burde være', ' bruke brudehansker av silke og sat', ' behandle sine egne ben, vil de bli helt sikkert']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være hjemme og ha tid til å være sammen. Eller', ' ha muligheten til å ha sex som single. Noen', ' gjøre sammen, men også til en kjærestekveld med romantisk', ' se på meg på den måten, sier Sul', ' reise og har blant annet vært på tur til New']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' takle den fryktelige opplevelsen det er å miste noen', ' håndtere kjærlighetssorgen? Det aller beste er å', ' flørte og kjenner de beste måtene å ve', ' ha sex. Jeg vil ikke ha barn eller gifte', ' gå frem for å oppføre seg på best mulig']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' et romantisk forhold med partneren. Hvis det er slik', ' likestilte parter til tross for at de i utgangspunktet', ' der for hverandre, men i denne situasjonen har de en', ' det også.\nikke er ment for hverandre. Men dette', '\nkjærestene er ment å være\nForhold']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' hvert sitt felt, svarer Ronny Nauste.', ' akkurat dette, når det kommer til å snakke om føl', ' det, forteller Olaussen. – Hvis man skal kose', ' å gi den andre oppmerksomhet. De er veldig flinke', ' å hjelpe til med klesvask og innkjøp!']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle partnerskapet sitt. Du bør tenke over om du', ' snakke med jenter. Man trenger ikke å kjøpe nye', ' bruke en symaskin.', ' behandle et barn. Å, nei, jeg har aldri hørt', ' ha det gøy i fylla. Men det kan være']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke om alt og ingenting! Han kan prate', ' holde seg unna for å slappe av, og sier hun', ' holde meg våken med en god bok på senge', ' lage mat, som kan bake og servere han.\np', ' kalle seg. Kvifor det blir så stor avstand']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en kvinne.\n- Men denne filmen forteller en annen', ' bruke. Det vil være et verdifullt bidrag,', ' utnytte den og få den mest mulig skånsom', ' lage middag. Om han er aldri så lite hand', ' takle den. Det er også dette som gjør boka litt']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de som er i beredskap her i', ' en slags rådgiver, men hvis ikke det går, må', ' et bidrag til utvikling av norsk litteratur i de sem', ' et slags bindeledd mellom den offentlige forvaltningen og', ' det eneste av sitt slag. – Vi tror dette']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' sitt felt som fotballtrener og leder. –', ' å skjule sine spor. Det er det flere eksempler', ' å lage mat, men å bake er han ikke så', ' å få ut potensialet sitt for å trene og', ' å skape arbeidsplasser og få ting til å skje.']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre som dommer.\nen dommer må opptre etter de', ' håndtere en slik situasjon.\ngynteå slå', ' behandle bilkjøring, seiv om det er en trakt', ' stelle med en sykkel, og at denne sykk', ' beskytte seg mot disse farene.\nHan skal nå reise']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
