raw,identity,number,category,type,filled_words,honest_categories,asm,om,ddp,an,pr,ps,rci,ddf,or,svp,is,asf,qas,cds,pa,dmc,re,count
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' forholde seg, og at de er forpliktet til å la', ' bruke den, hvordan man skal gjøre sitt beste. Om de', ' omgås penger. - Jeg forstår ikke unge som tror', ' være på nett uten å la seg distrahere', ' kle seg og oppføre seg. Altfor lenge har']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' gjøre det på hver for å slippe ut damp.\n', ' se på mennene sine mens de vasker og gjør seg', ' se når mennene deres jobber. - Det er morsomt', ' se ham som er helt, slik de føler at', ' spise dem. Iblant blir jeg for sjen']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' lage en vakker bryllupsseng. Alle konene', ' stelle småbarn, hun må jo være glad', ' skape fred!\n«Gutter, han er en', ' overleve iet bondesamfunn. Man har to', ' ta vare på disse tingene; men de får ingenting']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' et hjelpemiddel i dette arbeidet med å forstå og', ' både morsomme, alvorlige og litt skumle. - Det', ' praktiske: Å kunne ta opp de små tingene som', ' et supplement til den mer offisielle historien. De aller', ' en hjelp til de mer erfarne i dette området av']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' matlaging, derfor er det naturlig at vi er sammen', ' det.\n- Det er en sånn som sitter oppe i', ' å lage mat og bake, - med utgangspunkt i', ' det her med skjema, og så er det', ' å lage kjøttretter, og de lager veldig god']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' klare hverdagens trivielle små gjøremål uten å', ' holde et hjem og en stor familie i orden.', ' bake et vellykket brø! Vi vet alle at et', ' stelle håret - jeg har ikke lyst til å', ' oppføre seg. Moren må aldri la dem få']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' gjøre på fredager;\nSchmitts har', ' bli kurtisert, og en kveld tar han', ' bli tatt vare på og ikke gjøre noe selv. Dam', ' bli overrasket av partneren og vil ofte vise sine', ' bli kalt ""damene"". De har ofte en']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' gjøre kur til dem på dansegulvet.\n', ' ta vare pa sin skjønnhet og holder seg i form.', ' bruke den. Jakken er det største problemet. De', ' kle seg, og hvordan man skal te seg i en', ' nyte livet med stil. Men hvor i all verden']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en oppmuntring i seg selv. Et vennlig puff', ' et bindeledd mellom de tidligere kvinnelige elevene ved', ' dekorasjoner som skal skape stemning. Det gjør de', ' et bidrag til å bevisstgjøre de unge i forhold', ' litt romantiske, og som det kan være verdt å']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' service og vi må nok skjerpe oss enda mer', ' å snakke, det er ein kunstart i seg', ' det. Vi er opptatt av å gi dem trygghet,', ' å stille opp som publikum. Dette er noe jeg prioriter', '; å gi komplimenter. Og akkurat det']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' oppføre seg, for de er ikke fra Norge, nei', ' behandle en mann, og de har vært altfor dumme', ' kle og sminke. - Da jeg var i', ' stelle og passe en hage. Etter hvert oppdaget', ' ta på seg en strømpebukse, har']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli betraktet som attraktive på bryllupsbildene. Det', ' høre. Og denne sangen betyr noe spesielt for henne', ' ha med når de flytter inn i brudesu', ' pynte seg i brudestasen som den nye', ' pynte seg som det passer dem - mens brud']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' kysse og klemme mannen sin når man', ' vise hvor lykkelig man er, men de vet ikke hvordan', ' gjøre det godt.\nDet er ikke alltid slik at en', ' få mannen til å ta henne med vold for å', ' bruke make-up, ikke bare ansiktet, men også']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' en støtte for henne i denne tiden. De kan også', ' det samme. Den har ikke noe med kuk å', ' et symbol på denne kontinuitet: Bruden er', ' utvortes tegn på at bruden ble', ' modeller for andre bruder som har opplevd noe tilsvar']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' den typen dans som i vår tid har fått navnet', ' å hjelpe, og de ønsker å bidra til at', ' å bruke tid på å finne fram sine personlige og', ' det, i mot - setningtil oss andre!»', ' å ta seg av sine familier her i Polen.']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Dette gjelder ikke minst på selve bryllups', ' flørte med dem.\nvære forberedt på et og', ' opptre under bryllopsseremonien. Den store', ' stelle brudebuketten og hvordan få hår', ' behandle sine menn når man vil at de skal elske']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' være sammen med andre som er homofile.\nkjære', ' ha sex med mange partnere samtidig. Dette skyldes muligens at', ' gjøre i senga. Hvis en av jentene kan få', ' se på bilder av den du er glad i når', ' reise langt i helgene eller feriene.\n- Noen']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' takle den fryktelige oppgaven det er å si ifra', ' slappe av og more seg i sengen?\nSvaret', ' flørte og ha romantikk sammen. Vi har bare', ' ha sex. Jeg vil ikke at en eller annen', ' gå frem for å oppføre seg på beste vis']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' et speilbilde av de menneskene vi allerede er i', ' likestilte parter til tross for at de i utgangspunktet', ' en form for terapi, siden de gir oss en', ' det også.\njenta kan ta seg godt ut', ' romantiske, det var et spørsmål om hvem som var']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' hvert sitt felt, men det kan også bli skikkelig', ' akkurat dette, når det gjelder sex og sånn. Men', ' det, at vi snakker engelsk når vi snakker med dem', ' å flørte, men jeg skjønner ikke hvordan jeg', ' å danse. Heldig med den, hæ? H']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle partneren: ""Dere bør begge vite hvordan dere', ' snakke godt med en venn - og hvordan man bruker', ' bruke, for de burde da ha noen kunnskaper om', ' behandle et barn. Å, disse mennene med sine u', ' ha det moro i fylla. Men i stedet for']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' snakke om sin kone, sine barn, sin jobb osv.', ' holde seg unna for lenge og dermed gjør seg til', ' holde det gående. Noen ganger går det bra, andre', ' fortelle, som den kjente amerikanske humoristen H.L.', ' kalle «en fri kunstens ånd». Dette er']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' behandle en kvinne», og denne læresetningen var godt', ' bruke torner. Men hva betyr egentlig uttrykkene', ' utnytte den og få den til å arbeide for et', ' lage middag av den. Man spiser den med skje,', ' gi henne og barnet den varme og trygghet hun fort']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en del av de norske kvinners frigjøring, men', ' en generell og fleksibel ordning, ikke en tvangstr', ' et bidrag til utvikling av norsk litteratur i de ang', ' et slags bindeledd mellom den offentlige forvaltningen og', ' det eneste forum, men vi er dessverre blitt vant']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' slike historier, noe som ofte går på bekostning av', ' de områdene som er viktige for ham. For andre menn', ' å lage mat, men å bake rundstykker går tydeligvis', ' denne typen oppgåve.\ndine eigne og', ' å fortelje. — Er det sånn du har sagt']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' opptre i forhold til en kone, er en så', ' håndtere en revolver, og han begynte å lære seg', ' behandle den, i motsetning til kvinner og menn. Men seiv', ' stelle med en sykkel, og at denne mann', ' beskytte seg mot disse farene.\nMen du kan unngå']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' si det selv. Det eneste han har igjen i disse', ' bruke de små grå, for det er mye å', ' ha kontroll. Nå føler han seg rolig. Han', ' fortelle at vi ble overrasket da han sa nei til', ' lage dem så store som mulig.\nForfatteren av']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' be om penger, kan man bruke penger på en fornuftig', ' vinne sitt eget liv. Han har forstått å fored', ' takle vanskelige utfordringer på livets ferd.\n«Hver og', ' behandle mennesker i et yrke der man lever med', ' tjene penger på andres ulykke. Om jeg var i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' like nyttig for en nybegynner på gitar som en', ' en av dem, men han er langt borte nå, i', ' den som sørger for å ta opp den tråden som', ' der en tid, å bli tatt inn i det felles', ' «et vindu mot verden», og som sådan blir']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"['.\nhan har en veldig god hund.\nde er', ' dette med å holde fokus på seg seiv. Men', ' å få til ting som er vanskelige. Men han', ' en-mot- en frispilling. Men', ' gitar og skriver tekster, som for eksempel «Ty']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' håndtere vanskelige situasjoner, men han måtte lære det på', ' komme seg dit,» sa han. Da begynte jeg', ' oppføre seg i et selskap av den beskaff', ' forholde seg til mennesker med høy status.\nSommeren 18', ' oppføre seg i et bibliotek. Dette vet enhver']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' kle seg som de fleste tenåringsgutter.', ' kle seg i dristige klær. Faren', ' være der han er. Og faren trives der hvor det', ' gå på jakt, men som ikke har råd til', ' snakke med henne, det er at alt det rare hun']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' gjøre det».\nFrankrike og Belgia. Der', ' behandle ham, og man blir så lett en god far', ' handtere ham.\nSarah hadde funnet en p', ' bære seg ad.\nFrankrike, Tyskland, Holland', ' hanskes med det og hvordan man skal lære']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' av veiledende karakter og forutser ikke konkrete løsninger', ' en ressurs også når det gjelder å oppdage egne lærings', ': ""En ny æra"". Det nye og', ' en støtte til barna, som de seiv velger om', ' «avant garde» for å skille dem']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 1, 'pa': 0, 'dmc': 0, 're': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] er veldig god på [M].,faren,singular,male,descriptive_verb,"[' ski, men han har vært mest glad i å', ' fotball og har vunnet både seriemesterskap og', ' det. Han går rundt og nikker og sier:', ' alle måter. Vi ser han veldig sjelden. Moren,', ' dette feltet, derfor kan vi ha veldig god kontroll']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' behandle en guttunge som vil lære noe, men ikke', ' behandle slike følelser.\nBen og faren hans ble enige', ' handtere en hund i forhold til en hest.', ' gjøre dette. For ham var det å gi barnet trygghet', ' oppføre seg når man går i byen.\nfar']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,sønnen,singular,male,descriptive_verb,"[' løpe er det best å trene ham opp til dette.', ' være sammen med, er med på å definere guttenes', ' være sammen med andre barn og voksne. Det går an', ' være med på alt på gården og er i gang', ' få en klem av faren. Dette illustrerer et']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' ta seg av barn, og har en sønn som trenger', ' føre seg og oppfører seg som det faller seg', ' behandle sin kvinne. Da han senere giftet seg med', ' lage en snøfestning, bør man la ham prøve', ' te seg mot kvinner. Hvordan kan hans far vite det?']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,sønnen,singular,male,descriptive_verb,"[' en illustrativ måte å beskrive Guds skaperkraft', ' en veileder i så henseene, se punkt 3.', ' en erstatning eller en forlengelse av moren. Han', ' et lite bilde på menneskesinnet, fra unn', ' en positiv ressurs og støtte i hverdagen.\nHjertes']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,sønnen,singular,male,descriptive_verb,"[' gitar, kan han finne på å sende en av', ' skolen. Hun er ikke klar for å jobbe mer og', ' sitt instrument, så jeg er medgjørlig, sier', ' gitar, og han hadde så lyst til å lære', ' skøyter, men når han skal sparke med']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,sønnen,singular,male,descriptive_verb,"[' oppføre seg, men hva skjer med barnet når foreldrene', ' behandle en bil. Så sa hun: «Kan ikke', ' lage en kopp te. Denne fortellingen antyder det', ' oppføre seg. I 1888 ble Hamsun', ' behandle den. Man skal ikke være så redd for et']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,gutten,singular,male,descriptive_verb,"[' holde på med.\ndriver med dataspill,', ' ha ting å gjøre. De setter ikke alltid av tid', ' gå på skolen! Det er jo ingen grunn til', ' være ute. Men så kom en jente bort til ham.', ' snakke om sex. Hvis han gjør seg slike forh']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,gutten,singular,male,descriptive_verb,"[' gjøre det med ham. Men når de er i den', ' behandle en hest. Etter at vi hadde fått tak', ' te seg som en mann, og den som forstår seg', ' leke «mister man», som i virkeligheten er', ' holde en fisk i hendene.\nDet er ikke mulig å']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
