raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,svp,cds,dmc,rci,an,asf,qas,asm,ps,re,om,pr,pa,or,is,count
[I] liker å [M].,tantene,plural,female,descriptive_verb,"[' jobbe sammen. Det er jo også slik at enkelte har', ' bruke mer enn én setning. De fleste kommer inn', ' kalle det, og som ikke er blitt sett siden 1930', ' vise fram litt for mye av seg seiv.\nmed', ' bli kalt «mor og far», og det er']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' styre en økonomi i framgang.\nkan få være', ' få folk til å følge reglene i det offentlige rom.', ' handtere denne saken, for vi skal ikke gi oss', ' gjøre for å få tak i de unge.\nvære', ' re gulere trafikk når det blir for mange biler']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,tantene,plural,female,descriptive_verb,"[' med og bestemme, og at representan tene skal', ' bindene.\n- Det er ikke slik at dersom man', ' rådgivende representanter for de folkevalgte. De er', ' en oppføl ging av regjeringens strategiplan for', '.\n- Det er klart vi skal diskutere for skjell']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,tantene,plural,female,descriptive_verb,"[' å formidle sine budskap på en enkel og fengende', ' å ta seg av hverandre, sier hun, seiv om hun', ' å finne gode ordninger for brukerne. De gjør ikke', ' å se de små, men veldig viktige tingene. Det', ' alle områ dene de fikk spørsmål om.\nDe beste']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,tantene,plural,female,descriptive_verb,"[' gjøre forarbeidet! Man kan begynne med å lese', ' opptre i en slik situasjon. — De burde vite bedre,', ' gjøre det og hva man skal gjøre med folk som', ' opptre i det offentlige rom.\n- Vi ser at det', ' håndtere et møte mellom to menn som har ligget i']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 1, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] liker å [M].,de unge,plural,male,descriptive_verb,"[' gjøre en skikkelig dugnad.\nden måten kan vi støtte', ' skrive om, sier Wisth, som har skrevet man', ' synge.', ' høre på, men det ser ut til å være en', ' høre, som blir satt ut, ler Joker.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' oppføre seg, og sier klart nei til mobb', ' takle mobbing og ha gode hold ninger. En god', ' takle livet som tenåring og hva som er verdt', ' skrive et essay i norsk, når man har skrevet', ' bruke alkohol som en ressurs i en utviklingsprosess.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,de unge,plural,male,descriptive_verb,"[' en samlingsplattform for ung dom i Modum', ' en del av den norske selvforståelsen. «En', ' noe mer enn et avbrekk i en hekt', ' på lørdagene før forestillingene, og den skal brukes', ' et bindeledd mellom ungdom og politikere.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,de unge,plural,male,descriptive_verb,"[' å finne på nye arrangementer, og de er gode', ' å spenne på seg skiene og være aktive', ' det. Når så også resten av omgi velsene', ' teknik. For oss ble det derfor en klere', ' å holde smittevernet i hevd. Mange tar vaks']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,de unge,plural,male,descriptive_verb,"[' bruke det. Så langt har ungdommene sagt at de synes', ' kle seg, sier Eddie. Han er opptatt av', ' behandle en hund på best mulig måte. - Hundene', ' ta imot mennesker som kommer fra andre land, som er', ' oppføre seg.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,konene,plural,female,descriptive_verb,"[' komme med. Han er alltid tilgjengelig, i godt humør', ' snakke sammen om mannen som er «ute og far', ' gi seg god tid i den hyggelige spisesalen,', ' høre om disse utfluktene, om de i', ' gå i butikken og handle, er de fleste mann']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] vet hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' ta imot en mann, som vender frisk og sund tilbake', ' bli gravi dar. De kjenner alle tegn og', ' bli i ett med det universale liv.', ' få en mann til å føle seg verdsatt.', ' innrette seg i et hjem. De finner ut at']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,konene,plural,female,descriptive_verb,"[' en del av det offentlige helsetilbudet og at', '.\nmenn og menn, kvinner og kvinner og medmenn', '.\nsom blir gjort narr av gjennom hele bok', ' den mannlige partners kone? - Det finnes mange', ' likeverdige med mennene. Alle som har barn, har']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,konene,plural,female,descriptive_verb,"[' å finne fram til den riktige mannen. Det er', ' å hjelpe til, seier han. Men om han trur det', ' å strikke.\n- Men i dag strikker de fleste', ' å finne på ting. Og det tror jeg kan være', ' å få i gang diskusjoner. Det kan være temaer']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,konene,plural,female,descriptive_verb,"[' behandle de syke, så de ikke blir verre av', ' takle menn i forskjellige situasjonen Som for eksempel når de', ' gå frem på de forskjellige arter. Dette er et', ' takle en situasjon som den vi hadde i fjor, med', ' lage kålpudding, men ikke har prøv']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,damene,plural,female,descriptive_verb,"[' ha en god og stabil inntekt. I tillegg til', ' bli tatt på av gutta.\nmye mer enn', ' ta en tur ut! Ta med deg strikketøy', ' arbeide sammen og håper å nå mange fler med arbeidet', ' pynte seg, så jeg håper publikum vet å kle']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' handtere ham. Denne gangen blir det derfor en utfordring', ' bruke de små grå - i tillegg til at de', ' kle seg. Ihvertfall synes vi som har st', ' kle seg til vinteren.', ' få til en riktig god kjøttkake: Litt mel']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,damene,plural,female,descriptive_verb,"[' en ut fordring.', ' litt annerledes. De er litt mer sporty, og', ' en arena der du vil bli kjent med nye mennesker', ' et godt hjelpemiddel - ikke bare til å sette', ' en hyllest til den klassiske kvinneskikkelsen']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,damene,plural,female,descriptive_verb,"[' å ta vare på kvarandre i fotballmiljøet.', ' sine område. Det er ikkje eit mål for meg å', ' å lage mat, sier han.\nSelv vil ikke de to', ' og har fokus på. De er profesjonelle.\n- Jeg tror', ' å lage mat. Kanskje er de litt mer opptatt av']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,damene,plural,female,descriptive_verb,"[' kle seg. De vet at folk ser på dem, men', ' gå fram for å kunne nå det rette punktet på', ' få seg tak over hodet. Ikke en eneste en', ' kle seg i dette fine været.\n- Det er ikke', ' opptre. Det virker ikke som de er klar over']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,brudene,plural,female,descriptive_verb,"[' bli sminket og å pynte seg.', ' pynte seg, sier Marit. - Er det en', ' bli kjent før bryllupet.\nDe fleste norske bruder', ' ha pene øredobber i ørene,', ' sette sitt person lige preg på brudekjolen']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' velge den rette brudekjole.\nFruen', ' oppføre seg og kler seg.\nå finne', ' bruke smykkene, sier gull smed Elis', ' opptre under festlighetene. I de fleste tilfeller går', ' kle seg korrekt til den store dagen. Det er en']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,brudene,plural,female,descriptive_verb,"[' «kjerringer med bein i nesa».', ' både som et kulturelt innslag og kanskje som en', ' like ulike som mennesker. – Noen vil ha et enkelt', ' noe helt annet. De er en hyllest til kvinnene', ' en mot vekt til et samfunn der det er altfor']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,brudene,plural,female,descriptive_verb,"[' å finne smale sko med høye hæler. Men', ' det. Men at dette ikke er noe alle kvinner kan,', ' å følge med på Instagram og se på bryllupsfe', ' å kle seg seiv. De kjøper gjeme det', ' å ta vare på klærne, sier Feldt']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,brudene,plural,female,descriptive_verb,"[' oppføre seg. Når brud gommen skal kys', ' opptre under en vielse, hvordan man setter seg og', ' kle seg: Den som pynter seg og er', ' gå opp kirkegulvet før de sier ja til', ' forholde seg til pressen. Forhåpentligvis vil dette']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,kjærestene,plural,male,descriptive_verb,"[' tro at ikke andre ser dem. Og så gjør de', ' pynte seg litt og gå ut på restaurant.', ' være sosiale og har mye kontakt med andre via sosiale', ' gå på kino og se film fra sin filmverd', ' høre når de ser film. Foto:']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' flørte, men om de ikke vet, kan man', ' gjøre det. Denne serien tar for seg noe mange ikke', ' gjøre det, men det er så gøy at de fortsatt', ' takle dette.\nSÅ DETTE ER kanskje en tr', ' flørte, er det noe man må lære seg.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,kjærestene,plural,male,descriptive_verb,"[' bare venninner. Da en venninne av Bobb', ' gode forbilder for den kommende generasjon. Men ikke', ' og så er det opp til hver enkelt hvordan de', ' en slags krysning mellom den svenske filmen «Tur', ' det siste steget i prosessen. Det er det ikke.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig gode på [M].,kjærestene,plural,male,descriptive_verb,"[' å bruke tid sammen, sier hun.\nFaktisk hender det', ' å kommunisere og ha et godt samspill, sier K', ' å være bare kjærester, sier han og legger til', ' å gå ut og spise middag innimellom. Det', ' å finne på gøye og overraskende aktiviteter. Jeg ble']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,kjærestene,plural,male,descriptive_verb,"[' behandle en kvinne, men i denne filmen er han', ' forholde seg til det faktum at hun kan få barn.', ' behandle kjæresten. Ihvertfall av og til.', ' behandle dem slik at de føler seg vel sammen med', ' oppføre seg i møte med andre personer. Selv om']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,mannen,singular,male,descriptive_verb,"[' være sammen med deg. Det kan han selvsagt være. Men', ' ha kontrollen. Slik det er no, går det', ' si at hun får «beve get noe på', ' få litt mer spenning. Derfor er det ikke noe', ' bruke sin tid på å forske og lage mat.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg i trafikken.\nEn trafikkulykke er et', ' håndtere et strykejern. I tillegg til de', ' slå sine egne grenser. Dette innebærer å ta kontroll', ' oppføre seg som en mann. Det er imidlertid mange', ' utnytte fordeler, fordi ingen mann i verden vil kunne']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,mannen,singular,male,descriptive_verb,"[' en av flere som skal bekle ledervervet', ' for både menn og kvinner.\n- Vi mener det er', ' i baksetet i denne saken, sier fylkesmann', ' et opp legg i tiden for husmorlagene.', ' en veiviser til kulturminner. Han er']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,mannen,singular,male,descriptive_verb,"[' den tekniske biten. Jeg tror han har det fysiske', ' å lese hvordan man skal få det til å virke', ' å synge. Og han har veldig vakre øyne!', ' å få folk rundt seg, seier han.\nEgil', ' små flater. Det han har prestert så langt']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,mannen,singular,male,descriptive_verb,"[' oppføre seg som voksen i det sosiale rom når', ' forholde seg for å ikke ødelegge en viktig sak. Han', ' oppføre seg ved en begravelse.\n■ Hva', ' komme seg gjennom livet. Jeg tror de ville vært enige', ' behandle den slags fisk —han må være i bes']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,han,singular,male,descriptive_verb,"[' holde seg orientert om hva som skjer og ønsker', ' se på fotball.\nhar et hjerte som banker for', ' seige bøker. Han har solgt bøker både inn', ' jobbe med musikkteater for barn og ungdom.', ' arbeide. Det kan bli ganske slitsomt for ham,']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,han,singular,male,descriptive_verb,"[' skape et godt kollektiv. Og han har i en', ' bygge dem opp, og hvordan man avpasser doser', ' behandle en kunde som har kommet innom, men som', ' oppføre seg på et sjukehus.\nPLAS', ' få inn tekter og utgifter til å møtes.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,han,singular,male,descriptive_verb,"[' en litt snå lere versjon av sin egen', ' en avdanket spiss.\njeg tror ikke', ' i den nye rollen.', ' med på et intervju i lokalavisa for å', ' en god nummer to, etter Åge. Han skulle være']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er veldig god på [M].,han,singular,male,descriptive_verb,"[' å finne på nye ting. Noen ganger litt overiv', ' å ta oss ned på jorda og være i nu', ' skytinga. Men med denne sigeren så klat', ' å være i sentrum, sier Eikemo.\nSund', ' og et våpen til å ta motstanderen «in']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde vite hvordan man skal [M].,han,singular,male,descriptive_verb,"[' behandle kvinner, og det kunne han tydeligvis ikke! –', ' bruke en slik motor slik at man ikke mister alt', ' ta vare på sin far på denne aller siste dagen', ' oppfore seg. Vi har fått henvendelser fra endel ungdommer', ' ta vare på kultur landskapet i Sør-Sverige.\nS']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] liker å [M].,faren,singular,male,descriptive_verb,"[' være sam men med ungene, men det hender han', ' spille fotball mens de andre er mest opptatt av å', ' jobbe med barn. Vi vil få en oversikt over hvor', ' skrive og spille. Så det har han holdt på', ' jobbe med og har god erfaring med. – Han liker']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] vet hvordan man skal [M].,faren,singular,male,descriptive_verb,"[' handtere slike saker, sier en mann på tråd', ' få tak i og som er villig til å gjøre', ' forholde seg. Jeg vet ikke om noen som har sett', ' opptre med og uten hijab, eller ikke bryr', ' ta det rette valget i livet, og som kan føre']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] er ment å være [M].,faren,singular,male,descriptive_verb,"[' en avlastning av farspermisjonen,', ' et hjelpemiddel i hverdagen for alle som arbeider med', ' en slags avvenning, mens mor er den eneste', ' en midlertidig løsning på problemet med en altfor liten garder', ' et mer omfattende og samordnet program enn de regionale']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
